_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,comment_box,verify_relationship,worker_confidence,disease_id,disease_name,drug_id,drug_name,form_abstract,form_title,pmid,uniq_id,verify_relationship_gold,worker_confidence_gold
756359647,7/21/2015 00:38:00,false,1694434216,,7/21/2015 00:24:07,false,points4rewards,0.8889,20113482,USA,PA,Philadelphia,162.208.49.45,,no_relation,very_confident,D014202,"<span class=""disease"">tremor</span>",D012964,"<span class=""chemical"">na</span>","<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-<span class=""chemical"">na</span>  ve Withdrawal Seizure-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced convulsions. </p><p>RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced convulsions, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic convulsants compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>",The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines.,12198388,bcv_hard_56,,
756359648,7/21/2015 00:56:06,false,1694439158,,7/21/2015 00:45:13,false,neodev,0.9,24291759,NPL,00,Kathmandu,49.244.38.190,,yes_direct,very_confident,D014202,"<span class=""disease"">tremor</span>",D000431,"<span class=""chemical"">alcohol/ethanol</span>","<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in <span class=""chemical"">alcohol</span> withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and <span class=""chemical"">alcohol</span> withdrawal was investigated in a genetic animal model of <span class=""chemical"">ethanol</span> withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in <span class=""chemical"">alcohol</span>-na  ve Withdrawal Seizure-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced convulsions. </p><p>RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced convulsions, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with <span class=""chemical"">ethanol</span> withdrawal severity and implicate cholinergic mechanisms in <span class=""chemical"">alcohol</span> withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic convulsants compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>",The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines.,12198388,bcv_hard_57,,
756359648,7/21/2015 00:56:45,false,1694439270,,7/21/2015 00:51:32,false,instagc,0.8182,27770607,USA,TX,El Paso,70.120.227.200,,no_relation,not_too_confident,D014202,"<span class=""disease"">tremor</span>",D000431,"<span class=""chemical"">alcohol/ethanol</span>","<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in <span class=""chemical"">alcohol</span> withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and <span class=""chemical"">alcohol</span> withdrawal was investigated in a genetic animal model of <span class=""chemical"">ethanol</span> withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in <span class=""chemical"">alcohol</span>-na  ve Withdrawal Seizure-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced convulsions. </p><p>RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced convulsions, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with <span class=""chemical"">ethanol</span> withdrawal severity and implicate cholinergic mechanisms in <span class=""chemical"">alcohol</span> withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic convulsants compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>",The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines.,12198388,bcv_hard_57,,
756359648,7/21/2015 00:57:29,false,1694439449,,7/21/2015 00:53:42,false,clixsense,0.8333,32693781,BRA,27,Santos,187.21.242.124,,no_relation,confident,D014202,"<span class=""disease"">tremor</span>",D000431,"<span class=""chemical"">alcohol/ethanol</span>","<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in <span class=""chemical"">alcohol</span> withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and <span class=""chemical"">alcohol</span> withdrawal was investigated in a genetic animal model of <span class=""chemical"">ethanol</span> withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in <span class=""chemical"">alcohol</span>-na  ve Withdrawal Seizure-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced convulsions. </p><p>RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced convulsions, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with <span class=""chemical"">ethanol</span> withdrawal severity and implicate cholinergic mechanisms in <span class=""chemical"">alcohol</span> withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic convulsants compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>",The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines.,12198388,bcv_hard_57,,
756359648,7/21/2015 00:58:33,false,1694439744,,7/21/2015 00:51:33,false,neodev,0.7778,32885550,BRA,22,Natal,187.61.208.106,,no_relation,confident,D014202,"<span class=""disease"">tremor</span>",D000431,"<span class=""chemical"">alcohol/ethanol</span>","<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in <span class=""chemical"">alcohol</span> withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and <span class=""chemical"">alcohol</span> withdrawal was investigated in a genetic animal model of <span class=""chemical"">ethanol</span> withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in <span class=""chemical"">alcohol</span>-na  ve Withdrawal Seizure-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced convulsions. </p><p>RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced convulsions, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with <span class=""chemical"">ethanol</span> withdrawal severity and implicate cholinergic mechanisms in <span class=""chemical"">alcohol</span> withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic convulsants compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>",The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines.,12198388,bcv_hard_57,,
756359648,7/21/2015 01:34:05,false,1694450736,,7/21/2015 01:28:31,true,elite,0.6667,30487799,IDN,04,Jakarta,120.161.0.56,,no_relation,confident,D014202,"<span class=""disease"">tremor</span>",D000431,"<span class=""chemical"">alcohol/ethanol</span>","<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in <span class=""chemical"">alcohol</span> withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and <span class=""chemical"">alcohol</span> withdrawal was investigated in a genetic animal model of <span class=""chemical"">ethanol</span> withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in <span class=""chemical"">alcohol</span>-na  ve Withdrawal Seizure-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced convulsions. </p><p>RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced convulsions, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with <span class=""chemical"">ethanol</span> withdrawal severity and implicate cholinergic mechanisms in <span class=""chemical"">alcohol</span> withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic convulsants compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>",The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines.,12198388,bcv_hard_57,,
756359648,7/21/2015 01:50:14,false,1694458995,,7/21/2015 01:34:41,false,clixsense,0.875,30553383,PHL,"","",125.60.156.136,,no_relation,confident,D014202,"<span class=""disease"">tremor</span>",D000431,"<span class=""chemical"">alcohol/ethanol</span>","<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in <span class=""chemical"">alcohol</span> withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and <span class=""chemical"">alcohol</span> withdrawal was investigated in a genetic animal model of <span class=""chemical"">ethanol</span> withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in <span class=""chemical"">alcohol</span>-na  ve Withdrawal Seizure-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced convulsions. </p><p>RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced convulsions, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with <span class=""chemical"">ethanol</span> withdrawal severity and implicate cholinergic mechanisms in <span class=""chemical"">alcohol</span> withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic convulsants compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>",The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines.,12198388,bcv_hard_57,,
756359649,7/21/2015 00:38:59,false,1694434467,,7/21/2015 00:35:52,true,clixsense,0.6667,6378074,MAR,"","",105.154.46.198,,no_relation,confident,D012640,"<span class=""disease"">convulsions/convulsion/convulsants/seizure</span>",D011188,"<span class=""chemical"">potassium</span>","<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-na  ve Withdrawal <span class=""disease"">Seizure</span>-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of tremor and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and <span class=""chemical"">potassium</span>-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. <span class=""chemical"">Potassium</span> was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced <span class=""disease"">convulsions</span>. </p><p>RESULTS: Sensitivity to several <span class=""disease"">convulsion</span> endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced <span class=""disease"">convulsions</span>, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic <span class=""disease"">convulsants</span> may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic <span class=""disease"">convulsants</span> compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>","The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal <span class=""disease"">seizure</span>-prone and withdrawal <span class=""disease"">seizure</span>-resistant selected mouse lines.",12198388,bcv_hard_58,,
756359649,7/21/2015 00:39:28,false,1694434574,,7/21/2015 00:35:57,true,neodev,0.6667,33314121,VEN,13,Barquisimeto,190.36.183.52,,no_relation,confident,D012640,"<span class=""disease"">convulsions/convulsion/convulsants/seizure</span>",D011188,"<span class=""chemical"">potassium</span>","<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-na  ve Withdrawal <span class=""disease"">Seizure</span>-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of tremor and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and <span class=""chemical"">potassium</span>-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. <span class=""chemical"">Potassium</span> was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced <span class=""disease"">convulsions</span>. </p><p>RESULTS: Sensitivity to several <span class=""disease"">convulsion</span> endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced <span class=""disease"">convulsions</span>, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic <span class=""disease"">convulsants</span> may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic <span class=""disease"">convulsants</span> compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>","The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal <span class=""disease"">seizure</span>-prone and withdrawal <span class=""disease"">seizure</span>-resistant selected mouse lines.",12198388,bcv_hard_58,,
756359649,7/21/2015 00:39:33,false,1694434609,,7/21/2015 00:35:38,false,clixsense,0.8333,32693781,BRA,27,Santos,187.21.242.124,,no_relation,confident,D012640,"<span class=""disease"">convulsions/convulsion/convulsants/seizure</span>",D011188,"<span class=""chemical"">potassium</span>","<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-na  ve Withdrawal <span class=""disease"">Seizure</span>-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of tremor and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and <span class=""chemical"">potassium</span>-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. <span class=""chemical"">Potassium</span> was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced <span class=""disease"">convulsions</span>. </p><p>RESULTS: Sensitivity to several <span class=""disease"">convulsion</span> endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced <span class=""disease"">convulsions</span>, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic <span class=""disease"">convulsants</span> may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic <span class=""disease"">convulsants</span> compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>","The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal <span class=""disease"">seizure</span>-prone and withdrawal <span class=""disease"">seizure</span>-resistant selected mouse lines.",12198388,bcv_hard_58,,
756359649,7/21/2015 00:40:57,false,1694434887,,7/21/2015 00:35:36,false,instagc,0.8182,27770607,USA,TX,El Paso,70.120.227.200,,no_relation,not_too_confident,D012640,"<span class=""disease"">convulsions/convulsion/convulsants/seizure</span>",D011188,"<span class=""chemical"">potassium</span>","<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-na  ve Withdrawal <span class=""disease"">Seizure</span>-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of tremor and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and <span class=""chemical"">potassium</span>-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. <span class=""chemical"">Potassium</span> was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced <span class=""disease"">convulsions</span>. </p><p>RESULTS: Sensitivity to several <span class=""disease"">convulsion</span> endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced <span class=""disease"">convulsions</span>, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic <span class=""disease"">convulsants</span> may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic <span class=""disease"">convulsants</span> compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>","The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal <span class=""disease"">seizure</span>-prone and withdrawal <span class=""disease"">seizure</span>-resistant selected mouse lines.",12198388,bcv_hard_58,,
756359649,7/21/2015 00:44:40,false,1694435788,,7/21/2015 00:41:23,true,clixsense,0.625,30970695,SRB,00,Belgrade,109.93.211.242,,no_relation,not_too_confident,D012640,"<span class=""disease"">convulsions/convulsion/convulsants/seizure</span>",D011188,"<span class=""chemical"">potassium</span>","<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-na  ve Withdrawal <span class=""disease"">Seizure</span>-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of tremor and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and <span class=""chemical"">potassium</span>-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. <span class=""chemical"">Potassium</span> was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced <span class=""disease"">convulsions</span>. </p><p>RESULTS: Sensitivity to several <span class=""disease"">convulsion</span> endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced <span class=""disease"">convulsions</span>, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic <span class=""disease"">convulsants</span> may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic <span class=""disease"">convulsants</span> compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>","The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal <span class=""disease"">seizure</span>-prone and withdrawal <span class=""disease"">seizure</span>-resistant selected mouse lines.",12198388,bcv_hard_58,,
