worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate,level_2_contributors
20559745,AF8F5CBEC136E7FE0DD4E15F98F7C799,12,0,7,0,neodev,IDN,04,Jakarta,118.136.107.152,,,0,,1.0,360,1.0
20645396,4050D9F31F71EE500FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
21110164,56440,108,0,23,0,gifthunterclub,CHL,12,Santiago,186.79.35.51,,,0,,1.0,360,1.0
21406883,5934195,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
21508570,44EEFE8BAA8431580FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
21516515,5954066,24,1,9,0,clixsense,IND,"","",117.241.21.21,,,0,,0.8889,360,1.0
21628557,5DA301F4751485B9044935D48A84480F,12,2,7,0,neodev,MEX,"","",189.178.161.29,,,0,,0.7143,360,1.0
22074411,6052066,6,2,6,0,clixsense,ROU,10,Bucharest,82.137.8.36,,,0,,0.6667,0,1.0
22102426,6056624,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
22501020,A12C298763C7936A6964A2442E880D82,6,3,6,0,neodev,IND,"","",117.233.226.138,,,0,,0.5,0,1.0
24118190,F7A9AE4FD96CEEE7DD6A67EA287D2489,6,0,6,0,neodev,VEN,"","",190.207.151.202,,,0,,1.0,0,1.0
24321333,78547975AE183A8B0DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
24373944,6022246,30,2,10,0,clixsense,PHL,D9,San Juan,112.198.79.214,,,0,,0.8,360,1.0
24813188,6259240,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
25501111,10472818,0,0,0,0,prodege,,,,,,,0,,1.0,0,1.0
25613990,1183,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
25633068,6062211,0,0,0,0,points2shop,,,,,,,0,,1.0,0,1.0
25864227,6334806,66,2,16,0,clixsense,IDN,04,Jakarta,139.0.12.6,,,0,,0.875,360,1.0
26000719,6344297,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
27026688,6416610,60,2,15,0,clixsense,TWN,03,Taipei,220.136.104.231,,,0,,0.8667,400,1.0
27165514,BBD7A5E95C9058E824750D543524A854,60,4,15,0,neodev,PHL,"","",121.54.54.224,,,0,,0.7333,360,1.0
27297929,6436661,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
27423910,6440903,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
27555842,87C8DA85ECF2F21F24750D543524A854,48,0,13,0,neodev,ARG,"","",181.10.47.77,,,0,,1.0,360,1.0
27597779,0CD66CFF70DC76F824750D543524A854,6,2,6,0,neodev,CAN,AB,Calgary,68.146.86.137,,,0,,0.6667,0,1.0
27790533,EA43CD70F276ACEB6964A2442E880D82,102,2,22,0,neodev,IND,25,Chennai,182.65.227.29,,,0,,0.9091,360,1.0
27848251,D29095DD5A9981842BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
28175348,5E5CF202BC5203E141A29D4352C72707,12,0,7,0,neodev,VNM,20,Ho Chi Minh City,27.2.33.145,,,0,,1.0,360,1.0
28203300,4A94BF0B26E4BFA7BD9CE4BD64DFB8C1,221,8,42,0,neodev,IND,16,Mumbai,183.87.33.231,,,0,,0.8095,358,1.0
28333322,12C548087AF9CE5D0FA9E28369487118,24,2,9,0,neodev,IDN,04,Jakarta,114.79.28.74,,,0,,0.7778,360,1.0
28535762,A8C166BD8BD704992BFA95FAD8D0CB36,46,2,13,0,neodev,SRB,"","",92.60.226.218,,,0,,0.8462,345,1.0
28689847,6573782,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
28852652,22136,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0
29150840,B6F9646246F845492BFA95FAD8D0CB36,6,2,6,0,neodev,PHL,"","",121.54.54.166,,,0,,0.6667,360,1.0
29163230,756D86F4DD82BAC06964A2442E880D82,6,3,6,0,neodev,FRA,A1,Dijon,176.182.36.174,,,0,,0.5,360,1.0
29224065,32947E1FE4381CF72BFA95FAD8D0CB36,76,2,18,0,neodev,IND,"","",223.196.209.83,,,0,,0.8889,360,1.0
29226888,E555FC31E10E2F79044935D48A84480F,6,6,6,0,neodev,IND,02,Hyderabad,115.98.16.186,,,0,,0.0,360,1.0
29272243,23111,6,2,6,0,elite,VNM,44,Hanoi,116.107.176.35,,,0,,0.6667,0,1.0
29325954,6689393,30,3,10,0,clixsense,PHL,F2,Quezon City,203.215.122.161,,,0,,0.7,360,1.0
29341178,273221BB5D89598C24750D543524A854,18,1,8,0,neodev,VEN,"","",190.207.104.179,,,0,,0.875,360,1.0
29363730,367,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
29363966,345,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
29379529,362,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
29397502,6700548,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
29446923,294,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
29454936,6709728,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
29465362,370,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
29843084,6780073,6,2,6,0,clixsense,MEX,16,Morelia,187.134.74.74,,,0,,0.6667,360,1.0
29847126,2D4C25C84AE4E6C124750D543524A854,12,0,7,0,neodev,VEN,25,Caracas,190.94.235.191,,,0,,1.0,360,1.0
29866608,388,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
29866664,387,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
30057720,6D55AA7AED159AB02BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30172026,1AFACACDE16AB1B70DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30207276,35577,18,1,8,0,elite,PHL,F2,Quezon City,114.108.236.173,,,0,,0.875,360,1.0
30248842,4969712,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
30334906,6756880,6,1,6,0,clixsense,TUR,38,Kayseri,81.213.155.74,,,0,,0.8333,360,1.0
30336950,928021,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0
30342110,377AFEDB5D96C4DF0DD4E15F98F7C799,6,2,6,0,neodev,VEN,"","",186.94.135.54,,,0,,0.6667,360,1.0
30392330,EEF906E3D8910E86044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30431322,C7962E08C2C5C3CF41A29D4352C72707,36,4,11,0,neodev,IND,"","",1.187.231.7,,,0,,0.6364,360,1.0
30487799,39497,6,4,6,0,elite,IDN,"","",112.215.123.181,,,0,,0.3333,360,1.0
30517365,6934630,6,3,6,0,clixsense,MAR,"","",197.129.149.178,,,0,,0.5,0,1.0
30518032,E8802EA04C50D5F7BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30522287,39976,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
30553383,6942602,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
30582509,40780,12,1,7,0,elite,IND,25,Chennai,122.164.27.114,,,0,,0.8571,360,1.0
30678282,6976441,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
30903206,7AFEFFEB078F65F824750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30936260,45870,138,3,28,0,elite,VNM,44,Hanoi,117.0.183.73,,,0,,0.8929,360,1.0
30948298,45993,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
31016154,98D5B3DA17A0A6312BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31035666,7070271,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31039885,7045CF69C11287790FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31187255,C6AE879CB99C995741A29D4352C72707,18,2,8,0,neodev,VNM,44,Hanoi,117.0.33.48,,,0,,0.75,360,1.0
31218399,7118087,24,2,9,0,clixsense,PHL,D9,Pasig City,121.54.44.93,,,0,,0.7778,360,1.0
31276497,95D59665A65A4D880FA9E28369487118,6,2,6,0,neodev,ROU,21,Deva,79.115.87.236,,,0,,0.6667,0,1.0
31334071,7148194,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31372011,7157239,48,2,13,0,clixsense,HRV,21,Zagreb,89.164.230.129,,,0,,0.8462,360,1.0
31372559,7157849,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31382982,7157694,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31410532,7167508,18,1,8,0,clixsense,PHL,"","",124.104.94.169,,,0,,0.875,360,1.0
31508978,FC6106D21BC7AC646964A2442E880D82,76,1,18,0,neodev,VEN,"","",190.77.83.47,,,0,,0.9444,351,1.0
31576377,02ADF269996DD0C324750D543524A854,94,6,21,0,neodev,PHL,"","",49.148.87.183,,,0,,0.7143,353,1.0
31593710,55127,18,2,8,0,elite,TUR,"","",37.155.144.5,,,0,,0.75,360,1.0
31605010,55287,18,1,8,0,elite,VNM,44,Hanoi,171.233.89.62,,,0,,0.875,360,1.0
31641410,55870,66,4,17,0,elite,VNM,84,Binh Duong,113.183.97.183,,,0,,0.7647,48,1.0
31649759,A5E6C69BC3C5B9A5DD6A67EA287D2489,84,1,19,0,neodev,VEN,"","",190.39.249.72,,,0,,0.9474,360,1.0
31655691,7168317,6,0,6,0,clixsense,PHL,"","",49.149.199.224,,,0,,1.0,0,1.0
31668344,0EEB5C50CE533B750FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31765367,7258192,18,0,8,0,clixsense,IND,"","",117.241.94.82,,,0,,1.0,360,1.0
31768884,7263502,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31771354,7F001858E56589630DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31786344,F8051D1538073EFEDD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31791015,7269797,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31802651,7273463,96,2,21,0,clixsense,IND,19,Bangalore,106.51.241.37,,,0,,0.9048,360,1.0
31822324,7279833,6,2,6,0,clixsense,TUR,32,Mersin,46.197.182.98,,,0,,0.6667,0,1.0
31834469,E782975BAA73C93A41A29D4352C72707,12,2,7,0,neodev,VEN,"","",190.37.118.68,,,0,,0.7143,360,1.0
31869743,492,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
31869798,494,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
31944238,61219,6,2,6,0,elite,TUR,34,Istanbul,78.171.213.87,,,0,,0.6667,0,1.0
31988911,30BD8D48FE756C26044935D48A84480F,6,0,6,0,neodev,USA,CA,Saratoga,107.178.42.68,,,0,,1.0,0,1.0
32024762,62028,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
32035917,7340978,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32058210,62383,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
32122303,F14E0C226D61111041A29D4352C72707,186,5,36,0,neodev,VNM,20,Ho Chi Minh City,113.172.117.148,,,0,,0.8611,360,1.0
32133666,4899CB391D992A6D0DD4E15F98F7C799,24,0,9,0,neodev,IND,03,Silchar,14.139.217.226,,,0,,1.0,360,1.0
32175836,7378536,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32189412,7382604,6,2,6,0,clixsense,IND,16,Mumbai,116.203.77.227,,,0,,0.6667,0,1.0
32193964,F2773C544A845BF20FA9E28369487118,6,3,6,0,neodev,MKD,E2,Ohrid,77.28.36.56,,,0,,0.5,0,1.0
32207547,BE1ECD1284410BBF2BFA95FAD8D0CB36,6,3,6,0,neodev,ESP,27,Logroño,88.1.147.186,,,0,,0.5,0,1.0
32313654,7418677,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32331522,64370,24,0,9,0,elite,VNM,44,Hanoi,171.233.128.193,,,0,,1.0,360,1.0
32424428,E48A72FC0063A63793CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32426688,7406633,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32461847,2116D2D80835CCDC0FA9E28369487118,12,0,7,0,neodev,HRV,21,Zagreb,89.164.179.233,,,0,,1.0,360,1.0
32502656,7473401,6,1,6,0,clixsense,MYS,04,Melaka,203.106.159.134,,,0,,0.8333,360,1.0
32529394,7476085,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32537048,2FACDD2AD7E03EFE41A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32541786,569BA50473985ABF41A29D4352C72707,48,2,13,0,neodev,IND,07,New Delhi,122.160.9.84,,,0,,0.8462,360,1.0
32552778,66702,6,1,6,0,elite,VNM,44,Hanoi,117.0.183.73,,,0,,0.8333,360,1.0
32587843,67038,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
32590768,AA40974E6EEB5C70BD9CE4BD64DFB8C1,6,2,6,0,neodev,COL,"","",186.87.255.25,,,0,,0.6667,0,1.0
32603741,7506375,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32613494,7509191,38,1,12,0,clixsense,FIN,"","",62.61.82.100,,,0,,0.9167,326,1.0
32632027,94147F2090B876F941A29D4352C72707,6,1,6,0,neodev,MEX,11,Irapuato,187.205.242.154,,,0,,0.8333,360,1.0
32681251,BA521533C47FE5A60FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32693835,4D0B4488B92EC957DD6A67EA287D2489,6,2,6,0,neodev,IND,13,Kasaragod,117.216.66.167,,,0,,0.6667,0,1.0
32707481,7540942,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32715351,367DDCD5652DA62D6964A2442E880D82,6,2,6,0,neodev,IND,07,Delhi,1.22.221.23,,,0,,0.6667,0,1.0
32739137,7551217,44,4,13,0,clixsense,IDN,07,Semarang,36.73.138.190,,,0,,0.6923,330,1.0
32740583,3185B4005CEDA02F93CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32791987,7569893,6,4,6,0,clixsense,TUR,34,Istanbul,78.181.129.240,,,0,,0.3333,0,1.0
32820296,B5D291C72A0E79130FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32831816,69246,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
32867273,709B43538BEB552B6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32932483,FBEA87C3A9F89958BD9CE4BD64DFB8C1,6,5,6,0,neodev,VEN,"","",190.75.82.169,,,0,,0.1667,360,1.0
32948446,37,6,3,6,0,indivillagetest,IND,02,Ongole,202.53.75.90,,,0,,0.5,0,1.0
32963386,70613,18,2,8,0,elite,RUS,71,Yekaterinburg,5.165.12.56,,,0,,0.75,360,1.0
33056821,0BF7B2587955B7B80FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33079502,7664341,36,3,11,0,clixsense,BRA,26,Jaraguá Do Sul,179.177.193.182,,,0,,0.7273,360,1.0
33090859,4BFB95F625BE2AC50DD4E15F98F7C799,96,2,21,0,neodev,SRB,"","",93.87.24.129,,,0,,0.9048,360,1.0
33110013,C50D491B559C76EE93CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33114635,6DD4D384DFB08F9C044935D48A84480F,36,1,11,0,neodev,EGY,11,Cairo,41.46.198.127,,,0,,0.9091,360,1.0
33117555,72416,30,1,10,0,elite,IDN,04,Jakarta,220.247.175.165,,,0,,0.9,360,1.0
33121265,DAAC3FA02214886D0DD4E15F98F7C799,6,2,6,0,neodev,ARG,"","",181.90.246.230,,,0,,0.6667,0,1.0
33155316,8CE4D2FA6C338E8141A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33163510,92DF51A5F4BE5C7DBD9CE4BD64DFB8C1,18,0,8,0,neodev,VEN,"","",201.210.214.15,,,0,,1.0,360,1.0
33191089,A5F20DF1F6272C2C6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33269858,7A20851EED0F2F6D6964A2442E880D82,6,3,6,0,neodev,VEN,"","",201.209.52.167,,,0,,0.5,360,1.0
33279627,7726425,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33292218,C3B7E68E8B7921A341A29D4352C72707,36,1,11,0,neodev,VEN,"","",190.199.97.165,,,0,,0.9091,360,1.0
33298556,74056,36,2,11,0,elite,VNM,20,Ho Chi Minh City,115.76.81.89,,,0,,0.8182,360,1.0
33299567,74072,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
33307915,7734493,18,0,8,0,clixsense,MEX,09,Mexico,187.189.209.223,,,0,,1.0,360,1.0
33341569,7743229,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33361128,7709192,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33384589,C4D924E03C9522A893CA06397A287A80,6,2,6,0,neodev,VEN,25,Caracas,200.84.43.27,,,0,,0.6667,360,1.0
33386248,7751608,24,1,9,0,clixsense,NZL,E7,Auckland,119.224.29.131,,,0,,0.8889,360,1.0
33394315,74998,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
33398885,BB2EE2C4BD501645BD9CE4BD64DFB8C1,6,1,6,0,neodev,VEN,"","",190.207.68.106,,,0,,0.8333,0,1.0
33418874,A7C068611121538041A29D4352C72707,18,1,8,0,neodev,VEN,"","",190.201.209.60,,,0,,0.875,360,1.0
33455574,D9C29648A3DB7A1F044935D48A84480F,84,2,19,0,neodev,VEN,"","",201.210.91.240,,,0,,0.8947,360,1.0
33465264,537CF08D11E07D226964A2442E880D82,6,2,6,0,neodev,VEN,"","",200.84.192.25,,,0,,0.6667,360,1.0
33472172,E4B07AE9934DBC8541A29D4352C72707,18,2,8,0,neodev,VEN,08,San Carlos,200.84.152.182,,,0,,0.75,360,1.0
33498392,BA8EFC2BEB9687142BFA95FAD8D0CB36,48,1,13,0,neodev,PHL,"","",121.54.58.240,,,0,,0.9231,360,1.0
33511268,4010,0,0,0,0,daproimafrica,,,,,,,0,,1.0,0,1.0
33527181,442CB406B5952BB5DD6A67EA287D2489,6,2,6,0,neodev,VEN,25,Caracas,190.206.220.7,,,0,,0.6667,0,1.0
33549036,29FEAB4D9D0585220FA9E28369487118,6,2,6,0,neodev,VEN,"","",190.201.157.208,,,0,,0.6667,0,1.0
33549082,29FEAB4D9D05852241A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33583116,2A0978FBFA80D3392BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33617698,778093BE19EC17E0044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33625909,FA8FD365BD9FC5FD2BFA95FAD8D0CB36,6,0,6,0,neodev,VEN,25,Caracas,186.93.69.136,,,0,,1.0,0,1.0
33636762,CFA0ABD828D9946F24750D543524A854,6,2,6,0,neodev,BRA,"","",187.74.46.17,,,0,,0.6667,360,1.0
33664942,2AF57DE1B1EC92C4DE1C1F776E860E31,60,5,15,0,neodev,EGY,11,Cairo,41.239.215.174,,,0,,0.6667,360,1.0
33716728,3C5A09BE09A3A3F3472838DCC118E03B,24,0,9,0,neodev,VEN,"","",186.88.206.86,,,0,,1.0,360,1.0
33728643,7797497,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33736089,4AC80B297DEE7EF324750D543524A854,6,4,6,0,neodev,IND,09,Ahmedabad,122.102.124.244,,,0,,0.3333,360,1.0
33789319,BFA35DFEDD7029F25213CA1A0E82036F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33797055,7EFBFDC672AD099E890DB111AF121511,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33833770,77666,36,2,11,0,elite,VNM,44,Hanoi,171.233.212.232,,,0,,0.8182,360,1.0
33870718,5065747FFC3945795A177E0B4883CD7E,120,4,25,0,neodev,VEN,"","",190.205.76.170,,,0,,0.84,379,1.0
33884830,7882420,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33903462,E926CD1AAAE80DDE951EB4356D7835FF,6,2,6,0,neodev,EGY,11,Cairo,41.237.77.38,,,0,,0.6667,0,
33916439,ED850C5639CB39C4BE88392C7C4AEDF0,6,4,6,0,neodev,USA,CA,San Jose,23.27.248.76,,,0,,0.3333,360,1.0
33924850,65123,6,0,6,0,elite,IND,16,Panvel,111.119.197.21,,,0,,1.0,0,1.0
33953743,0C6A93C3A7A588695355075356E29B0C,6,2,6,0,neodev,IND,"","",14.99.29.126,,,0,,0.6667,360,1.0
33975449,7905492,6,0,6,0,clixsense,CAN,QC,Montréal,70.53.243.241,,,0,,1.0,360,
34000958,CFE8135E2A9E5261F9D662152EE91CFF,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
34119079,54ADF1CC5EE746CF1C4225EF31E8C1E3,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
34126353,5139,6,2,6,0,daproimafrica,KEN,"","",197.248.161.182,,,0,,0.6667,360,
34166012,CB5C87CFEBDA471BD4AEAD5A57F84A6A,6,3,6,0,neodev,MAR,47,Marrakech,41.143.33.132,,,0,,0.5,360,1.0
