_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,comment_box,verify_relationship,worker_confidence,disease_id,disease_name,drug_id,drug_name,form_sentence,pmid,uniq_id,verify_relationship_gold,worker_confidence_gold
759110539,7/23/2015 22:08:44,false,1697067664,,7/23/2015 22:07:20,true,neodev,0.6364,11064916,BOL,04,La Paz,190.129.30.1,,no_relation,very_confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","<span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and terodiline).",11569530,bcv_easy_3,,
759110539,7/23/2015 22:09:19,false,1697068498,,7/23/2015 22:07:35,false,clixsense,0.8696,9834199,ROU,14,Constanta,79.116.44.161,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","<span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and terodiline).",11569530,bcv_easy_3,,
759110539,7/23/2015 22:09:29,false,1697068691,,7/23/2015 22:07:47,false,neodev,0.913,32664120,VEN,"","",190.36.74.80,,yes_direct,confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","<span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and terodiline).",11569530,bcv_easy_3,,
759110539,7/23/2015 22:10:08,false,1697069455,,7/23/2015 22:07:20,false,elite,0.8261,29246578,MAR,52,Sidi Kacem,105.156.206.10,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","<span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and terodiline).",11569530,bcv_easy_3,,
759110539,7/23/2015 22:20:17,false,1697083174,,7/23/2015 22:15:29,false,clixsense,0.9091,28745592,IDN,08,Surabaya,114.79.28.148,,yes_indirect,confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","<span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and terodiline).",11569530,bcv_easy_3,,
759110539,7/23/2015 22:43:44,false,1697105537,,7/23/2015 22:40:37,false,clixsense,1.0,32693781,BRA,27,Santos,187.21.242.124,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","<span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and terodiline).",11569530,bcv_easy_3,,
759110540,7/23/2015 22:36:19,false,1697098811,,7/23/2015 22:35:40,false,elite,0.8261,29246578,MAR,52,Sidi Kacem,105.156.206.10,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, terodiline, cisapride and E4031.",11569530,bcv_easy_4,,
759110540,7/23/2015 22:36:59,false,1697099576,,7/23/2015 22:35:09,false,clixsense,0.7778,32298558,MEX,11,León,189.167.69.109,,yes_direct,confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, terodiline, cisapride and E4031.",11569530,bcv_easy_4,,
759110540,7/23/2015 22:37:12,false,1697099768,,7/23/2015 22:35:43,false,tremorgames,0.9231,30610730,ESP,58,A Coruña,83.165.2.203,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, terodiline, cisapride and E4031.",11569530,bcv_easy_4,,
759110540,7/23/2015 22:38:04,false,1697100536,,7/23/2015 22:35:16,false,elite,1.0,32708888,SRB,02,Novi Sad,188.246.40.52,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, terodiline, cisapride and E4031.",11569530,bcv_easy_4,,
759110540,7/23/2015 22:40:53,false,1697103078,,7/23/2015 22:35:32,false,tremorgames,1.0,30680632,ARG,07,Buenos Aires,190.19.73.189,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, terodiline, cisapride and E4031.",11569530,bcv_easy_4,,
759110541,7/23/2015 22:23:25,false,1697086840,,7/23/2015 22:22:16,false,neodev,0.913,32664120,VEN,"","",190.36.74.80,,yes_direct,confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, terodiline, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins.",11569530,bcv_easy_5,,
759110541,7/23/2015 22:24:43,false,1697088134,,7/23/2015 22:24:09,false,superrewards,0.7826,24634710,CAN,"","",67.71.82.9,,no_relation,not_confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, terodiline, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins.",11569530,bcv_easy_5,,
759110541,7/23/2015 22:25:38,false,1697088993,,7/23/2015 22:24:13,false,elite,0.8261,29246578,MAR,52,Sidi Kacem,105.156.206.10,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, terodiline, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins.",11569530,bcv_easy_5,,
759110541,7/23/2015 22:25:41,false,1697089051,,7/23/2015 22:24:46,false,clixsense,0.8696,9834199,ROU,14,Constanta,79.116.44.161,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, terodiline, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins.",11569530,bcv_easy_5,,
759110541,7/23/2015 22:26:58,false,1697090165,,7/23/2015 22:24:24,false,clixsense,0.7333,32471798,BIH,01,Zenica,31.176.167.149,,yes_direct,not_too_confident,D016171,"<span class=""disease"">TDP</span>",D016593,"<span class=""chemical"">terfenadine</span>","For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, terodiline, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins.",11569530,bcv_easy_5,,
759110543,7/23/2015 22:14:42,false,1697076226,,7/23/2015 22:13:42,false,elite,0.8261,29246578,MAR,52,Sidi Kacem,105.156.206.10,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","<span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. terfenadine and <span class=""chemical"">terodiline</span>).",11569530,bcv_easy_6,,
759110543,7/23/2015 22:15:07,false,1697076754,,7/23/2015 22:14:08,true,neodev,0.6364,11064916,BOL,04,La Paz,190.129.30.1,,no_relation,very_confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","<span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. terfenadine and <span class=""chemical"">terodiline</span>).",11569530,bcv_easy_6,,
759110543,7/23/2015 22:15:08,false,1697076808,,7/23/2015 22:14:07,false,clixsense,0.8696,9834199,ROU,14,Constanta,79.116.44.161,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","<span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. terfenadine and <span class=""chemical"">terodiline</span>).",11569530,bcv_easy_6,,
759110543,7/23/2015 22:15:37,false,1697077411,,7/23/2015 22:14:14,true,clixsense,0.6667,33401262,PRT,17,Maia,89.155.116.137,,yes_direct,confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","<span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. terfenadine and <span class=""chemical"">terodiline</span>).",11569530,bcv_easy_6,,
759110543,7/23/2015 22:16:47,false,1697078966,,7/23/2015 22:15:45,false,neodev,0.913,32664120,VEN,"","",190.36.74.80,,yes_direct,confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","<span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. terfenadine and <span class=""chemical"">terodiline</span>).",11569530,bcv_easy_6,,
759110543,7/23/2015 22:23:20,false,1697086783,,7/23/2015 22:21:02,false,clixsense,0.7333,32471798,BIH,01,Zenica,31.176.167.149,,yes_direct,confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","<span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. terfenadine and <span class=""chemical"">terodiline</span>).",11569530,bcv_easy_6,,
759110543,7/23/2015 22:49:53,false,1697111053,,7/23/2015 22:44:20,false,tremorgames,0.9231,30610730,ESP,58,A Coruña,83.165.2.203,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","<span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. terfenadine and <span class=""chemical"">terodiline</span>).",11569530,bcv_easy_6,,
759110544,7/23/2015 22:42:05,false,1697104156,,7/23/2015 22:41:05,false,clixsense,0.8182,29644826,IND,28,Kolkata,117.194.194.47,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: terfenadine, <span class=""chemical"">terodiline</span>, cisapride and E4031.",11569530,bcv_easy_7,,
759110544,7/23/2015 22:42:37,false,1697104549,,7/23/2015 22:41:20,false,clixsense,1.0,19432037,ITA,12,Turin,151.32.69.146,,yes_direct,confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: terfenadine, <span class=""chemical"">terodiline</span>, cisapride and E4031.",11569530,bcv_easy_7,,
759110544,7/23/2015 22:44:32,false,1697106416,,7/23/2015 22:41:57,false,elite,1.0,32708888,SRB,02,Novi Sad,188.246.40.52,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: terfenadine, <span class=""chemical"">terodiline</span>, cisapride and E4031.",11569530,bcv_easy_7,,
759110544,7/23/2015 22:48:44,false,1697109826,,7/23/2015 22:41:39,false,elite,0.7143,30936260,VNM,44,Hanoi,117.0.240.152,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: terfenadine, <span class=""chemical"">terodiline</span>, cisapride and E4031.",11569530,bcv_easy_7,,
759110544,7/23/2015 23:47:17,false,1697157754,,7/23/2015 23:43:37,false,clixsense,1.0,32693781,BRA,27,Santos,187.21.242.124,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: terfenadine, <span class=""chemical"">terodiline</span>, cisapride and E4031.",11569530,bcv_easy_7,,
759110545,7/23/2015 22:36:38,false,1697099213,,7/23/2015 22:35:52,false,superrewards,0.7826,24634710,CAN,"","",67.71.82.9,,no_relation,not_confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","For compounds that have shown <span class=""disease"">TDP</span> in the clinic (terfenadine, <span class=""chemical"">terodiline</span>, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins.",11569530,bcv_easy_8,,
759110545,7/23/2015 22:37:15,false,1697099788,,7/23/2015 22:36:22,false,elite,0.8261,29246578,MAR,52,Sidi Kacem,105.156.206.10,,yes_direct,very_confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","For compounds that have shown <span class=""disease"">TDP</span> in the clinic (terfenadine, <span class=""chemical"">terodiline</span>, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins.",11569530,bcv_easy_8,,
759110545,7/23/2015 22:38:49,false,1697101222,,7/23/2015 22:36:20,false,neodev,0.7778,27807666,PRT,14,Loures,81.84.52.103,,no_relation,very_confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","For compounds that have shown <span class=""disease"">TDP</span> in the clinic (terfenadine, <span class=""chemical"">terodiline</span>, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins.",11569530,bcv_easy_8,,
759110545,7/23/2015 22:46:28,false,1697108060,,7/23/2015 22:36:23,false,elite,0.9,32028105,BIH,01,Zenica,109.163.159.1,,no_relation,confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","For compounds that have shown <span class=""disease"">TDP</span> in the clinic (terfenadine, <span class=""chemical"">terodiline</span>, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins.",11569530,bcv_easy_8,,
759110545,7/23/2015 23:22:17,false,1697139089,,7/23/2015 23:09:49,false,clixsense,1.0,32693781,BRA,27,Santos,187.21.242.124,,no_relation,very_confident,D016171,"<span class=""disease"">TDP</span>",C010637,"<span class=""chemical"">terodiline</span>","For compounds that have shown <span class=""disease"">TDP</span> in the clinic (terfenadine, <span class=""chemical"">terodiline</span>, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins.",11569530,bcv_easy_8,,
759110546,7/23/2015 22:30:53,false,1697093683,,7/23/2015 22:29:47,false,clixsense,0.8696,9834199,ROU,14,Constanta,79.116.44.161,,yes_direct,very_confident,D064420,"<span class=""disease"">toxicity</span>",D017239,"<span class=""chemical"">paclitaxel</span>","METHODS: The objective of this study was to determine the feasibility, response rate, and <span class=""disease"">toxicity</span> of a <span class=""chemical"">paclitaxel</span>, cisplatin, and gemcitabine combination to treat metastatic NSCLC.",11135224,bcv_easy_9,,
759110546,7/23/2015 22:31:06,false,1697093870,,7/23/2015 22:30:01,false,superrewards,0.7826,24634710,CAN,"","",67.71.82.9,,no_relation,not_confident,D064420,"<span class=""disease"">toxicity</span>",D017239,"<span class=""chemical"">paclitaxel</span>","METHODS: The objective of this study was to determine the feasibility, response rate, and <span class=""disease"">toxicity</span> of a <span class=""chemical"">paclitaxel</span>, cisplatin, and gemcitabine combination to treat metastatic NSCLC.",11135224,bcv_easy_9,,
759110546,7/23/2015 22:31:15,false,1697093992,,7/23/2015 22:29:53,false,elite,0.8261,29246578,MAR,52,Sidi Kacem,105.156.206.10,,yes_direct,very_confident,D064420,"<span class=""disease"">toxicity</span>",D017239,"<span class=""chemical"">paclitaxel</span>","METHODS: The objective of this study was to determine the feasibility, response rate, and <span class=""disease"">toxicity</span> of a <span class=""chemical"">paclitaxel</span>, cisplatin, and gemcitabine combination to treat metastatic NSCLC.",11135224,bcv_easy_9,,
759110546,7/23/2015 22:31:30,false,1697094311,,7/23/2015 22:29:48,false,neodev,0.9375,28584099,VEN,07,Valencia,190.142.6.65,,yes_direct,confident,D064420,"<span class=""disease"">toxicity</span>",D017239,"<span class=""chemical"">paclitaxel</span>","METHODS: The objective of this study was to determine the feasibility, response rate, and <span class=""disease"">toxicity</span> of a <span class=""chemical"">paclitaxel</span>, cisplatin, and gemcitabine combination to treat metastatic NSCLC.",11135224,bcv_easy_9,,
759110546,7/23/2015 22:33:17,false,1697095928,,7/23/2015 22:30:06,false,tremorgames,0.9231,30610730,ESP,58,A Coruña,83.165.2.203,,no_relation,not_too_confident,D064420,"<span class=""disease"">toxicity</span>",D017239,"<span class=""chemical"">paclitaxel</span>","METHODS: The objective of this study was to determine the feasibility, response rate, and <span class=""disease"">toxicity</span> of a <span class=""chemical"">paclitaxel</span>, cisplatin, and gemcitabine combination to treat metastatic NSCLC.",11135224,bcv_easy_9,,
759110547,7/23/2015 22:35:14,false,1697097765,,7/23/2015 22:34:11,false,elite,1.0,32708888,SRB,02,Novi Sad,188.246.40.52,,no_relation,very_confident,D002289,"<span class=""disease"">nonsmall cell lung carcinoma</span>",D017239,"<span class=""chemical"">Paclitaxel</span>","<span class=""chemical"">Paclitaxel</span>, cisplatin, and gemcitabine combination chemotherapy within a multidisciplinary therapeutic approach in metastatic <span class=""disease"">nonsmall cell lung carcinoma</span>.",11135224,bcv_easy_10,,
759110547,7/23/2015 22:35:50,false,1697098366,,7/23/2015 22:34:22,false,superrewards,0.7826,24634710,CAN,"","",67.71.82.9,,no_relation,not_confident,D002289,"<span class=""disease"">nonsmall cell lung carcinoma</span>",D017239,"<span class=""chemical"">Paclitaxel</span>","<span class=""chemical"">Paclitaxel</span>, cisplatin, and gemcitabine combination chemotherapy within a multidisciplinary therapeutic approach in metastatic <span class=""disease"">nonsmall cell lung carcinoma</span>.",11135224,bcv_easy_10,,
759110547,7/23/2015 22:36:35,false,1697099165,,7/23/2015 22:34:17,false,elite,1.0,30128662,IND,16,Mumbai,203.115.80.202,,no_relation,confident,D002289,"<span class=""disease"">nonsmall cell lung carcinoma</span>",D017239,"<span class=""chemical"">Paclitaxel</span>","<span class=""chemical"">Paclitaxel</span>, cisplatin, and gemcitabine combination chemotherapy within a multidisciplinary therapeutic approach in metastatic <span class=""disease"">nonsmall cell lung carcinoma</span>.",11135224,bcv_easy_10,,
759110547,7/23/2015 22:37:10,false,1697099740,,7/23/2015 22:34:22,false,neodev,0.8571,28553957,ESP,55,Burgos,212.183.236.157,,no_relation,very_confident,D002289,"<span class=""disease"">nonsmall cell lung carcinoma</span>",D017239,"<span class=""chemical"">Paclitaxel</span>","<span class=""chemical"">Paclitaxel</span>, cisplatin, and gemcitabine combination chemotherapy within a multidisciplinary therapeutic approach in metastatic <span class=""disease"">nonsmall cell lung carcinoma</span>.",11135224,bcv_easy_10,,
759110547,7/23/2015 23:05:51,false,1697125986,,7/23/2015 23:04:17,false,elite,0.7143,30936260,VNM,44,Hanoi,117.0.240.152,,no_relation,very_confident,D002289,"<span class=""disease"">nonsmall cell lung carcinoma</span>",D017239,"<span class=""chemical"">Paclitaxel</span>","<span class=""chemical"">Paclitaxel</span>, cisplatin, and gemcitabine combination chemotherapy within a multidisciplinary therapeutic approach in metastatic <span class=""disease"">nonsmall cell lung carcinoma</span>.",11135224,bcv_easy_10,,
759110548,7/23/2015 22:35:14,false,1697097766,,7/23/2015 22:34:11,false,elite,1.0,32708888,SRB,02,Novi Sad,188.246.40.52,,no_relation,confident,D002289,"<span class=""disease"">NSCLC</span>",D017239,"<span class=""chemical"">paclitaxel</span>","METHODS: The objective of this study was to determine the feasibility, response rate, and toxicity of a <span class=""chemical"">paclitaxel</span>, cisplatin, and gemcitabine combination to treat metastatic <span class=""disease"">NSCLC</span>.",11135224,bcv_easy_11,,
759110548,7/23/2015 22:35:50,false,1697098369,,7/23/2015 22:34:22,false,superrewards,0.7826,24634710,CAN,"","",67.71.82.9,,no_relation,not_confident,D002289,"<span class=""disease"">NSCLC</span>",D017239,"<span class=""chemical"">paclitaxel</span>","METHODS: The objective of this study was to determine the feasibility, response rate, and toxicity of a <span class=""chemical"">paclitaxel</span>, cisplatin, and gemcitabine combination to treat metastatic <span class=""disease"">NSCLC</span>.",11135224,bcv_easy_11,,
