worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate,level_2_contributors
12767067,2090FDA85A52025EDD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
12778864,3877939,54,0,14,0,clixsense,VEN,"","",190.39.66.163,,,0,,1.0,41,1.0
12800257,4636767,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
12948510,069CDC78B13D3DE7AADFB62A30C6BB71,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
13016762,3516063,6,0,6,0,clixsense,IND,13,Kottarakara,117.208.226.54,,,0,,1.0,0,1.0
13021762,3B4640BE7FAEE9812BFA95FAD8D0CB36,12,5,11,0,neodev,IDN,30,Bandung,36.72.127.203,,,0,,0.5455,360,1.0
13253916,92884A93AD91ECCC2BFA95FAD8D0CB36,24,1,9,0,neodev,GBR,K4,Plymouth,92.17.245.86,,,0,,0.8889,360,1.0
13396426,5CB26AF9CD20D7E541A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
13445914,4721256,6,2,6,0,clixsense,KAZ,16,Petropavlovsk,37.150.109.205,,,0,,0.6667,360,1.0
13639474,4752773,6,2,6,0,clixsense,BGD,"","",42.0.7.104,,,0,,0.6667,360,1.0
13782729,BAA908AFE1BDAEBE24750D543524A854,82,4,19,0,neodev,IND,25,Chennai,1.39.61.102,,,0,,0.7895,59,1.0
13861916,DEC1A5109FE129C3BD9CE4BD64DFB8C1,6,4,6,0,neodev,ESP,56,Moja,79.156.200.35,,,0,,0.3333,360,1.0
13900808,itsthecaffeine,6,2,6,0,instagc,USA,FL,Alachua,174.131.60.251,,,0,,0.6667,360,1.0
13919775,4795609,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
13974553,4803776,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
14054543,mariet62,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0
14265126,1BDBCF5AF7E576700DD4E15F98F7C799,18,0,8,0,neodev,MKD,41,Skopje,79.126.244.191,,,0,,1.0,360,1.0
14311647,4848683,144,3,29,0,clixsense,IDN,30,Bandung,36.71.235.119,,,0,,0.8966,59,1.0
14391185,4825132,66,2,16,0,clixsense,PHL,18,Roxas,120.29.107.161,,,0,,0.875,41,1.0
14408644,shayandbo401,210,6,40,0,instagc,USA,NJ,Vineland,174.57.192.38,,,0,,0.85,360,1.0
14414733,6628485,0,0,0,0,prodege,,,,,,,0,,1.0,0,1.0
14452845,2678945388BEEDEA24750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
14472526,4861410,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
14643012,4897356,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
14662036,4899745,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
15044621,0ABBF68A5F918526044935D48A84480F,18,1,8,0,neodev,BGD,81,Dhaka,58.97.186.93,,,0,,0.875,360,1.0
15051684,3615604,0,0,0,0,prodege,,,,,,,0,,1.0,0,1.0
15085247,5AAE3C9E411445D42BFA95FAD8D0CB36,6,4,6,0,neodev,IND,19,Bangalore,49.202.26.22,,,0,,0.3333,0,1.0
15151080,0BA15F8FC69B5F2F2BFA95FAD8D0CB36,18,1,8,0,neodev,EST,"","",90.130.44.48,,,0,,0.875,360,1.0
15981335,totalbookworm42,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0
16104268,5097514,6,3,6,0,clixsense,PHL,38,Antipolo,49.148.84.177,,,0,,0.5,0,1.0
16224078,FBE7D80F8B4AD17559F2CAAFA4DBDBA2,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
16282608,B5FD0206EF20320C044935D48A84480F,6,2,6,0,neodev,SRB,00,Belgrade,93.87.168.156,,,0,,0.6667,360,1.0
16323114,5CD0A7CCAFF04D3C2BFA95FAD8D0CB36,6,2,6,0,neodev,MEX,14,Zapopan,187.139.22.73,,,0,,0.6667,360,1.0
16630793,4057,54,2,14,0,tremorgames,CAN,QC,Montréal,64.229.74.43,,,0,,0.8571,360,1.0
16741266,5194903,6,3,6,0,clixsense,ESP,29,Madrid,213.143.48.20,,,0,,0.5,0,1.0
16982165,5231038,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
17076041,3B65EF2BCE4AB9A06964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
17304410,76A8072F85595E6A93CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
17331935,5287289,96,3,21,0,clixsense,MYS,12,"",123.136.106.172,,,0,,0.8571,82,1.0
17428663,553C38801F75C16E93CA06397A287A80,48,4,13,0,neodev,AUT,04,Linz,88.117.49.144,,,0,,0.6923,360,1.0
17677062,5345325,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
17708868,5324406,24,2,9,0,clixsense,SRB,"","",46.17.151.15,,,0,,0.7778,360,1.0
17733287,5353328,72,4,17,0,clixsense,BRA,27,São Paulo,189.18.158.188,,,0,,0.7647,360,1.0
17839436,A69813B0DDA5DBD193CA06397A287A80,6,2,6,0,neodev,PHL,"","",112.198.103.113,,,0,,0.6667,0,1.0
18146452,938D786031B481E5BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
18258185,E99937016AA921F493CA06397A287A80,6,2,6,0,neodev,PHL,"","",125.60.156.162,,,0,,0.6667,0,1.0
18504629,49CAF7057137C09324750D543524A854,48,4,13,0,neodev,CHL,01,Vina Del Mar,181.160.195.143,,,0,,0.6923,360,1.0
18577127,344852A68715767841A29D4352C72707,24,2,9,0,neodev,SAU,10,Riyadh,2.89.42.92,,,0,,0.7778,360,1.0
18634892,kasara92,6,2,6,0,instagc,USA,KS,Wichita,208.189.35.200,,,0,,0.6667,0,1.0
18855953,3359179,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
18860448,1244EC2F39DBBBCC2BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
18876659,A1FE9A2959B26D1324750D543524A854,6,4,6,0,neodev,IDN,04,Jakarta,120.191.250.119,,,0,,0.3333,360,1.0
18924258,3475520,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
19020597,8146525,0,0,0,0,prodege,,,,,,,0,,1.0,0,1.0
19074389,EC9B87BE437CC5860FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
19130982,5560855,6,1,6,0,clixsense,PHL,"","",112.198.99.60,,,0,,0.8333,0,1.0
19246827,CBCFA7263DFAFCFB2BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
19420291,5610145,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
19423028,5479495,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
19629221,5634172,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
19693837,BD0395064D863C850FA9E28369487118,6,4,6,0,neodev,VEN,"","",186.88.80.216,,,0,,0.3333,360,
19740138,bcsub,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0
19786363,40,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
19790032,43,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
19871119,40D20174DDCCA78F93CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
19913374,Teresaq14,6,3,6,0,instagc,CAN,ON,Woodbridge,174.112.153.114,,,0,,0.5,0,1.0
19948965,3514547,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
19994370,5712559,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
20043586,SMichelle22,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0
20043657,86516F52BFC73DCD59F2CAAFA4DBDBA2,6,1,6,0,neodev,USA,PA,Coopersburg,70.15.32.175,,,0,,0.8333,360,1.0
20113482,900,132,1,27,0,points4rewards,USA,PA,Philadelphia,162.208.49.45,,,0,,0.963,40,1.0
20161225,5739652,48,2,13,0,clixsense,CYP,"","",62.228.217.90,,,0,,0.8462,360,1.0
20233773,F7770661EE3566F76964A2442E880D82,18,2,8,0,neodev,USA,CA,San Jose,23.27.248.91,,,0,,0.75,360,1.0
20244740,ZXD22,6,4,6,0,instagc,USA,"","",73.17.154.253,,,0,,0.3333,0,1.0
20251441,5754574,18,0,8,0,clixsense,IND,02,Hyderabad,49.205.240.165,,,0,,1.0,360,1.0
20292787,5709157,6,1,6,0,clixsense,RUS,71,Yekaterinburg,195.64.208.131,,,0,,0.8333,0,1.0
20328415,63,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
20402653,79,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,
20419747,2448A5B693BD3EBF41A29D4352C72707,48,4,12,0,neodev,VNM,20,Ho Chi Minh City,1.53.85.51,,,0,,0.6667,108,1.0
20447575,158817,6,3,6,0,tremorgames,USA,OH,Columbus,69.47.128.230,,,0,,0.5,360,1.0
20518958,29B08308732D8D9BDD6A67EA287D2489,48,2,13,0,neodev,IND,25,Chennai,116.203.156.149,,,0,,0.8462,360,1.0
20559745,AF8F5CBEC136E7FE0DD4E15F98F7C799,6,2,6,0,neodev,IDN,04,Jakarta,118.136.107.152,,,0,,0.6667,360,1.0
20571096,144,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
20645396,4050D9F31F71EE500FA9E28369487118,6,2,6,0,neodev,VNM,20,Ho Chi Minh City,115.74.36.125,,,0,,0.6667,0,1.0
20795315,xangel87x,6,2,6,0,instagc,CAN,ON,Bracebridge,24.146.12.164,,,0,,0.6667,360,1.0
20841624,5819720,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
20962789,5860089,6,2,6,0,clixsense,ARG,01,Tapiales,190.55.162.9,,,0,,0.6667,0,1.0
21053512,jrrjb,240,3,45,0,instagc,CAN,ON,London,129.100.198.124,,,0,,0.9333,360,1.0
21110164,56440,344,10,63,0,gifthunterclub,CHL,12,Santiago,190.22.162.37,,,0,,0.8413,121,1.0
21142560,199074,24,3,9,0,tremorgames,ARG,05,Cordoba,190.246.55.224,,,0,,0.6667,360,1.0
21154020,5881298,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
21333281,2670155EEC93844B2BFA95FAD8D0CB36,270,2,50,0,neodev,ARG,01,Chacabuco,190.192.4.143,,,0,,0.96,360,1.0
21334985,15402810,54,1,14,0,cotter,USA,MT,Missoula,72.174.18.120,,,0,,0.9286,360,1.0
21406883,5934195,6,2,6,0,clixsense,PHL,"","",121.54.54.174,,,0,,0.6667,0,1.0
21460701,5943927,6,3,6,0,clixsense,IND,16,Mumbai,14.97.95.198,,,0,,0.5,360,1.0
21513154,5953218,108,6,23,0,clixsense,IND,02,Hyderabad,103.15.63.230,,,0,,0.7391,360,1.0
21516515,5954066,16,1,8,0,clixsense,IND,13,Kottayam,117.213.21.101,,,0,,0.875,320,1.0
21612449,5971192,24,0,7,0,clixsense,BRA,18,Curitiba,186.214.202.78,,,0,,1.0,360,1.0
21619284,5967917,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
21743413,153257,48,2,13,0,bitcoinget,USA,WA,"",208.54.32.142,,,0,,0.8462,42,1.0
21946266,C325EEEAD6664F7424750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
21971187,40940D6F035472C493CA06397A287A80,6,2,6,0,neodev,TTO,08,Tacarigua,190.83.250.190,,,0,,0.6667,360,1.0
22074411,6052066,6,2,6,0,clixsense,ROU,10,Bucharest,82.137.10.243,,,0,,0.6667,0,1.0
22102426,6056624,6,2,6,0,clixsense,IDN,07,Semarang,222.124.21.42,,,0,,0.6667,0,1.0
22159668,6066361,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
22181307,9585145,54,2,14,0,prodege,,,"",104.234.251.145,,,0,,0.8571,360,1.0
22226037,6078379,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
22501020,A12C298763C7936A6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
22947672,6143532,18,0,8,0,clixsense,GBR,"","",81.174.174.165,,,0,,1.0,360,1.0
22970449,6153485,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
23566536,230,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
23900821,6199545,6,2,6,0,clixsense,RUS,42,Ivangorod,94.243.214.164,,,0,,0.6667,0,1.0
23926500,554DB4B39BDD53EE24750D543524A854,12,1,7,0,neodev,IND,09,Surat,203.187.233.70,,,0,,0.8571,360,1.0
24069028,2372315,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
24082200,FAE6107D9BB7AE0993CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
24089746,4FCDE6F299C1FF060DD4E15F98F7C799,12,1,7,0,neodev,JAM,08,Kingston,209.236.9.119,,,0,,0.8571,360,1.0
24118190,F7A9AE4FD96CEEE7DD6A67EA287D2489,6,3,5,0,neodev,VEN,"","",190.207.151.202,,,0,,0.4,0,1.0
24321333,78547975AE183A8B0DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
24395996,17445,18,1,8,0,eup_slw,ROU,07,Botosani,89.137.218.10,,,0,,0.875,360,1.0
24426949,2161485,6,3,6,0,clixsense,PHL,D9,San Juan,112.198.77.91,,,0,,0.5,0,1.0
24449707,418242,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0
24564713,6241611,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
24620635,6245986,30,1,10,0,clixsense,SWE,27,Malmö,83.249.90.143,,,0,,0.9,360,1.0
24696098,A8D15DF1D6496EF793CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
25210604,6291165,0,0,0,0,clixsense,,,,,,,0,,1.0,0,
25257275,10407874,0,0,0,0,prodege,,,,,,,0,,1.0,0,1.0
25410034,602,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
25411600,617,108,7,23,0,elite,IDN,04,Jakarta,139.192.150.86,,,0,,0.6957,54,1.0
25437208,739,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
25538533,B07820AD618D8D61044935D48A84480F,54,3,14,0,neodev,VEN,"","",190.75.53.59,,,0,,0.7857,360,1.0
25864227,6334806,42,1,12,0,clixsense,IDN,04,Jakarta,139.0.12.6,,,0,,0.9167,36,1.0
26000719,6344297,6,3,6,0,clixsense,IND,02,Khammam,125.22.9.50,,,0,,0.5,360,1.0
26052897,7650AC085F4503D92BFA95FAD8D0CB36,60,5,15,0,neodev,ESP,56,Barcelona,90.163.59.195,,,0,,0.6667,360,1.0
26583151,4484,30,0,10,0,elite,IND,13,Tirur,117.253.193.186,,,0,,1.0,360,1.0
26603936,102762,6,2,6,0,gifthunterclub,ESP,34,Pravia,85.152.61.114,,,0,,0.6667,360,1.0
26653420,B1771313748C2760DD6A67EA287D2489,6,2,6,0,neodev,MYS,11,Miri,115.133.148.69,,,0,,0.6667,360,1.0
26979215,454460,0,0,0,0,vivatic,,,,,,,0,,1.0,0,1.0
26996733,92A1D1E66FC22BAD6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27011575,27F1BE7936ED86E4BD9CE4BD64DFB8C1,6,3,6,0,neodev,FRA,"","",62.35.145.78,,,0,,0.5,0,1.0
27026688,6416610,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
27099113,6420829,6,3,6,0,clixsense,PHL,"","",180.191.138.19,,,0,,0.5,0,1.0
27165514,BBD7A5E95C9058E824750D543524A854,6,3,6,0,neodev,PHL,"","",121.54.54.167,,,0,,0.5,360,1.0
27392644,7352,6,3,6,0,elite,IND,07,Delhi,14.102.106.68,,,0,,0.5,360,1.0
27423910,6440903,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
27467297,4880179,6,3,6,0,clixsense,MAR,51,Safi,41.141.216.143,,,0,,0.5,0,1.0
27491710,EDE65E394C3BC19B0FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27555842,87C8DA85ECF2F21F24750D543524A854,150,2,29,0,neodev,ARG,"","",181.10.47.77,,,0,,0.931,64,1.0
27597779,0CD66CFF70DC76F824750D543524A854,6,2,6,0,neodev,CAN,AB,Calgary,68.146.86.137,,,0,,0.6667,360,1.0
27667288,AAE11FFE4C9B488641A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27694255,6462291,6,1,6,0,clixsense,BRA,05,Salvador,177.43.140.14,,,0,,0.8333,360,1.0
27770607,dancee15,216,1,41,0,instagc,USA,TX,El Paso,70.120.227.200,,,0,,0.9756,81,1.0
27790533,EA43CD70F276ACEB6964A2442E880D82,66,3,16,0,neodev,IND,"","",182.65.9.230,,,0,,0.8125,360,1.0
27798156,604799,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0
27807666,F14A61AB4CD920D00FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27813260,77AE0C4EC4FFA15A0DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27848251,D29095DD5A9981842BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27879471,35CE7CCC6AF7246D0FA9E28369487118,246,3,45,0,neodev,VEN,"","",190.37.209.54,,,0,,0.9333,78,1.0
27920569,116250,24,3,9,0,gifthunterclub,ESP,60,Peñíscola,88.7.6.172,,,0,,0.6667,360,1.0
27934156,10250,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
27934334,11232728,42,1,12,0,prodege,GBR,C8,Croydon,81.159.60.206,,,0,,0.9167,360,1.0
28019713,6508796,66,5,16,0,clixsense,FRA,"","",46.136.26.79,,,0,,0.6875,360,1.0
28032705,10903,42,0,12,0,elite,NPL,00,Kathmandu,113.199.224.87,,,0,,1.0,360,1.0
28055387,6513636,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
28057549,4FCDC962E100FAFD0DD4E15F98F7C799,42,0,12,0,neodev,GRC,35,Athens,85.73.228.167,,,0,,1.0,42,1.0
28142193,6107A84B7EDE3174044935D48A84480F,252,9,47,0,neodev,HUN,01,Kecskemét,31.46.174.37,,,0,,0.8085,108,1.0
28169121,72503,6,2,6,0,tremorgames,USA,NY,Brooklyn,24.146.210.172,,,0,,0.6667,0,
28175348,5E5CF202BC5203E141A29D4352C72707,54,3,14,0,neodev,VNM,20,Ho Chi Minh City,27.2.33.125,,,0,,0.7857,36,1.0
28177344,HTran,0,0,0,0,zoombucks,,,,,,,0,,1.0,0,1.0
28203300,4A94BF0B26E4BFA7BD9CE4BD64DFB8C1,536,22,93,1,neodev,IND,16,Mumbai,183.87.33.228,,,0,,0.7634,123,1.0
28231423,274,0,0,0,0,imerit_india,,,,,,,0,,1.0,0,1.0
28282475,13444,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
28321838,13922,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
28333322,12C548087AF9CE5D0FA9E28369487118,30,0,10,0,neodev,IDN,08,Malang,114.79.29.219,,,0,,1.0,360,1.0
28370609,C344B7ABB35AFCFE6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
28375885,A371173AF7A08CC893CA06397A287A80,18,1,8,0,neodev,ESP,39,Torrelavega,92.57.58.253,,,0,,0.875,360,1.0
28513920,14A12A8B6AF53DCC044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
28524232,mr3cho,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0
28535762,A8C166BD8BD704992BFA95FAD8D0CB36,66,2,16,0,neodev,SRB,00,Nis,94.228.229.184,,,0,,0.875,360,1.0
28551741,6577566,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
28553957,F6C37214BF874CFB2BFA95FAD8D0CB36,6,1,5,0,neodev,ESP,55,Burgos,212.183.236.157,,,0,,0.8,360,1.0
28562959,15930,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
28570278,6581035,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
28575991,6581615,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
28584099,E1A9CF3720AF586F0FA9E28369487118,66,0,16,0,neodev,VEN,07,Valencia,181.208.165.149,,,0,,1.0,360,1.0
28603673,6575365,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
28662169,628F80F59CBEBE2A0DD4E15F98F7C799,24,1,9,0,neodev,VEN,13,Barquisimeto,200.8.99.200,,,0,,0.8889,360,1.0
28689847,6573782,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
28697150,6598182,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
28724172,17101,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
28736988,6605058,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
28754764,4330971,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
