worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate,level_2_contributors
32024762,62028,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
32035917,7340978,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32122303,F14E0C226D61111041A29D4352C72707,6,2,6,0,neodev,VNM,20,Ho Chi Minh City,113.172.117.148,,,0,,0.6667,0,1.0
32189412,7382604,6,4,6,0,clixsense,IND,16,Mumbai,116.203.77.227,,,0,,0.3333,360,1.0
32193964,F2773C544A845BF20FA9E28369487118,6,2,6,0,neodev,MKD,E2,Ohrid,77.28.36.56,,,0,,0.6667,360,1.0
32207547,BE1ECD1284410BBF2BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32261430,7399096,461,14,83,0,clixsense,PHL,D9,Makati,222.127.255.18,,,0,,0.8313,413,1.0
32285573,CFE869278BF195226964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32387530,069477C761C74680044935D48A84480F,12,0,7,0,neodev,SRB,00,Nis,178.79.42.7,,,0,,1.0,360,1.0
32426688,7406633,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32494725,7390674,6,0,6,0,clixsense,IND,"","",106.78.67.158,,,0,,1.0,360,1.0
32541786,569BA50473985ABF41A29D4352C72707,66,3,16,0,neodev,IND,07,New Delhi,122.160.9.84,,,0,,0.8125,360,1.0
32592932,7503004,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32603741,7506375,6,3,6,0,clixsense,FRA,B6,Soissons,83.156.36.94,,,0,,0.5,360,1.0
32632027,94147F2090B876F941A29D4352C72707,306,2,56,0,neodev,MEX,11,Irapuato,187.205.242.154,,,0,,0.9643,184,1.0
32664120,7C5D36BDC43A444F2BFA95FAD8D0CB36,234,2,44,0,neodev,VEN,25,Caracas,190.72.148.117,,,0,,0.9545,360,1.0
32729198,F8BE8DD3675199DA93CA06397A287A80,102,1,22,0,neodev,COL,34,Bogotá,190.84.150.109,,,0,,0.9545,360,1.0
32739137,7551217,6,2,6,0,clixsense,IDN,07,Semarang,36.73.138.190,,,0,,0.6667,360,1.0
32847124,7586510,12,0,7,0,clixsense,ROU,25,Sighetu Marmatiei,79.119.71.176,,,0,,1.0,360,1.0
32932483,FBEA87C3A9F89958BD9CE4BD64DFB8C1,12,2,7,0,neodev,VEN,"","",190.75.82.169,,,0,,0.7143,360,1.0
33090859,4BFB95F625BE2AC50DD4E15F98F7C799,174,4,34,0,neodev,SRB,"","",93.87.24.129,,,0,,0.8824,402,1.0
33163510,92DF51A5F4BE5C7DBD9CE4BD64DFB8C1,12,0,7,0,neodev,VEN,"","",201.210.214.15,,,0,,1.0,360,1.0
33269858,7A20851EED0F2F6D6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33292218,C3B7E68E8B7921A341A29D4352C72707,180,6,35,0,neodev,VEN,"","",190.199.97.165,,,0,,0.8286,373,1.0
33298556,74056,6,4,6,0,elite,VNM,20,Ho Chi Minh City,115.76.81.89,,,0,,0.3333,360,1.0
33307915,7734493,42,2,12,0,clixsense,MEX,09,Mexico,187.189.209.223,8/26/2015 05:04:08,8/26/2015 05:04:08,0,Triggered judgment distribution rule 'acceptable_distribution' on field 'verify_relationship',0.8333,360,1.0
33313831,827D397C064099A741A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33334804,A0C541FF9A8BB9460FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33341569,7743229,6,3,6,0,clixsense,PHL,D9,San Juan,112.198.77.126,,,0,,0.5,360,1.0
33455574,D9C29648A3DB7A1F044935D48A84480F,24,0,9,0,neodev,VEN,"","",201.210.91.240,,,0,,1.0,360,1.0
33465264,537CF08D11E07D226964A2442E880D82,6,2,6,0,neodev,VEN,"","",200.84.192.25,,,0,,0.6667,360,1.0
33498392,BA8EFC2BEB9687142BFA95FAD8D0CB36,6,0,6,0,neodev,PHL,"","",121.54.58.240,,,0,,1.0,0,1.0
33527181,442CB406B5952BB5DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33549036,29FEAB4D9D0585220FA9E28369487118,6,2,6,0,neodev,VEN,"","",190.201.157.208,,,0,,0.6667,360,1.0
33583116,2A0978FBFA80D3392BFA95FAD8D0CB36,60,3,15,0,neodev,VEN,"","",190.76.22.212,,,0,,0.8,360,1.0
33594629,7809023,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33636762,CFA0ABD828D9946F24750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33664942,2AF57DE1B1EC92C4DE1C1F776E860E31,6,2,6,0,neodev,EGY,11,Cairo,41.239.215.174,,,0,,0.6667,0,1.0
33728643,7797497,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33789319,BFA35DFEDD7029F25213CA1A0E82036F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33797055,7EFBFDC672AD099E890DB111AF121511,6,3,6,0,neodev,VEN,07,Valencia,200.84.156.135,,,0,,0.5,0,1.0
33833770,77666,6,3,6,0,elite,VNM,44,Hanoi,171.233.212.232,,,0,,0.5,360,1.0
33843060,7872271,42,2,12,0,clixsense,COL,34,Bogotá,186.145.72.235,,,0,,0.8333,360,1.0
33870718,5065747FFC3945795A177E0B4883CD7E,63,2,16,0,neodev,VEN,"","",190.205.76.170,,,0,,0.875,360,1.0
33924850,65123,78,4,18,0,elite,IND,16,Panvel,111.119.197.21,,,0,,0.7778,360,1.0
34195998,83338,122,5,26,0,elite,IND,16,Mumbai,183.87.33.231,,,0,,0.8077,385,1.0
