_golden	chemical_id	chemical_name	disease_id	disease_name	form_body	form_title	in_gold	pmid	rel_origin	rel_resp_gold	rel_resp_gold_reason	uniq_id
True	MESH:C005177	"<span class=""chemical"">L-DOPA/benserazide</span>"	MESH:D004409	"<span class=""disease"">dyskinesias/dyskinetic/dyskinesia</span>"	"A group of four monkeys was rendered parkinsonian with the toxin MPTP. They were then treated chronically with <span class=""chemical"">L-DOPA/benserazide</span> 50/12.5 mg/kg given orally daily for 2 months. This dose produced a striking antiparkinsonian effect, but all animals manifested <span class=""disease"">dyskinesia</span>. A series of agents acting primarily on neurotransmitters other than dopamine were then tested in combination with L-DOPA to see if the <span class=""disease"">dyskinetic</span> movements would be modified. Several drugs, including clonidine, physostigmine, methysergide, 5-MDOT, propranolol, and MK-801, markedly reduced the <span class=""disease"">dyskinetic</span> movements but at the cost of a return of parkinsonian symptomatology. However, yohimbine and meperidine reduced predominantly the <span class=""disease"">dyskinetic</span> movements. Baclofen was also useful in one monkey against a more dystonic form of <span class=""disease"">dyskinesia</span>. Atropine converted the dystonic movements into chorea."	"Effect of nondopaminergic drugs on L-dopa-induced <span class=""disease"">dyskinesias</span> in MPTP-treated monkeys."	1.0	8106150	abs	"yes_direct
"		refine_test_ques_all_1207
True	MESH:D017374	"<span class=""chemical"">paroxetine</span>"	MESH:D006212	"<span class=""disease"">hallucinations</span>"	"Tramadol is a weak opioid with effects on adrenergic and serotonergic neurotransmission that is used to treat cancer pain and chronic non malignant pain. This drug was initiated in association with <span class=""chemical"">paroxetine</span> and dosulepine hydrochloride in a tetraparetic patient with chronic pain. Fifty-six days after initiation of the treatment the patient presented <span class=""disease"">hallucinations</span> that only stopped after the withdrawal of psycho-active drugs and tramadol. The case report questions the long term use of pain killers combined with psycho-active drugs in chronic non malignant pain, especially if pain is under control."	"Nightmares and <span class=""disease"">hallucinations</span> after long-term intake of tramadol combined with antidepressants."	1.0	8766220	abs	"yes_direct
"		refine_test_ques_all_5461
True	MESH:D008750	"<span class=""chemical"">methyldopa</span>"	MESH:D005234	"<span class=""disease"">fatty change</span>"	"Twelve patients with liver disease related to <span class=""chemical"">methyldopa</span> were seen between 1967 and 1977. Illness occurred within 1--9 weeks of commencement of therapy in 9 patients, the remaining 3 patients having received the drug for 13 months, 15 months and 7 years before experiencing symptoms. Jaundice with tender hepatomegaly, usually preceded by symptoms of malaise, anorexia, nausea and vomiting, and associated with upper abdominal pain, was an invariable finding in all patients. Biochemical liver function tests indicated hepatocellular necrosis and correlated with histopathological evidence of hepatic injury, the spectrum of which ranged from <span class=""disease"">fatty change</span> and focal hepatocellular necrosis to massive hepatic necrosis. Most patients showed moderate to severe acute hepatitis or chronic active hepatitis with associated cholestasis. The drug was withdrawn on presentation to hospital in 11 patients, with rapid clinical improvement in 9. One patient died, having presented in hepatic failure, and another, who had been taking <span class=""chemical"">methyldopa</span> for 7 years, showed slower clinical and biochemical resolution over a period of several months. The remaining patient in the series developed fulminant hepatitis when the drug was accidentally recommenced 1 year after a prior episode of <span class=""chemical"">methyldopa</span>-induced hepatitis. In this latter patient, and in 2 others, the causal relationship between <span class=""chemical"">methyldopa</span> and hepatic dysfunction was proved with the recurrence of hepatitis within 2 weeks of re-exposure to the drug."	"Patterns of hepatic injury induced by <span class=""chemical"">methyldopa</span>."	1.0	424937	abs	"yes_direct
"		refine_test_ques_all_6655
True	MESH:D012460	"<span class=""chemical"">sulphasalazine</span>"	MESH:D007690	"<span class=""disease"">Potter-type IIa polycystic kidney</span>"	"Three infants, born of two mothers with inflammatory bowel disease who received treatment with <span class=""chemical"">sulphasalazine</span> throughout pregnancy, were found to have major congenital anomalies. In the singleton pregnancy, the mother had ulcerative colitis, and the infant, a male, had coarctation of the aorta and a ventricular septal defect. In the twin pregnancy, the mother had Crohn's disease. The first twin, a female, had a left <span class=""disease"">Potter-type IIa polycystic kidney</span> and a rudimentary left uterine cornu. The second twin, a male, had some features of Potter's facies, hypoplastic lungs, absent kidneys and ureters, and talipes equinovarus. Despite reports to the contrary, it is suggested that <span class=""chemical"">sulphasalazine</span> may be teratogenic."	"Possible teratogenicity of <span class=""chemical"">sulphasalazine</span>."	1.0	6133211	abs	"yes_direct
"		refine_test_ques_all_3332
True	MESH:C031942	"<span class=""chemical"">argatroban</span>"	MESH:D019106	"<span class=""disease"">intraoperative and postoperative bleeding</span>"	"<p>BACKGROUND: Direct thrombin inhibitors (DTIs) provide an alternative method of anticoagulation for patients with a history of heparin-induced thrombocytopenia (HIT) or HIT with thrombosis (HITT) undergoing cardiopulmonary bypass (CPB). In the following report, a 65-year-old critically ill patient with a suspected history of HITT was administered <span class=""chemical"">argatroban</span> for anticoagulation on bypass during heart transplantation. The patient required massive transfusion support (55 units of red blood cells, 42 units of fresh-frozen plasma, 40 units of cryoprecipitate, 40 units of platelets, and three doses of recombinant Factor VIIa) for severe <span class=""disease"">intraoperative and postoperative bleeding</span>. </p><p>STUDY DESIGN AND METHODS: Plasma samples from before and after CPB were analyzed postoperatively for <span class=""chemical"">argatroban</span> concentration using a modified ecarin clotting time (ECT) assay. </p><p>RESULTS: Unexpectedly high concentrations of <span class=""chemical"">argatroban</span> were measured in these samples (range, 0-32 microg/mL), and a prolonged plasma <span class=""chemical"">argatroban</span> half life (t(1/2)) of 514 minutes was observed (published elimination t(1/2) is 39-51 minutes [< or = 181 minutes with hepatic impairment]). </p><p>CONCLUSIONS: Correlation of plasma <span class=""chemical"">argatroban</span> concentration versus the patient's coagulation variables and clinical course suggest that prolonged elevated levels of plasma <span class=""chemical"">argatroban</span> may have contributed to the patient's extended coagulopathy. Because DTIs do not have reversal agents, surgical teams and transfusion services should remain aware of the possibility of massive transfusion events during anticoagulation with these agents. This is the first report to measure plasma <span class=""chemical"">argatroban</span> concentration in the context of CPB and extended coagulopathy.</p>"	"Prolonged elevation of plasma <span class=""chemical"">argatroban</span> in a cardiac transplant patient with a suspected history of heparin-induced thrombocytopenia with thrombosis."	1.0	20003049	abs	"yes_direct
"		refine_test_ques_all_1787
True	MESH:D017311	"<span class=""chemical"">amlodipine</span>"	MESH:D003371	"<span class=""disease"">cough</span>"	"<p>OBJECTIVE: The aim of this study was to evaluate the efficacy and tolerability of a new fixed-dose combination (FDC) of telmisartan 40 mg + <span class=""chemical"">amlodipine</span> 5 mg (T+A) compared with <span class=""chemical"">amlodipine</span> 5-mg monotherapy (A) in adult Indian patients with stage II hypertension. </p><p>METHODS: This comparative, Phase III, 12-week, multicenter, prospective, randomized, double-blind study was conducted in Indian patients aged 18 to 65 years with established stage II hypertension. Patients were treated with oral FDC of T+A or A QD before breakfast for 12 weeks; blood pressure (BP) and heart rate were measured in the sitting position. Primary efficacy end points were reduction in clinical systolic BP (SBP)/ diastolic BP (DBP) from baseline to study end and number of responders (ie, patients who achieved target SBP/ DBP <130/<80 mm Hg) at end of study. Tolerability was assessed by treatment-emergent adverse events, identified using physical examination, laboratory analysis, and electrocardiography. </p><p>RESULTS: A total of 210 patients were enrolled in the study; 203 patients (143 men, 60 women) completed the study while 7 were lost to follow-up (4 patients in the T+A group and 3 in the A group) and considered with-drawn. At study end, statistically significant percentage reductions from baseline within groups and between groups were observed in SBP (T+A [-27.4%]; A [-16.6%]) and DBP (T+A [-20.1%]; A [-13.3%]) (all, P < 0.05). Response rates were 87.3% (89/102) in the T+A group and 69.3% (70/101) in the A group (P < 0.05). The prevalences of adverse events were not significantly different between the 2 treatment groups (T+A, 16.0% [17/106]; A, 15.4% [16/104]). Peripheral edema was reported in 8.5% patients (9/106) in the T+A group compared with 13.5% (14/104) in the A group, and <span class=""disease"">cough</span> was reported in 3.8% patients (4/106) in the T+A group and 1.0% (1/104) patients in the A group; these differences did not reach statistical significance. The incidences of headache, dizziness, and diarrhea were similar between the 2 groups. </p><p>CONCLUSIONS: Among these Indian patients with stage II hypertension, the FDC of T+A was found to be significantly more effective, with regard to BP reductions, than A, and both treatments were well tolerated.</p>"	"Results of a comparative, phase III, 12-week, multicenter, prospective, randomized, double-blind assessment of the efficacy and tolerability of a fixed-dose combination of telmisartan and <span class=""chemical"">amlodipine</span> versus <span class=""chemical"">amlodipine</span> monotherapy in Indian adults with stage II hypertension."	1.0	18201582	abs	"yes_direct
"		refine_test_ques_all_6702
True	MESH:D006852	"<span class=""chemical"">hydrochlorothiazide/HCTC/HCTZ</span>"	MESH:D007008	"<span class=""disease"">Hypokalemia/hypokalemia</span>"	"Thiazide diuretics are widely accepted as the cornerstone of antihypertensive treatment programs. <span class=""disease"">Hypokalemia</span> is a commonly encountered metabolic consequence of chronic thiazide therapy. We treated 38 patients (22 low renin, 16 normal renin) with moderate diastolic hypertension with <span class=""chemical"">hydrochlorothiazide</span> (<span class=""chemical"">HCTC</span>) administered on a twice daily schedule. Initial dose was 50 mg and the dose was increased at monthly intervals to 100 mg, 150 mg and 200 mg daily until blood pressure normalized. The serum K during the control period was 4.5 +/- 0.2 mEq/l an on 50, 100, 150 and 200 mg <span class=""chemical"">HCTZ</span> daily 3.9 +/- 0.3, 3.4 +/- 0.2, 2.9 +/- 0.2, and 2.4 +/- 0.3 mEq/l, respectively. Corresponding figures for whole body K were 4107 +/- 208, 3722 +/- 319, 3628 +/- 257, 3551 +/- 336, and 3269 +/- 380 mEq, respectively. In 13 patients we observed the effects of <span class=""chemical"">HCTZ</span> therapy (100 mg daily) on the occurrence of PVC's during rest as well as during static and dynamic exercise. During rest we observed 0.6 +/- 0.08 PVC beats/min +/- SEM and during static and dynamic exercise 0.6 +/- 0.06 and 0.8 +/- 0.15, respectively. Corresponding figures during <span class=""chemical"">HCTZ</span> therapy 100 mg daily were 1.4 +/- 0.1, 3.6 +/- 0.7 and 5.7 4/- 0.8, respectively. The occurrence of PVC's correlated significantly with the fall in serum K+ observed r = 0.72, p less than 0.001. In conclusion we found that thiazide diuretics cause <span class=""disease"">hypokalemia</span> and depletion of body potassium. The more profound <span class=""disease"">hypokalemia</span>, the greater the propensity for the occurrence of PVC's."	"Thiazide diuretics, <span class=""disease"">hypokalemia</span> and cardiac arrhythmias."	1.0	6942642	abs	"yes_direct
"		refine_test_ques_all_6435
True	MESH:C400082	"<span class=""chemical"">bortezomib</span>"	MESH:D009422	"<span class=""disease"">neuropathy</span>"	"A clinical trial was initiated to evaluate the recommended dose of cyclophosphamide in combination with <span class=""chemical"">bortezomib</span> and dexamethasone as induction treatment before stem cell transplantation for younger patients with newly diagnosed multiple myeloma (MM). Thirty patients were treated with three 21-day cycles of <span class=""chemical"">bortezomib</span> 1.3 mg/m(2) on days 1, 4, 8, and 11 plus dexamethasone 40 mg on the day of <span class=""chemical"">bortezomib</span> injection and the day after plus cyclophosphamide at 900, 1,200, or 1,500 mg/m(2) on day 1. The maximum tolerated dose of cyclophosphamide was defined as 900 mg/m(2). At this dose level, 92% of patients achieved at least a partial response. The overall response rate [complete response (CR) plus partial response (PR)] across all dose levels was 77%, with a 10% CR rate. No patient experienced progressive disease. The most frequent adverse events were hematological and gastrointestinal toxicities as well as <span class=""disease"">neuropathy</span>. The results suggest that <span class=""chemical"">bortezomib</span> in combination with cyclophosphamide at 900 mg/m(2) and dexamethasone is an effective induction treatment for patients with newly diagnosed MM that warrants further investigation."	"DSMM XI study: dose definition for intravenous cyclophosphamide in combination with <span class=""chemical"">bortezomib</span>/dexamethasone for remission induction in patients with newly diagnosed myeloma."	1.0	19274460	abs	"yes_direct
"		refine_test_ques_all_5170
True	MESH:C026098	"<span class=""chemical"">levetiracetam/LEV</span>"	MESH:D004830	"<span class=""disease"">tonic-clonic seizures</span>"	"<p>BACKGROUND: We report on the manifestation of a <span class=""chemical"">levetiracetam</span> (<span class=""chemical"">LEV</span>)-induced encephalopathy. </p><p>FINDINGS: A 28-year-old man suffering from idiopathic epilepsy with generalized seizures was treated with <span class=""chemical"">LEV</span> (3000 mg) added to valproate (VPA) (2000 mg). Frequency of generalized <span class=""disease"">tonic-clonic seizures</span> increased from one per 6 months to two per month. Neuropsychological testing showed impaired word fluency, psychomotor speed and working memory. The interictal electroencephalogram (EEG) showed a generalized slowing to 5 per second theta rhythms with bilateral generalized high-amplitude discharges. </p><p>OUTCOME: Following discontinuation of <span class=""chemical"">LEV</span>, EEG and neuropsychological findings improved and seizure frequency decreased.</p>"	"Encephalopathy induced by <span class=""chemical"">levetiracetam</span> added to valproate."	1.0	18081909	abs	"yes_direct
"		refine_test_ques_all_769
True	MESH:D016572	"<span class=""chemical"">cyclosporin A</span>"	MESH:D003221	"<span class=""disease"">confusion</span>"	"A synergistic effect of etoposide and <span class=""chemical"">cyclosporin A</span> was observed in a patient with acute T-lymphocytic leukemia in relapse. The concomitant administration of etoposide and <span class=""chemical"">cyclosporin A</span> resulted in eradication of hitherto refractory leukemic infiltration of bone marrow. Severe side effects in terms of mental <span class=""disease"">confusion</span> and progressive hyperbilirubinemia, however, point to an enhancement not only of antineoplastic effects but also of toxicity in normal tissues. This report demonstrates for the first time that the pharmacodynamic properties of <span class=""chemical"">cyclosporin A</span> may not be confined strictly to suppression of normal T-cell functions."	"Interaction of <span class=""chemical"">cyclosporin A</span> with antineoplastic agents."	1.0	3865016	abs	"yes_direct
"		refine_test_ques_all_3063
True	MESH:D012460	"<span class=""chemical"">sulphasalazine</span>"	MESH:D009205	"<span class=""disease"">myocarditis</span>"	"A 34-year-old lady developed a constellation of dermatitis, fever, lymphadenopathy and hepatitis, beginning on the 17th day of a course of oral <span class=""chemical"">sulphasalazine</span> for sero-negative rheumatoid arthritis. Cervical and inguinal lymph node biopsies showed the features of severe necrotising lymphadenitis, associated with erythrophagocytosis and prominent eosinophilic infiltrates, without viral inclusion bodies, suggestive of an adverse drug reaction.A week later, fulminant drug-induced hepatitis, associated with the presence of anti-nuclear autoantibodies (but not with other markers of autoimmunity), and accompanied by multi-organ failure and sepsis, supervened. She subsequently died some 5 weeks after the commencement of her drug therapy.Post-mortem examination showed evidence of massive hepatocellular necrosis, acute hypersensitivity <span class=""disease"">myocarditis</span>, focal acute tubulo-interstitial nephritis and extensive bone marrow necrosis, with no evidence of malignancy. It is thought that the clinico-pathological features and chronology of this case bore the hallmarks of the so-called ""3-week <span class=""chemical"">sulphasalazine</span> syndrome"", a rare, but often fatal, immunoallergic reaction to <span class=""chemical"">sulphasalazine</span>."	"The 3-week <span class=""chemical"">sulphasalazine</span> syndrome strikes again."	1.0	11672959	abs	"yes_direct
"		refine_test_ques_all_2742
True	MESH:C075750	"<span class=""chemical"">15-F(2t)-IsoP/15-F(2t)-isoprostane</span>"	MESH:D056486	"<span class=""disease"">liver toxicity/Liver toxicity/hepatotoxicity</span>"	"A single dose of valproic acid (VPA), which is a widely used antiepileptic drug, is associated with oxidative stress in rats, as recently demonstrated by elevated levels of <span class=""chemical"">15-F(2t)-isoprostane</span> (<span class=""chemical"">15-F(2t)-IsoP</span>). To determine whether there was a temporal relationship between VPA-associated oxidative stress and <span class=""disease"">hepatotoxicity</span>, adult male Sprague-Dawley rats were treated ip with VPA (500 mg/kg) or 0.9% saline (vehicle) once daily for 2, 4, 7, 10, or 14 days. Oxidative stress was assessed by determining plasma and liver levels of <span class=""chemical"">15-F(2t)-IsoP</span>, lipid hydroperoxides (LPO), and thiobarbituric acid reactive substances (TBARs). Plasma and liver <span class=""chemical"">15-F(2t)-IsoP</span> were elevated and reached a plateau after day 2 of VPA treatment compared to control. Liver LPO levels were not elevated until day 7 of treatment (1.8-fold versus control, p < 0.05). Liver and plasma TBARs were not increased until 14 days (2-fold vs. control, p < 0.05). <span class=""disease"">Liver toxicity</span> was evaluated based on serum levels of alpha-glutathione S-transferase (alpha-GST) and by histology. Serum alpha-GST levels were significantly elevated by day 4, which corresponded to <span class=""disease"">hepatotoxicity</span> as shown by the increasing incidence of inflammation of the liver capsule, necrosis, and steatosis throughout the study. The liver levels of beta-oxidation metabolites of VPA were decreased by day 14, while the levels of 4-ene-VPA and (E)-2,4-diene-VPA were not elevated throughout the study. Overall, these findings indicate that VPA treatment results in oxidative stress, as measured by levels of <span class=""chemical"">15-F(2t)-IsoP</span>, which precedes the onset of necrosis, steatosis, and elevated levels of serum alpha-GST."	"Valproic acid I: time course of lipid peroxidation biomarkers, <span class=""disease"">liver toxicity</span>, and valproic acid metabolite levels in rats."	1.0	15858223	abs	"yes_direct
"		refine_test_ques_all_3897
True	MESH:D017239	"<span class=""chemical"">paclitaxel</span>"	MESH:D009410	"<span class=""disease"">toxic neurodegenerative cascade</span>"	"The study investigates if alpha-lipoic acid is neuroprotective against chemotherapy induced neurotoxicity, if mitochondrial damage plays a critical role in <span class=""disease"">toxic neurodegenerative cascade</span>, and if neuroprotective effects of alpha-lipoic acid depend on mitochondria protection. We used an in vitro model of chemotherapy induced peripheral neuropathy that closely mimic the in vivo condition by exposing primary cultures of dorsal root ganglion (DRG) sensory neurons to <span class=""chemical"">paclitaxel</span> and cisplatin, two widely used and highly effective chemotherapeutic drugs. This approach allowed investigating the efficacy of alpha-lipoic acid in preventing axonal damage and apoptosis and the function and ultrastructural morphology of mitochondria after exposure to toxic agents and alpha-lipoic acid. Our results demonstrate that both cisplatin and <span class=""chemical"">paclitaxel</span> cause early mitochondrial impairment with loss of membrane potential and induction of autophagic vacuoles in neurons. Alpha-lipoic acid exerts neuroprotective effects against chemotherapy induced neurotoxicity in sensory neurons: it rescues the mitochondrial toxicity and induces the expression of frataxin, an essential mitochondrial protein with anti-oxidant and chaperone properties. In conclusion mitochondrial toxicity is an early common event both in <span class=""chemical"">paclitaxel</span> and cisplatin induced neurotoxicity. Alpha-lipoic acid protects sensory neurons through its anti-oxidant and mitochondrial regulatory functions, possibly inducing the expression of frataxin. These findings suggest that alpha-lipoic acid might reduce the risk of developing peripheral nerve toxicity in patients undergoing chemotherapy and encourage further confirmatory clinical trials."	Alpha-lipoic acid prevents mitochondrial damage and neurotoxicity in experimental chemotherapy neuropathy.	1.0	18809400	abs	"yes_direct
"		refine_test_ques_all_4001
True	MESH:D011374	"<span class=""chemical"">progesterone</span>"	MESH:D002544	"<span class=""disease"">hemorrhagic infarct/cerebral artery and the venous sinus occlusion</span>"	"A forty-six year-old premenopausal woman developed headache, nausea and vomiting, left hemiparesis and seizure two days after parenteral use of <span class=""chemical"">progesterone</span> and estradiol. Diabetes mellitus (DM) was found during admission. Computed tomography showed a <span class=""disease"">hemorrhagic infarct</span> in the right frontal lobe and increased density in the superior sagittal sinus (SSS). Left carotid angiography found occlusion of the left internal carotid artery (ICA). Right carotid angiograms failed to show the SSS and inferior sagittal sinus, suggestive of venous sinus thrombosis. Coexistence of the <span class=""disease"">cerebral artery and the venous sinus occlusion</span> has been described infrequently. In this case, the authors postulate that the use of estradiol and <span class=""chemical"">progesterone</span> and the underlying DM increased vascular thrombogenicity, which provided a common denominator for thrombosis of both the ICA and the venous sinus."	Coexistence of cerebral venous sinus and internal carotid artery thrombosis associated with exogenous sex hormones. A case report.	1.0	8638876	abs	"yes_direct
"		refine_test_ques_all_2931
True	MESH:D003907	"<span class=""chemical"">dexamethasone</span>"	MESH:D006402	"<span class=""disease"">hematological and gastrointestinal toxicities</span>"	"A clinical trial was initiated to evaluate the recommended dose of cyclophosphamide in combination with bortezomib and <span class=""chemical"">dexamethasone</span> as induction treatment before stem cell transplantation for younger patients with newly diagnosed multiple myeloma (MM). Thirty patients were treated with three 21-day cycles of bortezomib 1.3 mg/m(2) on days 1, 4, 8, and 11 plus <span class=""chemical"">dexamethasone</span> 40 mg on the day of bortezomib injection and the day after plus cyclophosphamide at 900, 1,200, or 1,500 mg/m(2) on day 1. The maximum tolerated dose of cyclophosphamide was defined as 900 mg/m(2). At this dose level, 92% of patients achieved at least a partial response. The overall response rate [complete response (CR) plus partial response (PR)] across all dose levels was 77%, with a 10% CR rate. No patient experienced progressive disease. The most frequent adverse events were <span class=""disease"">hematological and gastrointestinal toxicities</span> as well as neuropathy. The results suggest that bortezomib in combination with cyclophosphamide at 900 mg/m(2) and <span class=""chemical"">dexamethasone</span> is an effective induction treatment for patients with newly diagnosed MM that warrants further investigation."	"DSMM XI study: dose definition for intravenous cyclophosphamide in combination with bortezomib/<span class=""chemical"">dexamethasone</span> for remission induction in patients with newly diagnosed myeloma."	1.0	19274460	abs	"yes_direct
"		refine_test_ques_all_5173
True	MESH:D016190	"<span class=""chemical"">carboplatin</span>"	MESH:D058447	"<span class=""disease"">pain and visual disturbance in the ipsilateral eye/ocular pain</span>"	"<p>BACKGROUND: Glioblastoma is a malignant tumor that occurs in the cerebrum during adulthood. With current treatment regimens including combined surgery, radiation and chemotherapy, the average life expectancy of the patients is limited to approximately 1 year. Therefore, patients with glioblastoma sometimes have intracarotid injection of carcinostatics added to the treatment regimen. Generally, <span class=""chemical"">carboplatin</span> is said to have milder side effects than cisplatin, whose ocular and orbital toxicity are well known. However, we experienced a case of severe ocular and orbital toxicity after intracarotid injection of <span class=""chemical"">carboplatin</span>, which is infrequently reported. </p><p>CASE: A 58-year-old man received an intracarotid injection of <span class=""chemical"">carboplatin</span> for recurrent glioblastomas in his left temporal lobe. He complained of <span class=""disease"">pain and visual disturbance in the ipsilateral eye</span> 30 h after the injection. Various ocular symptoms and findings caused by <span class=""chemical"">carboplatin</span> toxicity were seen. </p><p>RESULTS: He was treated with intravenous administration of corticosteroids and glycerin for 6 days after the injection. Although the intraocular pressure elevation caused by secondary acute angle-closure glaucoma decreased and <span class=""disease"">ocular pain</span> diminished, inexorable papilledema and exudative retinal detachment continued for 3 weeks. Finally, 6 weeks later, diffuse chorioretinal atrophy with optic atrophy occurred and the vision in his left eye was lost. </p><p>CONCLUSION: When performing intracarotid injection of <span class=""chemical"">carboplatin</span>, we must be aware of its potentially blinding ocular toxicity. It is recommended that further studies and investigations are undertaken in the effort to minimize such severe side effects.</p>"	"Severe ocular and orbital toxicity after intracarotid injection of <span class=""chemical"">carboplatin</span> for recurrent glioblastomas."	1.0	12483326	abs	"yes_direct
"		refine_test_ques_all_5334
True	MESH:C036006	"<span class=""chemical"">oxcarbazepine</span>"	MESH:D001480	"<span class=""disease"">extrapyramidal symptoms</span>"	"Carbamazepine was switched to its 10-keto analogue <span class=""chemical"">oxcarbazepine</span> among six difficult-to-treat schizophrenic or organic psychotic patients using concomitantly haloperidol, chlorpromazine or clozapine. This change resulted within 2-4 weeks in the 50-200% increase in the plasma levels of these neuroleptics and the appearance of <span class=""disease"">extrapyramidal symptoms</span>. None of the patients showed any clinical deteriotation during the following 3-6 months. The results of this case report support the idea that in contrast with carbamazepine <span class=""chemical"">oxcarbazepine</span> does not induce the hepatic microsomal enzyme systems regulating the inactivation of antipsychotic drugs."	"Effect of switching carbamazepine to <span class=""chemical"">oxcarbazepine</span> on the plasma levels of neuroleptics. A case report."	1.0	7862923	abs	"yes_direct
"		refine_test_ques_all_4663
True	MESH:D001761	"<span class=""chemical"">bleomycin</span>"	MESH:D011697	"<span class=""disease"">thrombotic thrombocytopenic purpura</span>"	"Five patients with carcinoma developed thrombotic microangiopathy (characterized by renal insufficiency, microangiopathic hemolytic anemia, and usually thrombocytopenia) after treatment with cisplatin, <span class=""chemical"">bleomycin</span>, and a vinca alkaloid. One patient had <span class=""disease"">thrombotic thrombocytopenic purpura</span>, three the hemolytic-uremic syndrome, and one an apparent forme fruste of one of these disorders. Histologic examination of the renal tissue showed evidence of intravascular coagulation, primarily affecting the small arteries, arterioles, and glomeruli. Because each patient was tumor-free or had only a small tumor at the onset of this syndrome, the thrombotic microangiopathy may have been induced by chemotherapy. Diagnosis of this potentially fatal complication may be delayed or missed if renal tissue or the peripheral blood smear is not examined, because renal failure may be ascribed to cisplatin nephrotoxicity and the anemia and thrombocytopenia to drug-induced bone marrow suppression."	Thrombotic microangiopathy and renal failure associated with antineoplastic chemotherapy.	1.0	6203452	abs	"yes_direct
"		refine_test_ques_all_359
True	MESH:D004308	"<span class=""chemical"">dosulepine hydrochloride</span>"	MESH:D006212	"<span class=""disease"">hallucinations</span>"	"Tramadol is a weak opioid with effects on adrenergic and serotonergic neurotransmission that is used to treat cancer pain and chronic non malignant pain. This drug was initiated in association with paroxetine and <span class=""chemical"">dosulepine hydrochloride</span> in a tetraparetic patient with chronic pain. Fifty-six days after initiation of the treatment the patient presented <span class=""disease"">hallucinations</span> that only stopped after the withdrawal of psycho-active drugs and tramadol. The case report questions the long term use of pain killers combined with psycho-active drugs in chronic non malignant pain, especially if pain is under control."	"Nightmares and <span class=""disease"">hallucinations</span> after long-term intake of tramadol combined with antidepressants."	1.0	8766220	abs	"yes_direct
"		refine_test_ques_all_5457
True	MESH:C056507	"<span class=""chemical"">Gemcitabine/gemcitabine/GEM</span>"	MESH:D009503	"<span class=""disease"">neutropenia</span>"	"<p>BACKGROUND: Although the prevalence of nonsmall cell lung carcinoma (NSCLC) is high among elderly patients, few data are available regarding the efficacy and toxicity of chemotherapy in this group of patients. Recent reports indicate that single agent therapy with vinorelbine (VNB) or <span class=""chemical"">gemcitabine</span> (<span class=""chemical"">GEM</span>) may obtain a response rate of 20-30% in elderly patients, with acceptable toxicity and improvement in symptoms and quality of life. In the current study the efficacy and toxicity of the combination of <span class=""chemical"">GEM</span> and VNB in elderly patients with advanced NSCLC or those with some contraindication to receiving cisplatin were assessed. </p><p>METHODS: Forty-nine patients with advanced NSCLC were included, 38 of whom were age >/= 70 years and 11 were age < 70 years but who had some contraindication to receiving cisplatin. All patients were evaluable for response and toxicity. Treatment was comprised of VNB, 25 mg/m(2), plus <span class=""chemical"">GEM</span>, 1000 mg/m(2), both on Days 1, 8, and 15 every 28 days. Patients received a minimum of three courses unless progressive disease was detected. </p><p>RESULTS: One hundred sixty-five courses were administered, with a median of 3. 6 courses per patient. The overall response rate was 26% (95% confidence interval, 15-41%). Two patients attained a complete response (4%) and 11 patients (22%) achieved a partial response. Eastern Cooperative Oncology Group performance status improved in 35% of those patients with an initial value > 0, whereas relief of at least 1 symptom without worsening of other symptoms was noted in 27 patients (55%). The median time to progression was 16 weeks and the 1-year survival rate was 33%. Toxicity was mild. Six patients (12%) had World Health Organization Grade 3-4 <span class=""disease"">neutropenia</span>, 2 patients (4%) had Grade 3-4 thrombocytopenia, and 2 patients (4%) had Grade 3 neurotoxicity. Three patients with severe <span class=""disease"">neutropenia</span> (6%) died of sepsis. The median age of those patients developing Grade 3-4 <span class=""disease"">neutropenia</span> was significantly higher than that of the remaining patients (75 years vs. 72 years; P = 0.047). </p><p>CONCLUSIONS: The combination of <span class=""chemical"">GEM</span> and VNB is moderately active and well tolerated except in patients age >/= 75 years. This age group had an increased risk of myelosuppression. Therefore the prophylactic use of granulocyte-colony stimulating factor should be considered with this treatment. New chemotherapy combinations with higher activity and lower toxicity are needed for elderly patients with advanced NSCLC.</p>"	"<span class=""chemical"">Gemcitabine</span> plus vinorelbine in nonsmall cell lung carcinoma patients age 70 years or older or patients who cannot receive cisplatin. Oncopaz Cooperative Group."	1.0	10526274	abs	"yes_direct
"		refine_test_ques_all_4190
