choice_0_ids	choice_0_label	choice_1_ids	choice_1_label	choice_2_ids	choice_2_label	choice_3_ids	choice_3_label	choice_4_ids	choice_4_label	form_abstract	form_title	pmid	uniq_id
D008012_induces_D014474	"<span class=""chemical"">[chemical C]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"This study investigated propofol injection pain in patients undergoing ambulatory anaesthesia. In a randomized, double-blind trial, 90 women were allocated to receive one of three treatments prior to induction of anaesthesia with propofol. Patients in Group C received 2 ml normal saline, Group L, 2 ml, <span class=""chemical"">[chemical C]</span> 2% (40 mg) and Group T, 2 ml thiopentone 2.5% (50 mg). Venous discomfort was assessed with a visual analogue scale (VAS) 5-15 sec after commencing propofol administration using an infusion pump (rate 1000 micrograms.kg-1.min-1). <span class=""disease"">[disease Q]</span> occurred in 60-90 sec. Visual analogue scores (mean +/- SD) during induction were lower in Groups L (3.3 +/- 2.5) and T (4.1 +/- 2.7) than in Group C (5.6 +/- 2.3); P = 0.0031. The incidence of venous discomfort was lower in Group L (76.6%; P < 0.05) than in Group C (100%) but not different from Group T (90%). The VAS scores for recall of pain in the recovery room were correlated with the VAS scores during induction (r = 0.7045; P < 0.0001). Recovery room discharge times were similar: C (75.9 +/- 19.4 min); L 73.6 +/- 21.6 min); T (77.1 +/- 18.9 min). Assessing their overall satisfaction, 89.7% would choose propofol anaesthesia again. We conclude that <span class=""chemical"">[chemical C]</span> reduces the incidence and severity of propofol injection pain in ambulatory patients whereas thiopentone only reduces its severity."	Thiopentone pretreatment for propofol injection pain in ambulatory patients.	8595686	bcv_id_10
D010862_induces_D013226	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D010862_induces_D003643	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D010862_induces_D028361	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D010862_induces_D004827	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	D010862_induces_D004833	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease T]</span>"	"<span class=""disease"">[disease R]</span> have been associated with several aspects of epileptogenesis, such as energy generation, control of cell <span class=""disease"">[disease Q]</span>, neurotransmitter synthesis, and free radical (FR) production. Increased production of FRs may cause mtDNA damage leading to decreased activities of oxidative phosphorylation complexes containing mtDNA-encoded subunits. In this study, we investigated whether increased generation of FR during <span class=""disease"">[disease P]</span> would be sufficient to provoke abnormalities in mtDNA and in the expression and activity of cytochrome c oxidase (CCO), complex IV of the respiratory chain, in the chronic phase of the <span class=""chemical"">[chemical A]</span> model of <span class=""disease"">[disease T]</span>. DNA analysis revealed low amounts of a 4.8 kb mtDNA deletion but with no differences in frequency or quantity in the control and experimental groups. We did not find abnormalities in the expression and distribution of an mtDNA-encoded subunit of CCO (CCO-I) or a relative decrease in CCO-I when compared with nuclear-encoded subunits (CCO-IV and SDH-fp). No abnormality in CCO activity was observed through histochemistry. Although evidences of <span class=""disease"">[disease R]</span> were found in previously published studies, our results do not suggest that the FRs, generated during the acute phase, determined important abnormalities in mtDNA, in expression of CCO-I, and in CCO activity."	"Investigation of mitochondrial involvement in the experimental model of <span class=""disease"">[disease S]</span> induced by <span class=""chemical"">[chemical A]</span>."	16337777	bcv_id_11
D015742_induces_D013610	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D015742_induces_D007022	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D015742_induces_D017202	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D004809_induces_D013610	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D004809_induces_D007022	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	"The marked vasodilator and negative inotropic effects of <span class=""chemical"">[chemical A]</span> are disadvantages in frail elderly patients. We investigated the safety and efficacy of adding different doses of <span class=""chemical"">[chemical B]</span> to <span class=""chemical"">[chemical A]</span> in order to obtund the <span class=""disease"">[disease Q]</span> response. The haemodynamic effects of adding 15, 20 or 25 mg of <span class=""chemical"">[chemical B]</span> to 200 mg of <span class=""chemical"">[chemical A]</span> were compared to control in 40 ASA 3/4 patients over 60 years presenting for genito-urinary surgery. The addition of <span class=""chemical"">[chemical B]</span> to <span class=""chemical"">[chemical A]</span> appears to be an effective method of obtunding the <span class=""disease"">[disease Q]</span> response to <span class=""chemical"">[chemical A]</span> at all doses used in this study. However, marked <span class=""disease"">[disease P]</span> associated with the use of <span class=""chemical"">[chemical B]</span> in combination with <span class=""chemical"">[chemical A]</span> occurred in the majority of patients, occasionally reaching high levels in individual patients. Due to the risk of this <span class=""disease"">[disease P]</span> inducing <span class=""disease"">[disease R]</span>, we would not recommend the use in elderly patients of any of the <span class=""chemical"">[chemical B]</span>/<span class=""chemical"">[chemical A]</span>/mixtures studied."	"The haemodynamic effects of <span class=""chemical"">[chemical A]</span> in combination with <span class=""chemical"">[chemical B]</span> in elderly patients (ASA groups 3 and 4)."	10520387	bcv_id_12
D004809_induces_D017202	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"The marked vasodilator and negative inotropic effects of propofol are disadvantages in frail elderly patients. We investigated the safety and efficacy of adding different doses of <span class=""chemical"">[chemical B]</span> to propofol in order to obtund the hypotensive response. The haemodynamic effects of adding 15, 20 or 25 mg of <span class=""chemical"">[chemical B]</span> to 200 mg of propofol were compared to control in 40 ASA 3/4 patients over 60 years presenting for genito-urinary surgery. The addition of <span class=""chemical"">[chemical B]</span> to propofol appears to be an effective method of obtunding the hypotensive response to propofol at all doses used in this study. However, marked tachycardia associated with the use of <span class=""chemical"">[chemical B]</span> in combination with propofol occurred in the majority of patients, occasionally reaching high levels in individual patients. Due to the risk of this tachycardia inducing <span class=""disease"">[disease R]</span>, we would not recommend the use in elderly patients of any of the <span class=""chemical"">[chemical B]</span>/propofol/mixtures studied."	"The haemodynamic effects of propofol in combination with <span class=""chemical"">[chemical B]</span> in elderly patients (ASA groups 3 and 4)."	10520387	bcv_id_13
D006493_induces_D003288	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D006493_induces_D010146	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"<p>AIM: This study was carried out to determine the effect of injection duration on <span class=""disease"">[disease P]</span> and <span class=""disease"">[disease Q]</span> following the administration of the subcutaneous injection of <span class=""chemical"">[chemical A]</span>. </p><p>BACKGROUND: Although different methods to prevent <span class=""disease"">[disease P]</span> and <span class=""disease"">[disease Q]</span> following the subcutaneous injection of <span class=""chemical"">[chemical A]</span> have been widely studied and described, the effect of injection duration on the occurrence of <span class=""disease"">[disease P]</span> and <span class=""disease"">[disease Q]</span> is little documented. </p><p>DESIGN: This study was designed as within-subject, quasi-experimental research. </p><p>METHOD: The sample for the study consisted of 50 patients to whom subcutaneous <span class=""chemical"">[chemical A]</span> was administered. <span class=""chemical"">[chemical A]</span> was injected over 10 seconds on the right abdominal site and 30 seconds on the left abdominal site. Injections areas were assessed for the presence of <span class=""disease"">[disease P]</span> at 48 and 72 hours after each injection. Dimensions of the <span class=""disease"">[disease P]</span> on the <span class=""chemical"">[chemical A]</span> applied areas were measured using transparent millimetric measuring paper. The visual analog scale (VAS) was used to measure <span class=""disease"">[disease Q]</span> intensity and a stop-watch was used to time the <span class=""disease"">[disease Q]</span> period. Data were analysed using chi-square test, Mann-Whitney U, Wilcoxon signed ranks tests and correlation. </p><p>RESULTS: The percentage of <span class=""disease"">[disease P]</span> occurrence was 64% with the injection of 10 seconds duration and 42% in the 30-second injection. It was determined that the size of the <span class=""disease"">[disease P]</span> was smaller in the 30-second injection. <span class=""disease"">[disease Q]</span> intensity and <span class=""disease"">[disease Q]</span> period were statistically significantly lower for the 30-second injection than for the 10-second injection. </p><p>CONCLUSIONS: It was determined that injection duration had an effect on <span class=""disease"">[disease P]</span> and <span class=""disease"">[disease Q]</span> following the subcutaneous administration of <span class=""chemical"">[chemical A]</span>. This study should be repeated on a larger sample. </p><p>RELEVANCE TO CLINICAL PRACTICE: When administering subcutaneous <span class=""chemical"">[chemical A]</span> injections, it is important to extend the duration of the injection.</p>"	"A study on the effect of the duration of subcutaneous <span class=""chemical"">[chemical A]</span> injection on <span class=""disease"">[disease P]</span> and <span class=""disease"">[disease Q]</span>."	17931375	bcv_id_14
D010423_induces_D009135	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D010423_induces_D009408	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D010423_induces_D009408|D020425	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D010423_induces_D005355|D009135	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	empty	<strong>Do not</strong> choose this choice.	"<span class=""disease"">[disease S]</span> is a common, well-known side effect of repeated <span class=""chemical"">[chemical A]</span> injection. However, <span class=""disease"">[disease Q]</span> due to fibrotic muscle affected by <span class=""chemical"">[chemical A]</span>-induced <span class=""disease"">[disease P]</span> has not previously been reported. In a 37-year-old woman with documented <span class=""chemical"">[chemical A]</span>-induced <span class=""disease"">[disease S]</span> of triceps and deltoid muscles bilaterally and a three-week history of right wrist drop, electrodiagnostic examination showed a severe but partial lesion of the right radial nerve distal to the branches to the triceps, in addition to the <span class=""disease"">[disease S]</span>. Surgery revealed the right radial nerve to be severely compressed by the densely fibrotic lateral head of the triceps. Decompression and neurolysis were performed with good subsequent recovery of function."	"<span class=""disease"">[disease R]</span> due to <span class=""chemical"">[chemical A]</span>-induced <span class=""disease"">[disease S]</span>."	3800626	bcv_id_15
D011318_induces_D006319	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D011318_induces_D034381	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D002045_induces_D006319	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D002045_induces_D034381	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	empty	<strong>Do not</strong> choose this choice.	"The cause of <span class=""disease"">[disease Q]</span> after spinal anaesthesia is unknown. Up until now, the only factor studied has been the effect of the diameter of the spinal needle on post-operative <span class=""disease"">[disease P]</span>. The aim of this study was to describe this <span class=""disease"">[disease Q]</span> and to investigate other factors influencing the degree of <span class=""disease"">[disease Q]</span>. Two groups of 22 similar patients were studied: one group received 6 mL <span class=""chemical"">[chemical A]</span> 2%; and the other received 3 mL <span class=""chemical"">[chemical B]</span> 0.5%. Patients given <span class=""chemical"">[chemical A]</span> were more likely to develop <span class=""disease"">[disease Q]</span> (10 out of 22) than those given <span class=""chemical"">[chemical B]</span> (4 out of 22) (P < 0.05). The average <span class=""disease"">[disease Q]</span> for speech frequencies was about 10 dB after <span class=""chemical"">[chemical A]</span> and 15 dB after <span class=""chemical"">[chemical B]</span>. None of the patients complained of subjective <span class=""disease"">[disease Q]</span>. Long-term follow-up of the patients was not possible."	"The effect of different anaesthetic agents in <span class=""disease"">[disease Q]</span> following spinal anaesthesia."	9522143	bcv_id_16
D008727_induces_D009135	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D008727_induces_D009336	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D019821_induces_D009135	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D019821_induces_D009336	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D011239_induces_D009135	"<span class=""chemical"">[chemical C]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	"<span class=""chemical"">[chemical B]</span> can cause a necrotizing <span class=""disease"">[disease P]</span> and hyperCKaemia which is reversible on cessation of the drug. What is less well known is a phenomenon whereby <span class=""chemical"">[chemical B]</span> may induce a <span class=""disease"">[disease P]</span>, which persists or may progress after stopping the drug. We investigated the muscle pathology in 8 such cases. All had myofibre <span class=""disease"">[disease Q]</span> but only 3 had an inflammatory infiltrate. In all cases there was diffuse or multifocal up-regulation of MHC-I expression even in non-<span class=""disease"">[disease Q]</span> fibres. Progressive improvement occurred in 7 cases after commencement of <span class=""chemical"">[chemical C]</span> and <span class=""chemical"">[chemical A]</span>, and in one case spontaneously. These observations suggest that <span class=""chemical"">[chemical B]</span> may initiate an immune-mediated <span class=""disease"">[disease P]</span> that persists after withdrawal of the drug and responds to immunosuppressive therapy. The mechanism of this <span class=""disease"">[disease P]</span> is uncertain but may involve the induction by <span class=""chemical"">[chemical B]</span> of an endoplasmic reticulum stress response with associated up-regulation of MHC-I expression and antigen presentation by muscle fibres."	"Progressive <span class=""disease"">[disease P]</span> with up-regulation of MHC-I associated with <span class=""chemical"">[chemical B]</span> therapy."	17241784	bcv_id_17
D011239_induces_D009336	"<span class=""chemical"">[chemical C]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"Statins can cause a necrotizing myopathy and hyperCKaemia which is reversible on cessation of the drug. What is less well known is a phenomenon whereby statins may induce a myopathy, which persists or may progress after stopping the drug. We investigated the muscle pathology in 8 such cases. All had myofibre <span class=""disease"">[disease Q]</span> but only 3 had an inflammatory infiltrate. In all cases there was diffuse or multifocal up-regulation of MHC-I expression even in non-<span class=""disease"">[disease Q]</span> fibres. Progressive improvement occurred in 7 cases after commencement of <span class=""chemical"">[chemical C]</span> and methotrexate, and in one case spontaneously. These observations suggest that statins may initiate an immune-mediated myopathy that persists after withdrawal of the drug and responds to immunosuppressive therapy. The mechanism of this myopathy is uncertain but may involve the induction by statins of an endoplasmic reticulum stress response with associated up-regulation of MHC-I expression and antigen presentation by muscle fibres."	Progressive myopathy with up-regulation of MHC-I associated with statin therapy.	17241784	bcv_id_18
C009265_induces_D001523	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	C009265_induces_D012640	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	C009265_induces_D004827	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	C009265_induces_D007676	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	D025101_induces_D001523	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	"Two patients with similar clinical features are presented: both patients had <span class=""disease"">[disease S]</span>, on hemodialysis for many years but recently begun on a high-flux dialyzer; both had been receiving a <span class=""chemical"">[chemical A]</span> preparation; and both had the onset of <span class=""disease"">[disease P]</span> and recurrent <span class=""disease"">[disease Q]</span>, which were refractory to anticonvulsants. The first patient died without a diagnosis; the second patient had a dramatic recovery following the administration of <span class=""chemical"">[chemical B]</span>. Neither patient was considered to have a renal state sufficiently severe enough to explain their presentation."	"Serial <span class=""disease"">[disease R]</span> caused by <span class=""chemical"">[chemical A]</span> administration in two patients on hemodialysis."	2265898	bcv_id_19
D025101_induces_D012640	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D025101_induces_D004827	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D025101_induces_D007676	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"Two patients with similar clinical features are presented: both patients had <span class=""disease"">[disease S]</span>, on hemodialysis for many years but recently begun on a high-flux dialyzer; both had been receiving a carbidopa/levodopa preparation; and both had the onset of hallucinosis and recurrent <span class=""disease"">[disease Q]</span>, which were refractory to anticonvulsants. The first patient died without a diagnosis; the second patient had a dramatic recovery following the administration of <span class=""chemical"">[chemical B]</span>. Neither patient was considered to have a renal state sufficiently severe enough to explain their presentation."	"Serial <span class=""disease"">[disease R]</span> caused by levodopa/carbidopa administration in two patients on hemodialysis."	2265898	bcv_id_20
D010396_induces_D001018	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D006820_induces_D001018	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"Male Sprague-Dawley rats were treated with <span class=""chemical"">[chemical A]</span> (<span class=""chemical"">[chemical A]</span>) 500 mg/kg/day for 10 or 42 days. Pair fed rats served as controls. Changes in aortic morphology were examined by light- and transmission-electron microscopy (TEM). In addition, the endothelial permeability and the penetration through the aortic wall of albumin were studied 10 minutes, 24 and 48 hours after i. v. injection of human serum 131I-albumin (131I-HSA). TEM revealed extensive elastolysis in the arterial wall of <span class=""chemical"">[chemical A]</span>-treated rats, consistent with an inhibitory effect on crosslink formation. In experimental animals excess deposition of collagen and glycoaminoglycans was observed in the subendothelial and medial layer of the aortic wall, together with prominent basal membrane substance around aortic smooth muscle cells. The aorta/serum-ratio and the radioactive build-up 24 and 48 hours after injection of 131I-HSA was reduced in animals treated with <span class=""chemical"">[chemical A]</span> for 42 days, indicating an impeded transmural transport of tracer which may be caused by a steric exclusion effect of abundant <span class=""chemical"">[chemical B]</span>. The endothelial ultrastructure was unaffected by <span class=""chemical"">[chemical A]</span>, and no differences in aortic 131I-HSA radioactivity or aorta/serum-ratio were recorded between experimental and control groups 10 minutes after tracer injection, indicating that the permeability of the endothelial barrier to albumin remained unaffected by <span class=""chemical"">[chemical A]</span> treatment. These observations support the hypothesis that treatment with high doses of <span class=""chemical"">[chemical A]</span> may induce a fibroproliferative response in rat aorta, possibly by an inhibitory effect on the cross-linking of collagen and elastin."	"<span class=""chemical"">[chemical A]</span>-induced <span class=""disease"">[disease P]</span> in rats. The effect of high dose <span class=""chemical"">[chemical A]</span> treatment on aortic permeability to albumin and on the ultrastructure of the vessel."	6666578	bcv_id_21
D002857_induces_D006333	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D002857_induces_D006947	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D002857_induces_D003920	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D002857_induces_D051437	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	D003404_induces_D006333	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	"<p>BACKGROUND: A previous randomized controlled trial evaluating the use of spironolactone in <span class=""disease"">[disease P]</span> patients reported a low risk of <span class=""disease"">[disease Q]</span> (2%) and <span class=""disease"">[disease S]</span> (0%). Because treatments for <span class=""disease"">[disease P]</span> have changed since the benefits of spironolactone were reported, the prevalence of these complications may differ in current clinical practice. We therefore sought to determine the prevalence and clinical associations of <span class=""disease"">[disease Q]</span> and <span class=""disease"">[disease S]</span> in <span class=""disease"">[disease P]</span> patients treated with spironolactone. </p><p>METHODS: We performed a case control study of <span class=""disease"">[disease P]</span> patients treated with spironolactone in our clinical practice. Cases were patients who developed <span class=""disease"">[disease Q]</span> (K(+) >5.0 mEq/L) or <span class=""disease"">[disease S]</span> (<span class=""chemical"">[chemical A]</span> >or=2.5 mg/dL), and they were compared to 2 randomly selected controls per case. Clinical characteristics, medications, and serum chemistries at baseline and follow-up time periods were compared. </p><p>RESULTS: Sixty-seven of 926 patients (7.2%) required discontinuation of spironolactone due to <span class=""disease"">[disease Q]</span> (n = 33) or <span class=""disease"">[disease S]</span> (n = 34). Patients who developed <span class=""disease"">[disease Q]</span> were older and more likely to have <span class=""disease"">[disease R]</span>, had higher baseline serum potassium levels and lower baseline potassium supplement doses, and were more likely to be treated with beta-blockers than controls (n = 134). Patients who developed <span class=""disease"">[disease S]</span> had lower baseline body weight and higher baseline serum <span class=""chemical"">[chemical B]</span>, required higher doses of loop diuretics, and were more likely to be treated with thiazide diuretics than controls. </p><p>CONCLUSIONS: Spironolactone-induced <span class=""disease"">[disease Q]</span> and <span class=""disease"">[disease S]</span> are more common in our clinical experience than reported previously. This difference is explained by patient comorbidities and more frequent use of beta-blockers.</p>"	"Spironolactone-induced <span class=""disease"">[disease S]</span> and <span class=""disease"">[disease Q]</span> in patients with <span class=""disease"">[disease P]</span>."	15632880	bcv_id_22
D003404_induces_D006947	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D003404_induces_D003920	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D003404_induces_D051437	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	D011188_induces_D006333	"<span class=""chemical"">[chemical C]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D011188_induces_D006947	"<span class=""chemical"">[chemical C]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	"<p>BACKGROUND: A previous randomized controlled trial evaluating the use of spironolactone in <span class=""disease"">[disease P]</span> patients reported a low risk of <span class=""disease"">[disease Q]</span> (2%) and <span class=""disease"">[disease S]</span> (0%). Because treatments for <span class=""disease"">[disease P]</span> have changed since the benefits of spironolactone were reported, the prevalence of these complications may differ in current clinical practice. We therefore sought to determine the prevalence and clinical associations of <span class=""disease"">[disease Q]</span> and <span class=""disease"">[disease S]</span> in <span class=""disease"">[disease P]</span> patients treated with spironolactone. </p><p>METHODS: We performed a case control study of <span class=""disease"">[disease P]</span> patients treated with spironolactone in our clinical practice. Cases were patients who developed <span class=""disease"">[disease Q]</span> (<span class=""chemical"">[chemical C]</span>(+) >5.0 mEq/L) or <span class=""disease"">[disease S]</span> (Cr >or=2.5 mg/dL), and they were compared to 2 randomly selected controls per case. Clinical characteristics, medications, and serum chemistries at baseline and follow-up time periods were compared. </p><p>RESULTS: Sixty-seven of 926 patients (7.2%) required discontinuation of spironolactone due to <span class=""disease"">[disease Q]</span> (n = 33) or <span class=""disease"">[disease S]</span> (n = 34). Patients who developed <span class=""disease"">[disease Q]</span> were older and more likely to have <span class=""disease"">[disease R]</span>, had higher baseline serum <span class=""chemical"">[chemical C]</span> levels and lower baseline <span class=""chemical"">[chemical C]</span> supplement doses, and were more likely to be treated with beta-blockers than controls (n = 134). Patients who developed <span class=""disease"">[disease S]</span> had lower baseline body weight and higher baseline serum <span class=""chemical"">[chemical B]</span>, required higher doses of loop diuretics, and were more likely to be treated with thiazide diuretics than controls. </p><p>CONCLUSIONS: Spironolactone-induced <span class=""disease"">[disease Q]</span> and <span class=""disease"">[disease S]</span> are more common in our clinical experience than reported previously. This difference is explained by patient comorbidities and more frequent use of beta-blockers.</p>"	"Spironolactone-induced <span class=""disease"">[disease S]</span> and <span class=""disease"">[disease Q]</span> in patients with <span class=""disease"">[disease P]</span>."	15632880	bcv_id_23
D011188_induces_D003920	"<span class=""chemical"">[chemical C]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D011188_induces_D051437	"<span class=""chemical"">[chemical C]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	D049971_induces_D006333	"<span class=""chemical"">[chemical D]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D049971_induces_D006947	"<span class=""chemical"">[chemical D]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D049971_induces_D003920	"<span class=""chemical"">[chemical D]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	"<p>BACKGROUND: A previous randomized controlled trial evaluating the use of spironolactone in <span class=""disease"">[disease P]</span> patients reported a low risk of <span class=""disease"">[disease Q]</span> (2%) and <span class=""disease"">[disease S]</span> (0%). Because treatments for <span class=""disease"">[disease P]</span> have changed since the benefits of spironolactone were reported, the prevalence of these complications may differ in current clinical practice. We therefore sought to determine the prevalence and clinical associations of <span class=""disease"">[disease Q]</span> and <span class=""disease"">[disease S]</span> in <span class=""disease"">[disease P]</span> patients treated with spironolactone. </p><p>METHODS: We performed a case control study of <span class=""disease"">[disease P]</span> patients treated with spironolactone in our clinical practice. Cases were patients who developed <span class=""disease"">[disease Q]</span> (<span class=""chemical"">[chemical C]</span>(+) >5.0 mEq/L) or <span class=""disease"">[disease S]</span> (Cr >or=2.5 mg/dL), and they were compared to 2 randomly selected controls per case. Clinical characteristics, medications, and serum chemistries at baseline and follow-up time periods were compared. </p><p>RESULTS: Sixty-seven of 926 patients (7.2%) required discontinuation of spironolactone due to <span class=""disease"">[disease Q]</span> (n = 33) or <span class=""disease"">[disease S]</span> (n = 34). Patients who developed <span class=""disease"">[disease Q]</span> were older and more likely to have <span class=""disease"">[disease R]</span>, had higher baseline serum <span class=""chemical"">[chemical C]</span> levels and lower baseline <span class=""chemical"">[chemical C]</span> supplement doses, and were more likely to be treated with beta-blockers than controls (n = 134). Patients who developed <span class=""disease"">[disease S]</span> had lower baseline body weight and higher baseline serum creatinine, required higher doses of loop diuretics, and were more likely to be treated with <span class=""chemical"">[chemical D]</span> diuretics than controls. </p><p>CONCLUSIONS: Spironolactone-induced <span class=""disease"">[disease Q]</span> and <span class=""disease"">[disease S]</span> are more common in our clinical experience than reported previously. This difference is explained by patient comorbidities and more frequent use of beta-blockers.</p>"	"Spironolactone-induced <span class=""disease"">[disease S]</span> and <span class=""disease"">[disease Q]</span> in patients with <span class=""disease"">[disease P]</span>."	15632880	bcv_id_24
