_golden	chemical_id	chemical_name	disease_id	disease_name	form_sentence	original_job_id	pmid	relation_pair_id	sentence_id	uniq_id	verify_relationship_gold	verify_relationship_gold_reason
TRUE	D004110	"<span class=""chemical"">diltiazem</span>"	D062787	"<span class=""disease"">overdose</span>"	"It should be considered early in cases of cardiac arrest after <span class=""chemical"">diltiazem</span> <span class=""disease"">overdose</span>."	762850.0	12101159.0	12101159_D004110_D062787		bcv_easy_834_sent_dev_set_762850	"yes_direct
"	You can overdose on the drug diltiazem.
TRUE	D012110	"<span class=""chemical"">Reserpine</span>"	D014202	"<span class=""disease"">tremor</span>"	"<span class=""chemical"">Reserpine</span> also produced <span class=""disease"">tremor</span> and catalepsy, which are signs suggestive of Parkinson's disease."	762850.0	11999899.0	11999899_D012110_D014202		bcv_easy_2175_sent_dev_set_762850	"yes_direct
"	
TRUE	C018370	"<span class=""chemical"">PREGS</span>"	D000647	"<span class=""disease"">amnesia</span>"	"The memory-enhancing effects of <span class=""chemical"">PREGS</span> and its analogs were tested in the passive avoidance task using the model of scopolamine-induced <span class=""disease"">amnesia</span>."	762850.0	11860495.0	11860495_C018370_D000647		bcv_easy_3086_sent_dev_set_762850	"no_relation
"	The amnesia was caused by scopolamine.
TRUE	D001590	"<span class=""chemical"">benztropine</span>"	D010302	"<span class=""disease"">parkinsonism</span>"	"In a 12-week controlled study ethopropazine was compared to <span class=""chemical"">benztropine</span> in the treatment of <span class=""disease"">parkinsonism</span> induced by fluphenazine enanthate in 60 schizophrenic outpatients."	762850.0	33969.0	33969_D001590_D010302		bcv_easy_2138_sent_dev_set_762850	"no_relation
"	Benztropine is being studied as a treatment for parkinsonism.
TRUE	D015119	"<span class=""chemical"">epsilon-aminocaproic acid</span>"	D012851	"<span class=""disease"">cerebral sinus thrombosis</span>"	"Although increased risk of thromboembolic disease has been reported during treatment with <span class=""chemical"">epsilon-aminocaproic acid</span>, <span class=""disease"">cerebral sinus thrombosis</span> has not been previously described."	762850.0	2339463.0	2339463_D015119_D012851		bcv_easy_43_sent_dev_set_762850	"no_relation
"	The sentence says no known cases of epsilon-aminocaproic acid causing cerebral sinus thrombosis existed before. Although we might want to say that this sentence is reporting the first case, the relation between epsilon-aminocaproic acid and cerebral sinus thrombosis is not explicit here.
TRUE	D010878	"<span class=""chemical"">piperacillin sodium</span>"	D007239	"<span class=""disease"">infections</span>"	"We prospectively compared the efficacy and safety of netilmicin sulfate or tobramycin sulfate in conjunction with <span class=""chemical"">piperacillin sodium</span> in 118 immunocompromised patients with presumed severe <span class=""disease"">infections</span>."	762850.0	3535719.0	3535719_D010878_D007239		bcv_easy_768_sent_dev_set_762850	"no_relation
"	The text seems to say that piperacillin sodium was being tested as a treatment.
TRUE	D004317	"<span class=""chemical"">ADR/adriamycin</span>"	D002318	"<span class=""disease"">cardiovascular toxicity</span>"	"The use of <span class=""chemical"">adriamycin</span> (<span class=""chemical"">ADR</span>) in cancer chemotherapy has been limited due to its cumulative <span class=""disease"">cardiovascular toxicity</span>."	762850.0	9952311.0	9952311_D004317_D002318		bcv_easy_1186_sent_dev_set_762850	"yes_direct
"	
TRUE	D013467	"<span class=""chemical"">sulindac</span>"	D007681	"<span class=""disease"">renal papillary necrosis/RPN</span>"	"A 31-year-old man with rheumatoid arthritis, who had previously been treated with <span class=""chemical"">sulindac</span>, fenoprofen calcium, high dose salicylates and gold salts, developed <span class=""disease"">renal papillary necrosis</span> (<span class=""disease"">RPN</span>) 4 months after institution of naproxen therapy."	762850.0	6699841.0	6699841_D013467_D007681		bcv_easy_840_sent_dev_set_762850	"no_relation
"	"The patient developed renal papillary necrosis only after starting naproxen therapy. The sentence says the man was ""previously treated with sulindac"", which implies that sulindac was not taken at the same time as naproxen."
TRUE	D010862	"<span class=""chemical"">pilocarpine</span>"	D012640	"<span class=""disease"">seizures</span>"	"Steroids with the 3-hydroxy group in the alpha-position and 5-H in the alpha- or beta-configurations were highly effective in protecting against <span class=""chemical"">pilocarpine</span> (416 mg/kg, s.c.)-induced limbic motor <span class=""disease"">seizures</span> and status epilepticus (ED50 values, 7.0-18.7 mg/kg, i.p.)."	762850.0	9121607.0	9121607_D010862_D012640		bcv_easy_2104_sent_dev_set_762850	"yes_direct
"	
TRUE	D000082	"<span class=""chemical"">paracetamol</span>"	D006525	"<span class=""disease"">viral hepatitis</span>"	"Acid protease (cathepsin D) activity was increased about tenfold in patients who died and nearly fourfold in those who survived fulminant hepatic failure after <span class=""chemical"">paracetamol</span> overdose, whereas activities were increased equally in patients with fulminant hepatic failure due to <span class=""disease"">viral hepatitis</span> whether or not they survived."	762850.0	7007443.0	7007443_D000082_D006525		bcv_easy_1359_sent_dev_set_762850	"no_relation
"	Paracetamol overdose causes fulminant hepatic (liver) failure. The text does not say what caused the viral hepatitis.
TRUE	D016202	"<span class=""chemical"">NMDA/N-methyl-D-aspartate</span>"	D012559	"<span class=""disease"">schizophrenia</span>"	"The glutamatergic <span class=""chemical"">N-methyl-D-aspartate</span> (<span class=""chemical"">NMDA</span>) receptor has been implicated in the pathophysiology of <span class=""disease"">schizophrenia</span>."	762850.0	20727411.0	20727411_D016202_D012559		bcv_easy_2627_sent_dev_set_762850	"no_relation
"	The NMDA receptor is involved in schizophrenia, not the chemical NMDA.
TRUE	D010396	"<span class=""chemical"">D-penicillamine</span>"	D008105	"<span class=""disease"">primary biliary cirrhosis</span>"	"A case of polymyositis in a patient with <span class=""disease"">primary biliary cirrhosis</span> treated with <span class=""chemical"">D-penicillamine</span>."	762850.0	8268147.0	8268147_D010396_D008105		bcv_easy_2535_sent_dev_set_762850	"no_relation
"	D-penicillamine seems to have been used to treat primary biliary cirrhosis.
TRUE	D011692	"<span class=""chemical"">puromycin aminonucleoside/PAN</span>"	D058186	"<span class=""disease"">Acute experimental models of renal damage</span>"	"<span class=""disease"">Acute experimental models of renal damage</span> to the proximal tubular, glomerular, and papillary regions of the rat were produced by administration of hexachloro-1:3-butadiene (HCBD), <span class=""chemical"">puromycin aminonucleoside</span> (<span class=""chemical"">PAN</span>), and 2-bromoethylamine (BEA), respectively."	762850.0	3653576.0	3653576_D011692_D058186		bcv_easy_1663_sent_dev_set_762850	"yes_direct
"	Three chemicals all produced acute experimental models of renal damage.
TRUE	D013619	"<span class=""chemical"">Tacrine</span>"	D012640	"<span class=""disease"">seizures</span>"	"<span class=""chemical"">Tacrine</span>, administered in LiCl pre-treated rats, induces electrocorticographic <span class=""disease"">seizures</span> and delayed hippocampal damage."	762850.0	19944736.0	19944736_D013619_D012640		bcv_easy_1618_sent_dev_set_762850	"yes_direct
"	
TRUE	D020123	"<span class=""chemical"">sirolimus</span>"	D011565	"<span class=""disease"">psoriasis</span>"	"Activated peripheral blood T cells from patients with <span class=""disease"">psoriasis</span> tended to exhibit greater spontaneous or dexamethasone-induced apoptosis than did normal T cells, particularly in the presence of <span class=""chemical"">sirolimus</span>."	762850.0	10328196.0	10328196_D020123_D011565		bcv_easy_3112_sent_dev_set_762850	"no_relation
"	Sirolimus made T cells undergo apoptosis (cell death) faster, but sirolimus is not stated to have caused psoriasis.
TRUE	C107135	"<span class=""chemical"">everolimus</span>"	D009190	"<span class=""disease"">MDS/myelodysplastic syndrome</span>"	"We report on a combination of <span class=""chemical"">everolimus</span> and tacrolimus in 24 patients (median age, 62 years) with either <span class=""disease"">myelodysplastic syndrome</span> (<span class=""disease"">MDS</span>; n = 17) or acute myeloid leukemia (AML; n = 7) undergoing intensive conditioning followed by HSCT from related (n = 4) or unrelated (n = 20) donors."	762850.0	19135948.0	19135948_C107135_D009190		bcv_easy_161_sent_dev_set_762850	"no_relation
"	Everolimus was used in patients with myelodysplastic syndrome, but the text does not say everolimus caused MDS.
TRUE	D013390	"<span class=""chemical"">succinylcholine</span>"	D063806	"<span class=""disease"">myalgia</span>"	"In conclusion, there is no evidence for an inflammatory origin of <span class=""chemical"">succinylcholine</span>-associated <span class=""disease"">myalgia</span>."	762850.0	12760988.0	12760988_D013390_D063806		bcv_easy_3068_sent_dev_set_762850	"yes_direct
"	"The sentence says that there is no evidence for an ""inflammatory origin"" of myalgia caused by succinylcholine. This does not mean that succinylcholine cannot cause myalgia."
TRUE	D000809	"<span class=""chemical"">angiotensin</span>"	D009404	"<span class=""disease"">NS/nephrotic syndrome</span>"	"Plasma concentration and urine excretion of the renin-<span class=""chemical"">angiotensin</span> system proteins are altered in rats with <span class=""disease"">nephrotic syndrome</span> (<span class=""disease"">NS</span>)."	762850.0	9154656.0	9154656_D000809_D009404		bcv_easy_2019_sent_dev_set_762850	"no_relation
"	The renin-angiotensin system protein levels were different in rats with nephrotic syndrome.
TRUE	C024224	"<span class=""chemical"">naloxazone</span>"	D007035	"<span class=""disease"">hypothermia</span>"	"Pretreatment with <span class=""chemical"">naloxazone</span> significantly blocked morphine analgesia, catalepsy and <span class=""disease"">hypothermia</span> at a dose which completely eliminated high-affinity binding in brain membranes."	762850.0	6308526.0	6308526_C024224_D007035		bcv_easy_2753_sent_dev_set_762850	"no_relation
"	Naloxazone made hypothermia better.
TRUE	C005618	"<span class=""chemical"">benzoylecgonine</span>"	D003693	"<span class=""disease"">EDDs</span>"	"<span class=""disease"">EDDs</span> had concentrations of cocaine and <span class=""chemical"">benzoylecgonine</span> in autopsy blood that were similar to those for controls."	762850.0	8988571.0	8988571_C005618_D003693		bcv_easy_3013_sent_dev_set_762850	"no_relation
"	
TRUE	D008625	"<span class=""chemical"">Tiopronin</span>"	D001172	"<span class=""disease"">RA</span>"	"Compared to healthy controls a lower DR5 frequency was observed in patients with <span class=""disease"">RA</span> except for the <span class=""chemical"">Tiopronin</span> related nephritis group."	762850.0	3084782.0	3084782_D008625_D001172		bcv_easy_3042_sent_dev_set_762850	"no_relation
"	
TRUE	D008094	"<span class=""chemical"">lithium</span>"	D014262	"<span class=""disease"">tricuspid regurgitation</span>"	"A newborn with massive <span class=""disease"">tricuspid regurgitation</span>, atrial flutter, congestive heart failure, and a high serum <span class=""chemical"">lithium</span> level is described."	762850.0	6794356.0	6794356_D008094_D014262		bcv_easy_2_sent_dev_set_762850	"no_relation
"	Although the newborn had both tricuspid regurgitation and high blood lithium levels, the sentence does not say that the lithium is what caused the tricuspid regurgitation.
TRUE	C020976	"<span class=""chemical"">azelastine</span>"	D013651	"<span class=""disease"">altered taste perception</span>"	"Drowsiness and <span class=""disease"">altered taste perception</span> were increased significantly over placebo only in the high-dose <span class=""chemical"">azelastine</span> group."	762850.0	3057041.0	3057041_C020976_D013651		bcv_easy_974_sent_dev_set_762850	"yes_direct
"	Azelastine caused drowsiness and altered taste perception whereas the placebo (no chemical given) did not.
TRUE	D011433	"<span class=""chemical"">propranolol</span>"	D011928	"<span class=""disease"">Raynaud's phenomenon</span>"	"Other adverse reactions significantly linked with active drugs include impaired glucose tolerance in men and women and gout in men, associated with bendrofluazide treatment, and <span class=""disease"">Raynaud's phenomenon</span> and dyspnoea in men and women taking <span class=""chemical"">propranolol</span>."	762850.0	6115999.0	6115999_D011433_D011928		bcv_easy_864_sent_dev_set_762850	"yes_direct
"	Raynaud's phenomenon is given as an example of an adverse reaction linked with drugs (in this case propranolol).
TRUE	D004837	"<span class=""chemical"">adrenaline</span>"	D001919	"<span class=""disease"">bradycardia</span>"	"Intravenous pretreatment of the rats with diazepam, although causing no change in the <span class=""chemical"">adrenaline</span>-induced pressor effect, did enhance the <span class=""chemical"">adrenaline</span>-induced reflex <span class=""disease"">bradycardia</span>."	762850.0	2894433.0	2894433_D004837_D001919		bcv_easy_2376_sent_dev_set_762850	"yes_direct
"	
TRUE	D000431	"<span class=""chemical"">alcohol</span>"	D000437	"<span class=""disease"">alcohol abuse</span>"	"The patient had a history of <span class=""disease"">alcohol abuse</span>; <span class=""chemical"">alcohol</span> intake as well as withdrawal can also cause seizures."	762850.0	11573852.0	11573852_D000431_D000437		bcv_easy_102_sent_dev_set_762850	"no_relation
"	Alcohol is mentioned as something that might cause seizures. The sentence does not say that alcohol causes alcohol abuse!
TRUE	C047426	"<span class=""chemical"">venlafaxine</span>"	D020230	"<span class=""disease"">Serotonin syndrome</span>"	"<span class=""disease"">Serotonin syndrome</span> from <span class=""chemical"">venlafaxine</span>-tranylcypromine interaction."	762850.0	8888541.0	8888541_C047426_D020230		bcv_easy_2054_sent_dev_set_762850	"yes_direct
"	
TRUE	D013438	"<span class=""chemical"">thiol</span>"	D008175	"<span class=""disease"">lung cancer</span>"	"The protective effect of oral administration of the <span class=""chemical"">thiol</span> compound sodium 2-mercaptoethane sulphonate (MESNA) against urothelial toxicity induced by ifosfamide (IF) was tested in a group of 45 patients with inoperable <span class=""disease"">lung cancer</span> under treatment with IF (2250 mg/m2 on days 2-5) as part of a polychemotherapy regimen repeated in a 4-week cycle."	762850.0	6402369.0	6402369_D013438_D008175		bcv_easy_3143_sent_dev_set_762850	"no_relation
"	The subject of the sentence is sodium 2-mercaptoethane sulphonate, not thiol.
TRUE	D006493	"<span class=""chemical"">heparin</span>"	D013923	"<span class=""disease"">thromboembolism</span>"	"MEASUREMENTS: Platelet counts, onset of objectively determined <span class=""disease"">thromboembolism</span>, results of <span class=""chemical"">heparin</span>-induced platelet factor 4 antibody tests, and outcomes."	762850.0	11827497.0	11827497_D006493_D013923		bcv_easy_2916_sent_dev_set_762850	"no_relation
"	The sentence lists some things that were measured.
