disease_id	disease_name	drug_id	drug_name	form_abstract	form_title	pmid	uniq_id
D014474	"<span class=""disease"">Loss of consciousness</span>"	D013874	"<span class=""chemical"">Thiopentone</span>"	"This study investigated propofol injection pain in patients undergoing ambulatory anaesthesia. In a randomized, double-blind trial, 90 women were allocated to receive one of three treatments prior to induction of anaesthesia with propofol. Patients in Group C received 2 ml normal saline, Group L, 2 ml, lidocaine 2% (40 mg) and Group T, 2 ml <span class=""chemical"">thiopentone</span> 2.5% (50 mg). Venous discomfort was assessed with a visual analogue scale (VAS) 5-15 sec after commencing propofol administration using an infusion pump (rate 1000 micrograms.kg-1.min-1). <span class=""disease"">Loss of consciousness</span> occurred in 60-90 sec. Visual analogue scores (mean +/- SD) during induction were lower in Groups L (3.3 +/- 2.5) and T (4.1 +/- 2.7) than in Group C (5.6 +/- 2.3); P = 0.0031. The incidence of venous discomfort was lower in Group L (76.6%; P < 0.05) than in Group C (100%) but not different from Group T (90%). The VAS scores for recall of pain in the recovery room were correlated with the VAS scores during induction (r = 0.7045; P < 0.0001). Recovery room discharge times were similar: C (75.9 +/- 19.4 min); L 73.6 +/- 21.6 min); T (77.1 +/- 18.9 min). Assessing their overall satisfaction, 89.7% would choose propofol anaesthesia again. We conclude that lidocaine reduces the incidence and severity of propofol injection pain in ambulatory patients whereas <span class=""chemical"">thiopentone</span> only reduces its severity."	"<span class=""chemical"">Thiopentone</span> pretreatment for propofol injection pain in ambulatory patients."	8595686	bcv_hard_20
D014474	"<span class=""disease"">Loss of consciousness</span>"	D008012	"<span class=""chemical"">lidocaine</span>"	"This study investigated propofol injection pain in patients undergoing ambulatory anaesthesia. In a randomized, double-blind trial, 90 women were allocated to receive one of three treatments prior to induction of anaesthesia with propofol. Patients in Group C received 2 ml normal saline, Group L, 2 ml, <span class=""chemical"">lidocaine</span> 2% (40 mg) and Group T, 2 ml thiopentone 2.5% (50 mg). Venous discomfort was assessed with a visual analogue scale (VAS) 5-15 sec after commencing propofol administration using an infusion pump (rate 1000 micrograms.kg-1.min-1). <span class=""disease"">Loss of consciousness</span> occurred in 60-90 sec. Visual analogue scores (mean +/- SD) during induction were lower in Groups L (3.3 +/- 2.5) and T (4.1 +/- 2.7) than in Group C (5.6 +/- 2.3); P = 0.0031. The incidence of venous discomfort was lower in Group L (76.6%; P < 0.05) than in Group C (100%) but not different from Group T (90%). The VAS scores for recall of pain in the recovery room were correlated with the VAS scores during induction (r = 0.7045; P < 0.0001). Recovery room discharge times were similar: C (75.9 +/- 19.4 min); L 73.6 +/- 21.6 min); T (77.1 +/- 18.9 min). Assessing their overall satisfaction, 89.7% would choose propofol anaesthesia again. We conclude that <span class=""chemical"">lidocaine</span> reduces the incidence and severity of propofol injection pain in ambulatory patients whereas thiopentone only reduces its severity."	Thiopentone pretreatment for propofol injection pain in ambulatory patients.	8595686	bcv_hard_21
D003643	"<span class=""disease"">death</span>"	D010862	"<span class=""chemical"">pilocarpine</span>"	"Mitochondrial abnormalities have been associated with several aspects of epileptogenesis, such as energy generation, control of cell <span class=""disease"">death</span>, neurotransmitter synthesis, and free radical (FR) production. Increased production of FRs may cause mtDNA damage leading to decreased activities of oxidative phosphorylation complexes containing mtDNA-encoded subunits. In this study, we investigated whether increased generation of FR during status epilepticus would be sufficient to provoke abnormalities in mtDNA and in the expression and activity of cytochrome c oxidase (CCO), complex IV of the respiratory chain, in the chronic phase of the <span class=""chemical"">pilocarpine</span> model of temporal lobe epilepsy. DNA analysis revealed low amounts of a 4.8 kb mtDNA deletion but with no differences in frequency or quantity in the control and experimental groups. We did not find abnormalities in the expression and distribution of an mtDNA-encoded subunit of CCO (CCO-I) or a relative decrease in CCO-I when compared with nuclear-encoded subunits (CCO-IV and SDH-fp). No abnormality in CCO activity was observed through histochemistry. Although evidences of mitochondrial abnormalities were found in previously published studies, our results do not suggest that the FRs, generated during the acute phase, determined important abnormalities in mtDNA, in expression of CCO-I, and in CCO activity."	"Investigation of mitochondrial involvement in the experimental model of epilepsy induced by <span class=""chemical"">pilocarpine</span>."	16337777	bcv_hard_22
D028361	"<span class=""disease"">Mitochondrial abnormalities</span>"	D010862	"<span class=""chemical"">pilocarpine</span>"	"<span class=""disease"">Mitochondrial abnormalities</span> have been associated with several aspects of epileptogenesis, such as energy generation, control of cell death, neurotransmitter synthesis, and free radical (FR) production. Increased production of FRs may cause mtDNA damage leading to decreased activities of oxidative phosphorylation complexes containing mtDNA-encoded subunits. In this study, we investigated whether increased generation of FR during status epilepticus would be sufficient to provoke abnormalities in mtDNA and in the expression and activity of cytochrome c oxidase (CCO), complex IV of the respiratory chain, in the chronic phase of the <span class=""chemical"">pilocarpine</span> model of temporal lobe epilepsy. DNA analysis revealed low amounts of a 4.8 kb mtDNA deletion but with no differences in frequency or quantity in the control and experimental groups. We did not find abnormalities in the expression and distribution of an mtDNA-encoded subunit of CCO (CCO-I) or a relative decrease in CCO-I when compared with nuclear-encoded subunits (CCO-IV and SDH-fp). No abnormality in CCO activity was observed through histochemistry. Although evidences of <span class=""disease"">mitochondrial abnormalities</span> were found in previously published studies, our results do not suggest that the FRs, generated during the acute phase, determined important abnormalities in mtDNA, in expression of CCO-I, and in CCO activity."	"Investigation of mitochondrial involvement in the experimental model of epilepsy induced by <span class=""chemical"">pilocarpine</span>."	16337777	bcv_hard_23
D004827	"<span class=""disease"">epilepsy</span>"	D010862	"<span class=""chemical"">pilocarpine</span>"	"Mitochondrial abnormalities have been associated with several aspects of epileptogenesis, such as energy generation, control of cell death, neurotransmitter synthesis, and free radical (FR) production. Increased production of FRs may cause mtDNA damage leading to decreased activities of oxidative phosphorylation complexes containing mtDNA-encoded subunits. In this study, we investigated whether increased generation of FR during status epilepticus would be sufficient to provoke abnormalities in mtDNA and in the expression and activity of cytochrome c oxidase (CCO), complex IV of the respiratory chain, in the chronic phase of the <span class=""chemical"">pilocarpine</span> model of temporal lobe epilepsy. DNA analysis revealed low amounts of a 4.8 kb mtDNA deletion but with no differences in frequency or quantity in the control and experimental groups. We did not find abnormalities in the expression and distribution of an mtDNA-encoded subunit of CCO (CCO-I) or a relative decrease in CCO-I when compared with nuclear-encoded subunits (CCO-IV and SDH-fp). No abnormality in CCO activity was observed through histochemistry. Although evidences of mitochondrial abnormalities were found in previously published studies, our results do not suggest that the FRs, generated during the acute phase, determined important abnormalities in mtDNA, in expression of CCO-I, and in CCO activity."	"Investigation of mitochondrial involvement in the experimental model of <span class=""disease"">epilepsy</span> induced by <span class=""chemical"">pilocarpine</span>."	16337777	bcv_hard_24
D009408|D020425	"<span class=""disease"">Compression neuropathy of the radial nerve</span>"	D010423	"<span class=""chemical"">pentazocine</span>"	"Fibrous myopathy is a common, well-known side effect of repeated <span class=""chemical"">pentazocine</span> injection. However, compression neuropathy due to fibrotic muscle affected by <span class=""chemical"">pentazocine</span>-induced myopathy has not previously been reported. In a 37-year-old woman with documented <span class=""chemical"">pentazocine</span>-induced fibrous myopathy of triceps and deltoid muscles bilaterally and a three-week history of right wrist drop, electrodiagnostic examination showed a severe but partial lesion of the right radial nerve distal to the branches to the triceps, in addition to the fibrous myopathy. Surgery revealed the right radial nerve to be severely compressed by the densely fibrotic lateral head of the triceps. Decompression and neurolysis were performed with good subsequent recovery of function."	"<span class=""disease"">Compression neuropathy of the radial nerve</span> due to <span class=""chemical"">pentazocine</span>-induced fibrous myopathy."	3800626	bcv_hard_25
D006319	"<span class=""disease"">sensorineural hearing loss</span>"	D011318	"<span class=""chemical"">prilocaine</span>"	"The cause of hearing loss after spinal anaesthesia is unknown. Up until now, the only factor studied has been the effect of the diameter of the spinal needle on post-operative <span class=""disease"">sensorineural hearing loss</span>. The aim of this study was to describe this hearing loss and to investigate other factors influencing the degree of hearing loss. Two groups of 22 similar patients were studied: one group received 6 mL <span class=""chemical"">prilocaine</span> 2%; and the other received 3 mL bupivacaine 0.5%. Patients given <span class=""chemical"">prilocaine</span> were more likely to develop hearing loss (10 out of 22) than those given bupivacaine (4 out of 22) (P < 0.05). The average hearing loss for speech frequencies was about 10 dB after <span class=""chemical"">prilocaine</span> and 15 dB after bupivacaine. None of the patients complained of subjective hearing loss. Long-term follow-up of the patients was not possible."	The effect of different anaesthetic agents in hearing loss following spinal anaesthesia.	9522143	bcv_hard_26
D006319	"<span class=""disease"">sensorineural hearing loss</span>"	D002045	"<span class=""chemical"">bupivacaine</span>"	"The cause of hearing loss after spinal anaesthesia is unknown. Up until now, the only factor studied has been the effect of the diameter of the spinal needle on post-operative <span class=""disease"">sensorineural hearing loss</span>. The aim of this study was to describe this hearing loss and to investigate other factors influencing the degree of hearing loss. Two groups of 22 similar patients were studied: one group received 6 mL prilocaine 2%; and the other received 3 mL <span class=""chemical"">bupivacaine</span> 0.5%. Patients given prilocaine were more likely to develop hearing loss (10 out of 22) than those given <span class=""chemical"">bupivacaine</span> (4 out of 22) (P < 0.05). The average hearing loss for speech frequencies was about 10 dB after prilocaine and 15 dB after <span class=""chemical"">bupivacaine</span>. None of the patients complained of subjective hearing loss. Long-term follow-up of the patients was not possible."	The effect of different anaesthetic agents in hearing loss following spinal anaesthesia.	9522143	bcv_hard_27
D009135	"<span class=""disease"">myopathy</span>"	D008727	"<span class=""chemical"">methotrexate</span>"	"Statins can cause a necrotizing <span class=""disease"">myopathy</span> and hyperCKaemia which is reversible on cessation of the drug. What is less well known is a phenomenon whereby statins may induce a <span class=""disease"">myopathy</span>, which persists or may progress after stopping the drug. We investigated the muscle pathology in 8 such cases. All had myofibre necrosis but only 3 had an inflammatory infiltrate. In all cases there was diffuse or multifocal up-regulation of MHC-I expression even in non-necrotic fibres. Progressive improvement occurred in 7 cases after commencement of prednisolone and <span class=""chemical"">methotrexate</span>, and in one case spontaneously. These observations suggest that statins may initiate an immune-mediated <span class=""disease"">myopathy</span> that persists after withdrawal of the drug and responds to immunosuppressive therapy. The mechanism of this <span class=""disease"">myopathy</span> is uncertain but may involve the induction by statins of an endoplasmic reticulum stress response with associated up-regulation of MHC-I expression and antigen presentation by muscle fibres."	"Progressive <span class=""disease"">myopathy</span> with up-regulation of MHC-I associated with statin therapy."	17241784	bcv_hard_28
D009336	"<span class=""disease"">necrosis/necrotic</span>"	D008727	"<span class=""chemical"">methotrexate</span>"	"Statins can cause a necrotizing myopathy and hyperCKaemia which is reversible on cessation of the drug. What is less well known is a phenomenon whereby statins may induce a myopathy, which persists or may progress after stopping the drug. We investigated the muscle pathology in 8 such cases. All had myofibre <span class=""disease"">necrosis</span> but only 3 had an inflammatory infiltrate. In all cases there was diffuse or multifocal up-regulation of MHC-I expression even in non-<span class=""disease"">necrotic</span> fibres. Progressive improvement occurred in 7 cases after commencement of prednisolone and <span class=""chemical"">methotrexate</span>, and in one case spontaneously. These observations suggest that statins may initiate an immune-mediated myopathy that persists after withdrawal of the drug and responds to immunosuppressive therapy. The mechanism of this myopathy is uncertain but may involve the induction by statins of an endoplasmic reticulum stress response with associated up-regulation of MHC-I expression and antigen presentation by muscle fibres."	Progressive myopathy with up-regulation of MHC-I associated with statin therapy.	17241784	bcv_hard_29
D009336	"<span class=""disease"">necrosis/necrotic</span>"	D019821	"<span class=""chemical"">statin/Statins</span>"	"<span class=""chemical"">Statins</span> can cause a necrotizing myopathy and hyperCKaemia which is reversible on cessation of the drug. What is less well known is a phenomenon whereby <span class=""chemical"">statins</span> may induce a myopathy, which persists or may progress after stopping the drug. We investigated the muscle pathology in 8 such cases. All had myofibre <span class=""disease"">necrosis</span> but only 3 had an inflammatory infiltrate. In all cases there was diffuse or multifocal up-regulation of MHC-I expression even in non-<span class=""disease"">necrotic</span> fibres. Progressive improvement occurred in 7 cases after commencement of prednisolone and methotrexate, and in one case spontaneously. These observations suggest that <span class=""chemical"">statins</span> may initiate an immune-mediated myopathy that persists after withdrawal of the drug and responds to immunosuppressive therapy. The mechanism of this myopathy is uncertain but may involve the induction by <span class=""chemical"">statins</span> of an endoplasmic reticulum stress response with associated up-regulation of MHC-I expression and antigen presentation by muscle fibres."	"Progressive myopathy with up-regulation of MHC-I associated with <span class=""chemical"">statin</span> therapy."	17241784	bcv_hard_30
D009135	"<span class=""disease"">myopathy</span>"	D011239	"<span class=""chemical"">prednisolone</span>"	"Statins can cause a necrotizing <span class=""disease"">myopathy</span> and hyperCKaemia which is reversible on cessation of the drug. What is less well known is a phenomenon whereby statins may induce a <span class=""disease"">myopathy</span>, which persists or may progress after stopping the drug. We investigated the muscle pathology in 8 such cases. All had myofibre necrosis but only 3 had an inflammatory infiltrate. In all cases there was diffuse or multifocal up-regulation of MHC-I expression even in non-necrotic fibres. Progressive improvement occurred in 7 cases after commencement of <span class=""chemical"">prednisolone</span> and methotrexate, and in one case spontaneously. These observations suggest that statins may initiate an immune-mediated <span class=""disease"">myopathy</span> that persists after withdrawal of the drug and responds to immunosuppressive therapy. The mechanism of this <span class=""disease"">myopathy</span> is uncertain but may involve the induction by statins of an endoplasmic reticulum stress response with associated up-regulation of MHC-I expression and antigen presentation by muscle fibres."	"Progressive <span class=""disease"">myopathy</span> with up-regulation of MHC-I associated with statin therapy."	17241784	bcv_hard_31
D009336	"<span class=""disease"">necrosis/necrotic</span>"	D011239	"<span class=""chemical"">prednisolone</span>"	"Statins can cause a necrotizing myopathy and hyperCKaemia which is reversible on cessation of the drug. What is less well known is a phenomenon whereby statins may induce a myopathy, which persists or may progress after stopping the drug. We investigated the muscle pathology in 8 such cases. All had myofibre <span class=""disease"">necrosis</span> but only 3 had an inflammatory infiltrate. In all cases there was diffuse or multifocal up-regulation of MHC-I expression even in non-<span class=""disease"">necrotic</span> fibres. Progressive improvement occurred in 7 cases after commencement of <span class=""chemical"">prednisolone</span> and methotrexate, and in one case spontaneously. These observations suggest that statins may initiate an immune-mediated myopathy that persists after withdrawal of the drug and responds to immunosuppressive therapy. The mechanism of this myopathy is uncertain but may involve the induction by statins of an endoplasmic reticulum stress response with associated up-regulation of MHC-I expression and antigen presentation by muscle fibres."	Progressive myopathy with up-regulation of MHC-I associated with statin therapy.	17241784	bcv_hard_32
D004827	"<span class=""disease"">epilepsy</span>"	C009265	"<span class=""chemical"">levodopa/carbidopa/carbidopa/levodopa</span>"	"Two patients with similar clinical features are presented: both patients had chronic renal failure, on hemodialysis for many years but recently begun on a high-flux dialyzer; both had been receiving a <span class=""chemical"">carbidopa/levodopa</span> preparation; and both had the onset of hallucinosis and recurrent seizures, which were refractory to anticonvulsants. The first patient died without a diagnosis; the second patient had a dramatic recovery following the administration of vitamin B6. Neither patient was considered to have a renal state sufficiently severe enough to explain their presentation."	"Serial <span class=""disease"">epilepsy</span> caused by <span class=""chemical"">levodopa/carbidopa</span> administration in two patients on hemodialysis."	2265898	bcv_hard_33
D001523	"<span class=""disease"">hallucinosis</span>"	D025101	"<span class=""chemical"">vitamin B6</span>"	"Two patients with similar clinical features are presented: both patients had chronic renal failure, on hemodialysis for many years but recently begun on a high-flux dialyzer; both had been receiving a carbidopa/levodopa preparation; and both had the onset of <span class=""disease"">hallucinosis</span> and recurrent seizures, which were refractory to anticonvulsants. The first patient died without a diagnosis; the second patient had a dramatic recovery following the administration of <span class=""chemical"">vitamin B6</span>. Neither patient was considered to have a renal state sufficiently severe enough to explain their presentation."	Serial epilepsy caused by levodopa/carbidopa administration in two patients on hemodialysis.	2265898	bcv_hard_34
D012640	"<span class=""disease"">seizures</span>"	D025101	"<span class=""chemical"">vitamin B6</span>"	"Two patients with similar clinical features are presented: both patients had chronic renal failure, on hemodialysis for many years but recently begun on a high-flux dialyzer; both had been receiving a carbidopa/levodopa preparation; and both had the onset of hallucinosis and recurrent <span class=""disease"">seizures</span>, which were refractory to anticonvulsants. The first patient died without a diagnosis; the second patient had a dramatic recovery following the administration of <span class=""chemical"">vitamin B6</span>. Neither patient was considered to have a renal state sufficiently severe enough to explain their presentation."	Serial epilepsy caused by levodopa/carbidopa administration in two patients on hemodialysis.	2265898	bcv_hard_35
D004827	"<span class=""disease"">epilepsy</span>"	D025101	"<span class=""chemical"">vitamin B6</span>"	"Two patients with similar clinical features are presented: both patients had chronic renal failure, on hemodialysis for many years but recently begun on a high-flux dialyzer; both had been receiving a carbidopa/levodopa preparation; and both had the onset of hallucinosis and recurrent seizures, which were refractory to anticonvulsants. The first patient died without a diagnosis; the second patient had a dramatic recovery following the administration of <span class=""chemical"">vitamin B6</span>. Neither patient was considered to have a renal state sufficiently severe enough to explain their presentation."	"Serial <span class=""disease"">epilepsy</span> caused by levodopa/carbidopa administration in two patients on hemodialysis."	2265898	bcv_hard_36
D007676	"<span class=""disease"">chronic renal failure</span>"	D025101	"<span class=""chemical"">vitamin B6</span>"	"Two patients with similar clinical features are presented: both patients had <span class=""disease"">chronic renal failure</span>, on hemodialysis for many years but recently begun on a high-flux dialyzer; both had been receiving a carbidopa/levodopa preparation; and both had the onset of hallucinosis and recurrent seizures, which were refractory to anticonvulsants. The first patient died without a diagnosis; the second patient had a dramatic recovery following the administration of <span class=""chemical"">vitamin B6</span>. Neither patient was considered to have a renal state sufficiently severe enough to explain their presentation."	Serial epilepsy caused by levodopa/carbidopa administration in two patients on hemodialysis.	2265898	bcv_hard_37
D001018	"<span class=""disease"">angiopathy</span>"	D010396	"<span class=""chemical"">D-penicillamine/D-pen</span>"	"Male Sprague-Dawley rats were treated with <span class=""chemical"">D-penicillamine</span> (<span class=""chemical"">D-pen</span>) 500 mg/kg/day for 10 or 42 days. Pair fed rats served as controls. Changes in aortic morphology were examined by light- and transmission-electron microscopy (TEM). In addition, the endothelial permeability and the penetration through the aortic wall of albumin were studied 10 minutes, 24 and 48 hours after i. v. injection of human serum 131I-albumin (131I-HSA). TEM revealed extensive elastolysis in the arterial wall of <span class=""chemical"">D-pen</span>-treated rats, consistent with an inhibitory effect on crosslink formation. In experimental animals excess deposition of collagen and glycoaminoglycans was observed in the subendothelial and medial layer of the aortic wall, together with prominent basal membrane substance around aortic smooth muscle cells. The aorta/serum-ratio and the radioactive build-up 24 and 48 hours after injection of 131I-HSA was reduced in animals treated with <span class=""chemical"">D-pen</span> for 42 days, indicating an impeded transmural transport of tracer which may be caused by a steric exclusion effect of abundant hyaluronate. The endothelial ultrastructure was unaffected by <span class=""chemical"">D-pen</span>, and no differences in aortic 131I-HSA radioactivity or aorta/serum-ratio were recorded between experimental and control groups 10 minutes after tracer injection, indicating that the permeability of the endothelial barrier to albumin remained unaffected by <span class=""chemical"">D-pen</span> treatment. These observations support the hypothesis that treatment with high doses of <span class=""chemical"">D-pen</span> may induce a fibroproliferative response in rat aorta, possibly by an inhibitory effect on the cross-linking of collagen and elastin."	"<span class=""chemical"">D-penicillamine</span>-induced <span class=""disease"">angiopathy</span> in rats. The effect of high dose <span class=""chemical"">D-penicillamine</span> treatment on aortic permeability to albumin and on the ultrastructure of the vessel."	6666578	bcv_hard_38
D001018	"<span class=""disease"">angiopathy</span>"	D006820	"<span class=""chemical"">hyaluronate</span>"	"Male Sprague-Dawley rats were treated with D-penicillamine (D-pen) 500 mg/kg/day for 10 or 42 days. Pair fed rats served as controls. Changes in aortic morphology were examined by light- and transmission-electron microscopy (TEM). In addition, the endothelial permeability and the penetration through the aortic wall of albumin were studied 10 minutes, 24 and 48 hours after i. v. injection of human serum 131I-albumin (131I-HSA). TEM revealed extensive elastolysis in the arterial wall of D-pen-treated rats, consistent with an inhibitory effect on crosslink formation. In experimental animals excess deposition of collagen and glycoaminoglycans was observed in the subendothelial and medial layer of the aortic wall, together with prominent basal membrane substance around aortic smooth muscle cells. The aorta/serum-ratio and the radioactive build-up 24 and 48 hours after injection of 131I-HSA was reduced in animals treated with D-pen for 42 days, indicating an impeded transmural transport of tracer which may be caused by a steric exclusion effect of abundant <span class=""chemical"">hyaluronate</span>. The endothelial ultrastructure was unaffected by D-pen, and no differences in aortic 131I-HSA radioactivity or aorta/serum-ratio were recorded between experimental and control groups 10 minutes after tracer injection, indicating that the permeability of the endothelial barrier to albumin remained unaffected by D-pen treatment. These observations support the hypothesis that treatment with high doses of D-pen may induce a fibroproliferative response in rat aorta, possibly by an inhibitory effect on the cross-linking of collagen and elastin."	"D-penicillamine-induced <span class=""disease"">angiopathy</span> in rats. The effect of high dose D-penicillamine treatment on aortic permeability to albumin and on the ultrastructure of the vessel."	6666578	bcv_hard_39
D006333	"<span class=""disease"">heart failure</span>"	D002857	"<span class=""chemical"">Cr</span>"	"<p>BACKGROUND: A previous randomized controlled trial evaluating the use of spironolactone in <span class=""disease"">heart failure</span> patients reported a low risk of hyperkalemia (2%) and renal insufficiency (0%). Because treatments for <span class=""disease"">heart failure</span> have changed since the benefits of spironolactone were reported, the prevalence of these complications may differ in current clinical practice. We therefore sought to determine the prevalence and clinical associations of hyperkalemia and renal insufficiency in <span class=""disease"">heart failure</span> patients treated with spironolactone. </p><p>METHODS: We performed a case control study of <span class=""disease"">heart failure</span> patients treated with spironolactone in our clinical practice. Cases were patients who developed hyperkalemia (K(+) >5.0 mEq/L) or renal insufficiency (<span class=""chemical"">Cr</span> >or=2.5 mg/dL), and they were compared to 2 randomly selected controls per case. Clinical characteristics, medications, and serum chemistries at baseline and follow-up time periods were compared. </p><p>RESULTS: Sixty-seven of 926 patients (7.2%) required discontinuation of spironolactone due to hyperkalemia (n = 33) or renal failure (n = 34). Patients who developed hyperkalemia were older and more likely to have diabetes, had higher baseline serum potassium levels and lower baseline potassium supplement doses, and were more likely to be treated with beta-blockers than controls (n = 134). Patients who developed renal insufficiency had lower baseline body weight and higher baseline serum creatinine, required higher doses of loop diuretics, and were more likely to be treated with thiazide diuretics than controls. </p><p>CONCLUSIONS: Spironolactone-induced hyperkalemia and renal insufficiency are more common in our clinical experience than reported previously. This difference is explained by patient comorbidities and more frequent use of beta-blockers.</p>"	"Spironolactone-induced renal insufficiency and hyperkalemia in patients with <span class=""disease"">heart failure</span>."	15632880	bcv_hard_40
D003920	"<span class=""disease"">diabetes</span>"	D002857	"<span class=""chemical"">Cr</span>"	"<p>BACKGROUND: A previous randomized controlled trial evaluating the use of spironolactone in heart failure patients reported a low risk of hyperkalemia (2%) and renal insufficiency (0%). Because treatments for heart failure have changed since the benefits of spironolactone were reported, the prevalence of these complications may differ in current clinical practice. We therefore sought to determine the prevalence and clinical associations of hyperkalemia and renal insufficiency in heart failure patients treated with spironolactone. </p><p>METHODS: We performed a case control study of heart failure patients treated with spironolactone in our clinical practice. Cases were patients who developed hyperkalemia (K(+) >5.0 mEq/L) or renal insufficiency (<span class=""chemical"">Cr</span> >or=2.5 mg/dL), and they were compared to 2 randomly selected controls per case. Clinical characteristics, medications, and serum chemistries at baseline and follow-up time periods were compared. </p><p>RESULTS: Sixty-seven of 926 patients (7.2%) required discontinuation of spironolactone due to hyperkalemia (n = 33) or renal failure (n = 34). Patients who developed hyperkalemia were older and more likely to have <span class=""disease"">diabetes</span>, had higher baseline serum potassium levels and lower baseline potassium supplement doses, and were more likely to be treated with beta-blockers than controls (n = 134). Patients who developed renal insufficiency had lower baseline body weight and higher baseline serum creatinine, required higher doses of loop diuretics, and were more likely to be treated with thiazide diuretics than controls. </p><p>CONCLUSIONS: Spironolactone-induced hyperkalemia and renal insufficiency are more common in our clinical experience than reported previously. This difference is explained by patient comorbidities and more frequent use of beta-blockers.</p>"	Spironolactone-induced renal insufficiency and hyperkalemia in patients with heart failure.	15632880	bcv_hard_41
D006333	"<span class=""disease"">heart failure</span>"	D003404	"<span class=""chemical"">creatinine</span>"	"<p>BACKGROUND: A previous randomized controlled trial evaluating the use of spironolactone in <span class=""disease"">heart failure</span> patients reported a low risk of hyperkalemia (2%) and renal insufficiency (0%). Because treatments for <span class=""disease"">heart failure</span> have changed since the benefits of spironolactone were reported, the prevalence of these complications may differ in current clinical practice. We therefore sought to determine the prevalence and clinical associations of hyperkalemia and renal insufficiency in <span class=""disease"">heart failure</span> patients treated with spironolactone. </p><p>METHODS: We performed a case control study of <span class=""disease"">heart failure</span> patients treated with spironolactone in our clinical practice. Cases were patients who developed hyperkalemia (K(+) >5.0 mEq/L) or renal insufficiency (Cr >or=2.5 mg/dL), and they were compared to 2 randomly selected controls per case. Clinical characteristics, medications, and serum chemistries at baseline and follow-up time periods were compared. </p><p>RESULTS: Sixty-seven of 926 patients (7.2%) required discontinuation of spironolactone due to hyperkalemia (n = 33) or renal failure (n = 34). Patients who developed hyperkalemia were older and more likely to have diabetes, had higher baseline serum potassium levels and lower baseline potassium supplement doses, and were more likely to be treated with beta-blockers than controls (n = 134). Patients who developed renal insufficiency had lower baseline body weight and higher baseline serum <span class=""chemical"">creatinine</span>, required higher doses of loop diuretics, and were more likely to be treated with thiazide diuretics than controls. </p><p>CONCLUSIONS: Spironolactone-induced hyperkalemia and renal insufficiency are more common in our clinical experience than reported previously. This difference is explained by patient comorbidities and more frequent use of beta-blockers.</p>"	"Spironolactone-induced renal insufficiency and hyperkalemia in patients with <span class=""disease"">heart failure</span>."	15632880	bcv_hard_42
D006947	"<span class=""disease"">hyperkalemia</span>"	D003404	"<span class=""chemical"">creatinine</span>"	"<p>BACKGROUND: A previous randomized controlled trial evaluating the use of spironolactone in heart failure patients reported a low risk of <span class=""disease"">hyperkalemia</span> (2%) and renal insufficiency (0%). Because treatments for heart failure have changed since the benefits of spironolactone were reported, the prevalence of these complications may differ in current clinical practice. We therefore sought to determine the prevalence and clinical associations of <span class=""disease"">hyperkalemia</span> and renal insufficiency in heart failure patients treated with spironolactone. </p><p>METHODS: We performed a case control study of heart failure patients treated with spironolactone in our clinical practice. Cases were patients who developed <span class=""disease"">hyperkalemia</span> (K(+) >5.0 mEq/L) or renal insufficiency (Cr >or=2.5 mg/dL), and they were compared to 2 randomly selected controls per case. Clinical characteristics, medications, and serum chemistries at baseline and follow-up time periods were compared. </p><p>RESULTS: Sixty-seven of 926 patients (7.2%) required discontinuation of spironolactone due to <span class=""disease"">hyperkalemia</span> (n = 33) or renal failure (n = 34). Patients who developed <span class=""disease"">hyperkalemia</span> were older and more likely to have diabetes, had higher baseline serum potassium levels and lower baseline potassium supplement doses, and were more likely to be treated with beta-blockers than controls (n = 134). Patients who developed renal insufficiency had lower baseline body weight and higher baseline serum <span class=""chemical"">creatinine</span>, required higher doses of loop diuretics, and were more likely to be treated with thiazide diuretics than controls. </p><p>CONCLUSIONS: Spironolactone-induced <span class=""disease"">hyperkalemia</span> and renal insufficiency are more common in our clinical experience than reported previously. This difference is explained by patient comorbidities and more frequent use of beta-blockers.</p>"	"Spironolactone-induced renal insufficiency and <span class=""disease"">hyperkalemia</span> in patients with heart failure."	15632880	bcv_hard_43
