_golden	chemical_id	chemical_name	disease_id	disease_name	form_abstract	form_title	old_cf_work_unit_id	original_job_id	pmid	uniq_id	verify_relationship_gold	verify_relationship_gold_reason
	D011188	"<span class=""chemical"">potassium</span>"	D018879	"<span class=""disease"">ventricular ectopic beats</span>"	"It has been proposed that modest changes in plasma <span class=""chemical"">potassium</span> can alter the tendency towards cardiac arrhythmias. If this were so, patients with coronary artery disease might be especially susceptible. Thus, myocardial electrical excitability was measured in patients with mild essential hypertension and known coronary artery disease after 8 weeks of treatment with a <span class=""chemical"">potassium</span>-conserving diuretic (amiloride) and a similar period on a <span class=""chemical"">potassium</span>-losing diuretic (chlorthalidone) in a randomised study. Plasma <span class=""chemical"">potassium</span> concentrations were on average 1 mmol/L lower during the chlorthalidone phase compared to amiloride therapy. Blood pressure and volume states as assessed by bodyweight, plasma renin and noradrenaline (norepinephrine) concentrations were similar on the 2 regimens. Compared to amiloride treatment, the chlorthalidone phase was associated with an increased frequency of <span class=""disease"">ventricular ectopic beats</span> (24-hour Holter monitoring) and a higher Lown grading, increased upslope and duration of the monophasic action potential, prolonged ventricular effective refractory period, and increased electrical instability during programmed ventricular stimulation. The above results indicate that because <span class=""chemical"">potassium</span>-losing diuretic therapy can increase myocardial electrical excitability in patients with ischaemic heart disease, even minor falls in plasma <span class=""chemical"">potassium</span> concentrations are probably best avoided in such patients."	"Diuretics, <span class=""chemical"">potassium</span> and arrhythmias in hypertensive coronary disease."			3732088	bcv_hard_10		
	D000584	"<span class=""chemical"">amiloride</span>"	D001145	"<span class=""disease"">arrhythmias/cardiac arrhythmias</span>"	"It has been proposed that modest changes in plasma potassium can alter the tendency towards <span class=""disease"">cardiac arrhythmias</span>. If this were so, patients with coronary artery disease might be especially susceptible. Thus, myocardial electrical excitability was measured in patients with mild essential hypertension and known coronary artery disease after 8 weeks of treatment with a potassium-conserving diuretic (<span class=""chemical"">amiloride</span>) and a similar period on a potassium-losing diuretic (chlorthalidone) in a randomised study. Plasma potassium concentrations were on average 1 mmol/L lower during the chlorthalidone phase compared to <span class=""chemical"">amiloride</span> therapy. Blood pressure and volume states as assessed by bodyweight, plasma renin and noradrenaline (norepinephrine) concentrations were similar on the 2 regimens. Compared to <span class=""chemical"">amiloride</span> treatment, the chlorthalidone phase was associated with an increased frequency of ventricular ectopic beats (24-hour Holter monitoring) and a higher Lown grading, increased upslope and duration of the monophasic action potential, prolonged ventricular effective refractory period, and increased electrical instability during programmed ventricular stimulation. The above results indicate that because potassium-losing diuretic therapy can increase myocardial electrical excitability in patients with ischaemic heart disease, even minor falls in plasma potassium concentrations are probably best avoided in such patients."	"Diuretics, potassium and <span class=""disease"">arrhythmias</span> in hypertensive coronary disease."			3732088	bcv_hard_11		
	D009638	"<span class=""chemical"">noradrenaline/norepinephrine</span>"	D018879	"<span class=""disease"">ventricular ectopic beats</span>"	"It has been proposed that modest changes in plasma potassium can alter the tendency towards cardiac arrhythmias. If this were so, patients with coronary artery disease might be especially susceptible. Thus, myocardial electrical excitability was measured in patients with mild essential hypertension and known coronary artery disease after 8 weeks of treatment with a potassium-conserving diuretic (amiloride) and a similar period on a potassium-losing diuretic (chlorthalidone) in a randomised study. Plasma potassium concentrations were on average 1 mmol/L lower during the chlorthalidone phase compared to amiloride therapy. Blood pressure and volume states as assessed by bodyweight, plasma renin and <span class=""chemical"">noradrenaline</span> (<span class=""chemical"">norepinephrine</span>) concentrations were similar on the 2 regimens. Compared to amiloride treatment, the chlorthalidone phase was associated with an increased frequency of <span class=""disease"">ventricular ectopic beats</span> (24-hour Holter monitoring) and a higher Lown grading, increased upslope and duration of the monophasic action potential, prolonged ventricular effective refractory period, and increased electrical instability during programmed ventricular stimulation. The above results indicate that because potassium-losing diuretic therapy can increase myocardial electrical excitability in patients with ischaemic heart disease, even minor falls in plasma potassium concentrations are probably best avoided in such patients."	Diuretics, potassium and arrhythmias in hypertensive coronary disease.			3732088	bcv_hard_12		
	D000584	"<span class=""chemical"">amiloride</span>"	D017202	"<span class=""disease"">ischaemic heart disease</span>"	"It has been proposed that modest changes in plasma potassium can alter the tendency towards cardiac arrhythmias. If this were so, patients with coronary artery disease might be especially susceptible. Thus, myocardial electrical excitability was measured in patients with mild essential hypertension and known coronary artery disease after 8 weeks of treatment with a potassium-conserving diuretic (<span class=""chemical"">amiloride</span>) and a similar period on a potassium-losing diuretic (chlorthalidone) in a randomised study. Plasma potassium concentrations were on average 1 mmol/L lower during the chlorthalidone phase compared to <span class=""chemical"">amiloride</span> therapy. Blood pressure and volume states as assessed by bodyweight, plasma renin and noradrenaline (norepinephrine) concentrations were similar on the 2 regimens. Compared to <span class=""chemical"">amiloride</span> treatment, the chlorthalidone phase was associated with an increased frequency of ventricular ectopic beats (24-hour Holter monitoring) and a higher Lown grading, increased upslope and duration of the monophasic action potential, prolonged ventricular effective refractory period, and increased electrical instability during programmed ventricular stimulation. The above results indicate that because potassium-losing diuretic therapy can increase myocardial electrical excitability in patients with <span class=""disease"">ischaemic heart disease</span>, even minor falls in plasma potassium concentrations are probably best avoided in such patients."	Diuretics, potassium and arrhythmias in hypertensive coronary disease.			3732088	bcv_hard_13		
	D000584	"<span class=""chemical"">amiloride</span>"	D003327	"<span class=""disease"">coronary disease</span>"	"It has been proposed that modest changes in plasma potassium can alter the tendency towards cardiac arrhythmias. If this were so, patients with coronary artery disease might be especially susceptible. Thus, myocardial electrical excitability was measured in patients with mild essential hypertension and known coronary artery disease after 8 weeks of treatment with a potassium-conserving diuretic (<span class=""chemical"">amiloride</span>) and a similar period on a potassium-losing diuretic (chlorthalidone) in a randomised study. Plasma potassium concentrations were on average 1 mmol/L lower during the chlorthalidone phase compared to <span class=""chemical"">amiloride</span> therapy. Blood pressure and volume states as assessed by bodyweight, plasma renin and noradrenaline (norepinephrine) concentrations were similar on the 2 regimens. Compared to <span class=""chemical"">amiloride</span> treatment, the chlorthalidone phase was associated with an increased frequency of ventricular ectopic beats (24-hour Holter monitoring) and a higher Lown grading, increased upslope and duration of the monophasic action potential, prolonged ventricular effective refractory period, and increased electrical instability during programmed ventricular stimulation. The above results indicate that because potassium-losing diuretic therapy can increase myocardial electrical excitability in patients with ischaemic heart disease, even minor falls in plasma potassium concentrations are probably best avoided in such patients."	"Diuretics, potassium and arrhythmias in hypertensive <span class=""disease"">coronary disease</span>."			3732088	bcv_hard_14		
	D009638	"<span class=""chemical"">noradrenaline/norepinephrine</span>"	D006973	"<span class=""disease"">hypertensive/hypertension</span>"	"It has been proposed that modest changes in plasma potassium can alter the tendency towards cardiac arrhythmias. If this were so, patients with coronary artery disease might be especially susceptible. Thus, myocardial electrical excitability was measured in patients with mild essential <span class=""disease"">hypertension</span> and known coronary artery disease after 8 weeks of treatment with a potassium-conserving diuretic (amiloride) and a similar period on a potassium-losing diuretic (chlorthalidone) in a randomised study. Plasma potassium concentrations were on average 1 mmol/L lower during the chlorthalidone phase compared to amiloride therapy. Blood pressure and volume states as assessed by bodyweight, plasma renin and <span class=""chemical"">noradrenaline</span> (<span class=""chemical"">norepinephrine</span>) concentrations were similar on the 2 regimens. Compared to amiloride treatment, the chlorthalidone phase was associated with an increased frequency of ventricular ectopic beats (24-hour Holter monitoring) and a higher Lown grading, increased upslope and duration of the monophasic action potential, prolonged ventricular effective refractory period, and increased electrical instability during programmed ventricular stimulation. The above results indicate that because potassium-losing diuretic therapy can increase myocardial electrical excitability in patients with ischaemic heart disease, even minor falls in plasma potassium concentrations are probably best avoided in such patients."	"Diuretics, potassium and arrhythmias in <span class=""disease"">hypertensive</span> coronary disease."			3732088	bcv_hard_15		
	C004479	"<span class=""chemical"">aminoguanidine/AG</span>"	D009404	"<span class=""disease"">nephrotic syndrome</span>"	"<p>BACKGROUND: In recent studies increased amounts of nitric oxide (NO) and apoptosis have been implicated in various pathological conditions in the kidney. We have studied the role of NO and its association with apoptosis in an experimental model of <span class=""disease"">nephrotic syndrome</span> induced by a single injection of adriamycin (ADR). </p><p>METHODS: The alteration in the NO pathway was assessed by measuring nitrite levels in serum/urine and by evaluating the changes in vascular reactivity of the isolated perfused rat kidney (IPRK) system. Rats were stratified into control groups and ADR-induced nephropathy groups. These two groups were then divided into: group 1, animals receiving saline; and group 2, animals receiving <span class=""chemical"">aminoguanidine</span> (<span class=""chemical"">AG</span>) which is a specific inhibitor of inducible-NO synthase. On day 21, rats were sacrificed after obtaining material for biochemical analysis. </p><p>RESULTS: Histopathological examination of the kidneys of rats treated with ADR revealed focal areas of mesangial proliferation and mild tubulointerstitial inflammation. They also had significantly higher levels of proteinuria compared with control and treatment groups (P < 0.05). Urine nitrite levels were significantly increased in the ADR-nephropathy group (P < 0.05). In the IPRK phenylephrine and acetylcholine related responses were significantly impaired in the ADR-nephropathy group. Apoptosis was not detected in controls. However, in the ADR-nephropathy group, numerous apoptotic cells were identified in the tubulointerstitial areas. Double staining revealed numerous interstitial apoptotic cells to stain for ED1, a marker for monocytes/macrophages. Treatment with <span class=""chemical"">AG</span> prevented the impairment of renal vascular bed responses and reduced both urine nitrite levels and apoptosis to control levels. </p><p>CONCLUSION: We suggest that interactions between NO and apoptosis are important in the pathogenesis of the ADR-induced nephrosis.</p>"	Association of nitric oxide production and apoptosis in a model of experimental nephropathy.			11208990	bcv_hard_16		
	D010656	"<span class=""chemical"">phenylephrine</span>"	D009401	"<span class=""disease"">nephrosis</span>"	"<p>BACKGROUND: In recent studies increased amounts of nitric oxide (NO) and apoptosis have been implicated in various pathological conditions in the kidney. We have studied the role of NO and its association with apoptosis in an experimental model of nephrotic syndrome induced by a single injection of adriamycin (ADR). </p><p>METHODS: The alteration in the NO pathway was assessed by measuring nitrite levels in serum/urine and by evaluating the changes in vascular reactivity of the isolated perfused rat kidney (IPRK) system. Rats were stratified into control groups and ADR-induced nephropathy groups. These two groups were then divided into: group 1, animals receiving saline; and group 2, animals receiving aminoguanidine (AG) which is a specific inhibitor of inducible-NO synthase. On day 21, rats were sacrificed after obtaining material for biochemical analysis. </p><p>RESULTS: Histopathological examination of the kidneys of rats treated with ADR revealed focal areas of mesangial proliferation and mild tubulointerstitial inflammation. They also had significantly higher levels of proteinuria compared with control and treatment groups (P < 0.05). Urine nitrite levels were significantly increased in the ADR-nephropathy group (P < 0.05). In the IPRK <span class=""chemical"">phenylephrine</span> and acetylcholine related responses were significantly impaired in the ADR-nephropathy group. Apoptosis was not detected in controls. However, in the ADR-nephropathy group, numerous apoptotic cells were identified in the tubulointerstitial areas. Double staining revealed numerous interstitial apoptotic cells to stain for ED1, a marker for monocytes/macrophages. Treatment with AG prevented the impairment of renal vascular bed responses and reduced both urine nitrite levels and apoptosis to control levels. </p><p>CONCLUSION: We suggest that interactions between NO and apoptosis are important in the pathogenesis of the ADR-induced <span class=""disease"">nephrosis</span>.</p>"	Association of nitric oxide production and apoptosis in a model of experimental nephropathy.			11208990	bcv_hard_17		
	D010656	"<span class=""chemical"">phenylephrine</span>"	D011507	"<span class=""disease"">proteinuria</span>"	"<p>BACKGROUND: In recent studies increased amounts of nitric oxide (NO) and apoptosis have been implicated in various pathological conditions in the kidney. We have studied the role of NO and its association with apoptosis in an experimental model of nephrotic syndrome induced by a single injection of adriamycin (ADR). </p><p>METHODS: The alteration in the NO pathway was assessed by measuring nitrite levels in serum/urine and by evaluating the changes in vascular reactivity of the isolated perfused rat kidney (IPRK) system. Rats were stratified into control groups and ADR-induced nephropathy groups. These two groups were then divided into: group 1, animals receiving saline; and group 2, animals receiving aminoguanidine (AG) which is a specific inhibitor of inducible-NO synthase. On day 21, rats were sacrificed after obtaining material for biochemical analysis. </p><p>RESULTS: Histopathological examination of the kidneys of rats treated with ADR revealed focal areas of mesangial proliferation and mild tubulointerstitial inflammation. They also had significantly higher levels of <span class=""disease"">proteinuria</span> compared with control and treatment groups (P < 0.05). Urine nitrite levels were significantly increased in the ADR-nephropathy group (P < 0.05). In the IPRK <span class=""chemical"">phenylephrine</span> and acetylcholine related responses were significantly impaired in the ADR-nephropathy group. Apoptosis was not detected in controls. However, in the ADR-nephropathy group, numerous apoptotic cells were identified in the tubulointerstitial areas. Double staining revealed numerous interstitial apoptotic cells to stain for ED1, a marker for monocytes/macrophages. Treatment with AG prevented the impairment of renal vascular bed responses and reduced both urine nitrite levels and apoptosis to control levels. </p><p>CONCLUSION: We suggest that interactions between NO and apoptosis are important in the pathogenesis of the ADR-induced nephrosis.</p>"	Association of nitric oxide production and apoptosis in a model of experimental nephropathy.			11208990	bcv_hard_18		
	C004479	"<span class=""chemical"">aminoguanidine/AG</span>"	C537346	"<span class=""disease"">mesangial proliferation</span>"	"<p>BACKGROUND: In recent studies increased amounts of nitric oxide (NO) and apoptosis have been implicated in various pathological conditions in the kidney. We have studied the role of NO and its association with apoptosis in an experimental model of nephrotic syndrome induced by a single injection of adriamycin (ADR). </p><p>METHODS: The alteration in the NO pathway was assessed by measuring nitrite levels in serum/urine and by evaluating the changes in vascular reactivity of the isolated perfused rat kidney (IPRK) system. Rats were stratified into control groups and ADR-induced nephropathy groups. These two groups were then divided into: group 1, animals receiving saline; and group 2, animals receiving <span class=""chemical"">aminoguanidine</span> (<span class=""chemical"">AG</span>) which is a specific inhibitor of inducible-NO synthase. On day 21, rats were sacrificed after obtaining material for biochemical analysis. </p><p>RESULTS: Histopathological examination of the kidneys of rats treated with ADR revealed focal areas of <span class=""disease"">mesangial proliferation</span> and mild tubulointerstitial inflammation. They also had significantly higher levels of proteinuria compared with control and treatment groups (P < 0.05). Urine nitrite levels were significantly increased in the ADR-nephropathy group (P < 0.05). In the IPRK phenylephrine and acetylcholine related responses were significantly impaired in the ADR-nephropathy group. Apoptosis was not detected in controls. However, in the ADR-nephropathy group, numerous apoptotic cells were identified in the tubulointerstitial areas. Double staining revealed numerous interstitial apoptotic cells to stain for ED1, a marker for monocytes/macrophages. Treatment with <span class=""chemical"">AG</span> prevented the impairment of renal vascular bed responses and reduced both urine nitrite levels and apoptosis to control levels. </p><p>CONCLUSION: We suggest that interactions between NO and apoptosis are important in the pathogenesis of the ADR-induced nephrosis.</p>"	Association of nitric oxide production and apoptosis in a model of experimental nephropathy.			11208990	bcv_hard_19		
