_golden	chemical_id	chemical_name	comment_box_gold_reason	disease_id	disease_name	form_sentence	original_job_id	pmid	relation_pair_id	uniq_id	useless_column_gold	useless_column_gold_reason	verify_relationship_gold	verify_relationship_gold_reason
TRUE	D003042	"<span class=""chemical"">cocaine</span>"		D005921	"<span class=""disease"">glomerulonephritis</span>"	"These 13 included cases of malignant hypertension, thrombotic microangiopathy, lupus nephritis, Henoch-Schonlein nephritis, crescentic <span class=""disease"">glomerulonephritis</span>, and <span class=""chemical"">cocaine</span>-related acute renal failure."	760841.0	11391224	11391224_D003042_D005921	bcv_easy_814_job_760841_testq	"test
other
experiment"	ignore_this	ner_mistake	"The sentence gives a list of diseases. In this context, ""cocaine"" is part of ""cocaine-related acute renal failure"", and is therefore part of a larger concept discussing a disease."
TRUE	D015740	"<span class=""chemical"">CGRP</span>"		D008881	"<span class=""disease"">migraine</span>"	"Plasma <span class=""chemical"">CGRP</span> concentration increased significantly (P<0.01) during the <span class=""disease"">migraine</span> attack and returned to baseline after the cessation of the <span class=""disease"">migraine</span>."	760841.0	14659530	14659530_D015740_D008881	bcv_easy_349_job_760841_testq	"test
other
experiment"	ignore_this	ner_mistake	"Here ""CGRP"" is part of ""Plasma CGRP concentration"", which is not a chemical."
TRUE	D000082	"<span class=""chemical"">paracetamol</span>"		D007680|D014516|D001749	"<span class=""disease"">cancer of the renal pelvis, ureter or bladder</span>"	"The risk of developing renal papillary necrosis or <span class=""disease"">cancer of the renal pelvis, ureter or bladder</span> associated with consumption of either phenacetin or <span class=""chemical"">paracetamol</span> was calculated from data acquired by questionnaire from 381 cases and 808 controls."	760841.0	3412544	3412544_D000082_D007680|D014516|D001749	bcv_easy_94_job_760841_testq	"test
other
experiment"	ignore_this	no_relation	The risk of paracetamol for the cancers was calculated, but the sentence does not say if there is an actual risk or not.
TRUE	C106791	"<span class=""chemical"">telithromycin</span>"		D056486	"<span class=""disease"">toxic hepatitis/hepatitis</span>"	"Based on a score of 8 on the Naranjo adverse drug reaction probability scale, <span class=""chemical"">telithromycin</span> was the probable cause of acute <span class=""disease"">hepatitis</span> in this patient, and pathological findings suggested drug-induced <span class=""disease"">toxic hepatitis</span>."	760841.0	17919553	17919553_C106791_D056486	bcv_easy_2550_job_760841_testq	"test
other
experiment"	ignore_this	yes_direct	Telithromycin was the likely cause of hepatitis in the patient.
TRUE	D001920	"<span class=""chemical"">bradykinin</span>"		D006973	"<span class=""disease"">hypertension</span>"	"Role of activation of <span class=""chemical"">bradykinin</span> B2 receptors in disruption of the blood-brain barrier during acute <span class=""disease"">hypertension</span>."	760841.0	8955532	8955532_D001920_D006973	bcv_easy_1892_job_760841_testq	"test
other
experiment"	ignore_this	ner_mistake	"Here ""bradykinin"" is part of ""bradykinin B2 receptors"", because the activated receptors are disrupting the blood-brain barrier somehow."
TRUE	D013390	"<span class=""chemical"">suxamethonium</span>"		D001919	"<span class=""disease"">bradycardia</span>"	"Comparison of i.v. glycopyrrolate and atropine in the prevention of <span class=""disease"">bradycardia</span> and arrhythmias following repeated doses of <span class=""chemical"">suxamethonium</span> in children."	760841.0	6466532	6466532_D013390_D001919	bcv_easy_3049_job_760841_testq	"test
other
experiment"	ignore_this	yes_direct	Suxamethonium causes bradycardia, and the sentence says two other chemicals (glycopyrrolate and atropine) are being used to try and prevent the bradycardia.
TRUE	C060802	"<span class=""chemical"">fangchinoline</span>"		D013927	"<span class=""disease"">thrombosis</span>"	"Effects of tetrandrine and <span class=""chemical"">fangchinoline</span> on experimental <span class=""disease"">thrombosis</span> in mice and human platelet aggregation."	760841.0	10193204	10193204_C060802_D013927	bcv_easy_253_job_760841_testq	"test
other
experiment"	ignore_this	no_relation	The sentence is a fragment, and does not explicitly say that negative effects of fangchinoline exist, rather that the effects were tested.
TRUE	D004164	"<span class=""chemical"">bisphosphonate</span>"		D058186	"<span class=""disease"">acute renal failure</span>"	"Massive proteinuria and <span class=""disease"">acute renal failure</span> after oral <span class=""chemical"">bisphosphonate</span> (alendronate) administration in a patient with focal segmental glomerulosclerosis."	760841.0	18754075	18754075_D004164_D058186	bcv_easy_1641_job_760841_testq	"test
other
experiment"	ignore_this	yes_direct	Patient developed acute renal failure after taking bisphosphonate.
TRUE	D000082	"<span class=""chemical"">acetaminophen</span>"		D007676	"<span class=""disease"">chronic renal failure/ESRD</span>"	"However, three case control studies, one each in North Carolina, northern Maryland, and West Berlin, Germany, showed that habitual use of <span class=""chemical"">acetaminophen</span> is also associated with <span class=""disease"">chronic renal failure</span> and <span class=""disease"">ESRD</span>, with a relative risk in the range of 2 to 4."	760841.0	8669433	8669433_D000082_D007676	bcv_easy_695_job_760841_testq	"test
other
experiment"	ignore_this	yes_direct	Habitual use of acetaminophen causes chronic renal failure.
TRUE	D010755	"<span class=""chemical"">organophosphate</span>"		D020258	"<span class=""disease"">neurotoxic</span>"	"The correlation between neuropathic damage and inhibition of <span class=""disease"">neurotoxic</span> esterase or neuropathy target enzyme (NTE) was examined in rats acutely exposed to Mipafox (N, N'-diisopropylphosphorodiamidofluoridate), a <span class=""disease"">neurotoxic</span> <span class=""chemical"">organophosphate</span>."	760841.0	3714122	3714122_D010755_D020258	bcv_easy_1194_job_760841_testq	"test
other
experiment"	ignore_this	ner_mistake	"The rats were exposed to Mipafox (a chemical). The sentence says that Mipafox belongs to a category of chemicals called ""neurotoxic organophosphates"". Therefore ""neurotoxic organophosphate"" is not a disease and a chemical joined together, but rather a category of chemicals."
TRUE	D009569	"<span class=""chemical"">NO</span>"		D009437	"<span class=""disease"">neuropathic pain</span>"	"Therefore, concomitant administration of small doses of bradykinin receptor antagonists and <span class=""chemical"">NO</span> synthase inhibitors can be effective in alleviation of <span class=""disease"">neuropathic pain</span>, even in hospital care."	760841.0	19300402	19300402_D009569_D009437	bcv_easy_2907_job_760841_testq	"test
other
experiment"	ignore_this	ner_mistake	"The sentence says that administration of small doses of ""bradykinin receptor antagonists"" (a type of chemical) and ""NO synthase inhibitors"" (a type of chemical) is effective for treating neuropathic pain. Therefore ""NO"" is not a chemical in this context but rather a part of ""NO synthase inhibitors""."
TRUE	D003520	"<span class=""chemical"">cyclophosphamide</span>"		D006973	"<span class=""disease"">hypertension</span>"	"Analysis was performed on 61 women with chemotherapy-responsive metastatic breast cancer receiving 96-h infusional <span class=""chemical"">cyclophosphamide</span> as part of a triple sequential high-dose regimen to assess association between presence of peritransplant congestive heart failure (CHF) and the following pretreatment characteristics: presence of electrocardiogram (EKG) abnormalities, age, <span class=""disease"">hypertension</span>, prior cardiac history, smoking, diabetes mellitus, prior use of anthracyclines, and left-sided chest irradiation."	760841.0	15325671	15325671_D003520_D006973	bcv_easy_2919_job_760841_testq	"test
other
experiment"	ignore_this	no_relation	An analysis was done to see if congestive heart failure had anything to do with some pretreatment characteristics, including hypertension. The sentence never says what the conclusions of the analysis were, or whether cyclophosphamide causes hypertension.
TRUE	C524754	"<span class=""chemical"">maltolyl p-coumarate</span>"		D009410	"<span class=""disease"">neuronal death</span>"	"Taking these in vitro and in vivo results together, our study suggests that <span class=""chemical"">maltolyl p-coumarate</span> is a potentially effective candidate against Alzheimer's disease that is characterized by wide spread <span class=""disease"">neuronal death</span> and progressive decline of cognitive function."	760841.0	17600377	17600377_C524754_D009410	bcv_easy_1560_job_760841_testq	"test
other
experiment"	ignore_this	no_relation	"Maltolyl p-coumarate is treating Alzheimer's disease, and not causing one of the symptoms (""neuronal death"") of Alzheimer's disease."
TRUE	D000109	"<span class=""chemical"">acetylcholine</span>"		D014202	"<span class=""disease"">tremors</span>"	"Binding of nicotine to nicotinic <span class=""chemical"">acetylcholine</span> receptors (nAChRs) elicits a series of dose-dependent behaviors that go from altered exploration, sedation, and <span class=""disease"">tremors</span>, to seizures and death."	760841.0	15275829	15275829_D000109_D014202	bcv_easy_1512_job_760841_testq	"test
other
experiment"	ignore_this	ner_mistake	"Here ""acetylcholine"" is part of ""nicotinic acetylcholine receptors"". Nicotinic acetylcholine receptors are a category of proteins, and are therefore not chemicals."
TRUE	D012964	"<span class=""chemical"">na</span>"		D006509	"<span class=""disease"">HBV infected/HBV mono-infected</span>"	"Thirty-five lamivudine-<span class=""chemical"">na</span>  ve <span class=""disease"">HBV infected</span> patients with or without HIV co-infection were studied: 15 chronic <span class=""disease"">HBV mono-infected</span> patients and 20 HBV-HIV co-infected patients."	760841.0	17854040	17854040_D012964_D006509	bcv_easy_1578_job_760841_testq	"test
other
experiment"	ignore_this	ner_mistake	"""na"" is not being used as a chemical in this context, because ""ve"" is not a word. There seems to be a missing letter between ""na"" and ""ve""."
TRUE	D004837	"<span class=""chemical"">epinephrine/EP</span>"		D013927	"<span class=""disease"">thrombosis</span>"	"The present study was undertaken to investigate the effects of TET and FAN on the experimental <span class=""disease"">thrombosis</span> induced by collagen plus <span class=""chemical"">epinephrine</span> (<span class=""chemical"">EP</span>) in mice, and platelet aggregation and blood coagulation in vitro."	760841.0	10193204	10193204_D004837_D013927	bcv_easy_262_job_760841_testq	"test
other
experiment"	ignore_this	yes_direct	"Thrombosis was ""induced by"" (caused by) collagen and epinephrine."
TRUE	D006854	"<span class=""chemical"">hydrocortisone</span>"		D009202	"<span class=""disease"">myocardial injury</span>"	"Effects of acetylsalicylic acid, dipyridamole, and <span class=""chemical"">hydrocortisone</span> on epinephrine-induced <span class=""disease"">myocardial injury</span> in dogs."	760841.0	983936	983936_D006854_D009202	bcv_easy_1098_job_760841_testq	"test
other
experiment"	ignore_this	no_relation	"Myocardial injury is caused by ""epinephrine"". We do not know what the effect of hydrocortisone on myocardial injury is."
TRUE	D002784	"<span class=""chemical"">cholesterol</span>"		D003072	"<span class=""disease"">cognitive dysfunctions</span>"	"Therefore, DCE may prove to be a useful remedy for the management of <span class=""disease"">cognitive dysfunctions</span> on account of its multifarious beneficial effects such as, memory improving property, <span class=""chemical"">cholesterol</span> lowering property and anticholinesterase activity."	760841.0	16755009	16755009_D002784_D003072	bcv_easy_978_job_760841_testq	"test
other
experiment"	ignore_this	ner_mistake	"The sentence lists some ""beneficial effects"" of DCE. ""Cholesterol lowering property"" is listed as one of the beneficial effects, and therefore ""cholesterol"" is part of ""cholesterol lowering property""."
TRUE	D012964	"<span class=""chemical"">sodium</span>"		D016055	"<span class=""disease"">volume retention</span>"	"Doxorubicin-induced nephropathy leads to epithelial <span class=""chemical"">sodium</span> channel (ENaC)-dependent <span class=""disease"">volume retention</span> and renal fibrosis."	760841.0	18768591	18768591_D012964_D016055	bcv_easy_1653_job_760841_testq	"test
other
experiment"	ignore_this	ner_mistake	"Here ""sodium"" is part of ""epithelial sodium channel"", which is a kind of protein channel."
TRUE	D002945	"<span class=""chemical"">cisplatin</span>"		D028361	"<span class=""disease"">mitochondrial toxicity</span>"	"In conclusion <span class=""disease"">mitochondrial toxicity</span> is an early common event both in paclitaxel and <span class=""chemical"">cisplatin</span> induced neurotoxicity."	760841.0	18809400	18809400_D002945_D028361	bcv_easy_2259_job_760841_testq	"test
other
experiment"	ignore_this	yes_indirect	Mitochondrial toxicity is an early event in neurotoxicity. The neurotoxicity was caused by cisplatin. Therefore cisplatin contributed to another disease, and the other disease (neurotoxicity) causes mitochondrial toxicity.
TRUE	D009020	"<span class=""chemical"">morphine</span>"		D059787	"<span class=""disease"">acute pain</span>"	"Enhancement of <span class=""chemical"">morphine</span> antinociception by dextromethorphan was seen in both males and females in the <span class=""disease"">acute pain</span> models, with the magnitude of this effect being greater in males."	760841.0	18221780	18221780_D009020_D059787	bcv_easy_1595_job_760841_testq	"test
other
experiment"	ignore_this	ner_mistake	"Here ""morphine"" is part of ""morphine antinociception"". Antinociception means ""reduced sensitivity to pain"". The first part of the sentence (""Enhancement of morphine antinociception by dextromethorphan"") means ""The ability of dextromethorphan to enhance morphine's ability to reduce pain"". We can tell because the sentence structure is ""Enhancement of [something] by [something else]""."
TRUE	D016202	"<span class=""chemical"">NMDA</span>"		D059787	"<span class=""disease"">acute pain</span>"	"These findings demonstrate a sexually-dimorphic interaction between <span class=""chemical"">NMDA</span> antagonists and morphine in a persistent pain model that can be distinguished from those observed in <span class=""disease"">acute pain</span> models."	760841.0	18221780	18221780_D016202_D059787	bcv_easy_1597_job_760841_testq	"test
other
experiment"	ignore_this	ner_mistake	"The sentence structure is ""interaction between [something] and [something else] in ..."". Therefore ""NMDA"" is part of ""NMDA antagonists"", which is different from just ""NMDA""."
TRUE	D000431	"<span class=""chemical"">alcohol</span>"		D005483	"<span class=""disease"">flushing of the face</span>"	"In less than 1 hour after the ingestion of <span class=""chemical"">alcohol</span>, he developed malaise with <span class=""disease"">flushing of the face</span>, tachycardia, and dyspnea."	760841.0	19657887	19657887_D000431_D005483	bcv_easy_1805_job_760841_testq	"test
other
experiment"	ignore_this	yes_direct	Ingesting alcohol causes your face to flush (but you already knew that!).
TRUE	D004298	"<span class=""chemical"">dopamine</span>"		D001919	"<span class=""disease"">bradycardia</span>"	"They suggest that, in normal conscious rats, the central tachycardia of bromocriptine appears to predominate and to mask the <span class=""disease"">bradycardia</span> of this agonist at peripheral <span class=""chemical"">dopamine</span> D2 receptors."	760841.0	10721819	10721819_D004298_D001919	bcv_easy_1391_job_760841_testq	"test
other
experiment"	ignore_this	ner_mistake	"Here ""dopamine"" is part of ""dopamine D2 receptors"", which is a kind of protein."
TRUE	D006220	"<span class=""chemical"">haloperidol</span>"		D011595	"<span class=""disease"">psychomotor agitation</span>"	"RESULTS: For the 60 patients who completed phase A, standard-dose <span class=""chemical"">haloperidol</span> was efficacious and superior to both low-dose <span class=""chemical"">haloperidol</span> and placebo for scores on the Brief Psychiatric Rating Scale psychosis factor and on <span class=""disease"">psychomotor agitation</span>."	760841.0	9812111	9812111_D006220_D011595	bcv_easy_2042_job_760841_testq	"test
other
experiment"	ignore_this	no_relation	Haloperidol seemed to have a positive effect on psychomotor agitation.
TRUE	D005283	"<span class=""chemical"">fentanyl</span>"		D010149	"<span class=""disease"">postoperative pain</span>"	"CONCLUSION: As <span class=""chemical"">fentanyl</span> exacerbated postoperative nausea and vomiting without an improvement in <span class=""disease"">postoperative pain</span> and also had adverse cardiorespiratory effects, it appears to be an unnecessary and possibly detrimental supplement to sevoflurane in day surgery."	760841.0	18544179	18544179_D005283_D010149	bcv_easy_2381_job_760841_testq	"test
other
experiment"	ignore_this	no_relation	Fentanyl made postoperative nausea and vomiting worse, but did not improve postoperative pain. The sentence does not say that fentanyl originally caused the postoperative pain!
TRUE	D009582	"<span class=""chemical"">Nitrofurantoins</span>"		D000853	"<span class=""disease"">anophthalmia</span>"	"<span class=""chemical"">Nitrofurantoins</span> were associated with <span class=""disease"">anophthalmia</span> or microphthalmos (AOR = 3.7; 95% CI, 1.1-12.2), hypoplastic left heart syndrome (AOR = 4.2; 95% CI, 1.9-9.1), atrial septal defects (AOR = 1.9; 95% CI, 1.1-3.4), and cleft lip with cleft palate (AOR = 2.1; 95% CI, 1.2-3.9)."	760841.0	19884587	19884587_D009582_D000853	bcv_easy_2185_job_760841_testq	"test
other
experiment"	ignore_this	yes_direct	Nitrofurantoins cause anophthalmia.
TRUE	D004177	"<span class=""chemical"">metamizol</span>"		D059350	"<span class=""disease"">chronic pain</span>"	"These findings show a significant interaction between morphine and <span class=""chemical"">metamizol</span> in chronically treated rats, suggesting that this combination could be useful for the treatment of <span class=""disease"">chronic pain</span>."	760841.0	12063090	12063090_D004177_D059350	bcv_easy_1462_job_760841_testq	"test
other
experiment"	ignore_this	no_relation	Metamizol is said to be useful for treating chronic pain.
TRUE	D007608	"<span class=""chemical"">kainic acid</span>"		D001930	"<span class=""disease"">hippocampal injury</span>"	"Estrogens protect ovariectomized rats from <span class=""disease"">hippocampal injury</span> induced by <span class=""chemical"">kainic acid</span>-induced status epilepticus (SE)."	760841.0	12757899	12757899_D007608_D001930	bcv_easy_1482_job_760841_testq	"test
other
experiment"	ignore_this	yes_indirect	Kainic acid causes status spilepticus (SE). SE in turn causes hippocampal injury.
TRUE	D008775	"<span class=""chemical"">methylprednisolone</span>"		D020250	"<span class=""disease"">nausea, vomiting</span>"	"CONCLUSIONS: The administration of <span class=""chemical"">methylprednisolone</span> and gentamicin in the posterior sub-Tenon's space was related to a high incidence of side effects including <span class=""disease"">nausea, vomiting</span>, and headache."	760841.0	17466854	17466854_D008775_D020250	bcv_easy_1538_job_760841_testq	"test
other
experiment"	ignore_this	yes_direct	Methylprednisolone causes nausea and vomiting as a side effect.
TRUE	D002220	"<span class=""chemical"">carbamazepine</span>"		D051437	"<span class=""disease"">renal failure</span>"	"We report a patient in whom hypersensitivity to <span class=""chemical"">carbamazepine</span> presented with generalized erythroderma, a severe leukemoid reaction, eosinophilia, hyponatremia, and <span class=""disease"">renal failure</span>."	760841.0	2522601	2522601_D002220_D051437	bcv_easy_1930_job_760841_testq	"test
other
experiment"	ignore_this	yes_direct	Carbamazepine caused many diseases in this patient.
TRUE	D019386	"<span class=""chemical"">alendronate</span>"		D011507	"<span class=""disease"">proteinuria</span>"	"Massive <span class=""disease"">proteinuria</span> and acute renal failure after oral bisphosphonate (<span class=""chemical"">alendronate</span>) administration in a patient with focal segmental glomerulosclerosis."	760841.0	18754075	18754075_D019386_D011507	bcv_easy_1645_job_760841_testq	"test
other
experiment"	ignore_this	yes_direct	Patient developed proteinuria after taking alendronate.
TRUE	D002443	"<span class=""chemical"">ceftriaxone</span>"		D056486	"<span class=""disease"">hepatitis</span>"	"Acute <span class=""disease"">hepatitis</span>, autoimmune hemolytic anemia, and erythroblastocytopenia induced by <span class=""chemical"">ceftriaxone</span>."	760841.0	9625142	9625142_D002443_D056486	bcv_easy_241_job_760841_testq	"test
other
experiment"	ignore_this	yes_direct	Induced means caused by.
TRUE	D009568	"<span class=""chemical"">nitrendipine</span>"		D006978	"<span class=""disease"">renovascular hypertension</span>"	"The effect of a 6-week treatment with the calcium channel blocker <span class=""chemical"">nitrendipine</span> or the angiotensin converting enzyme inhibitor enalapril on blood pressure, albuminuria, renal hemodynamics, and morphology of the nonclipped kidney was studied in rats with two-kidney, one clip <span class=""disease"">renovascular hypertension</span>."	760841.0	1639466	1639466_D009568_D006978	bcv_easy_3086_job_760841_testq	"test
other
experiment"	ignore_this	no_relation	The sentence gives no conclusion regarding the result of the study.
TRUE	C030852	"<span class=""chemical"">vinorelbine</span>"		D002289	"<span class=""disease"">nonsmall cell lung carcinoma</span>"	"Gemcitabine plus <span class=""chemical"">vinorelbine</span> in <span class=""disease"">nonsmall cell lung carcinoma</span> patients age 70 years or older or patients who cannot receive cisplatin. Oncopaz Cooperative Group."	760841.0	10526274	10526274_C030852_D002289	bcv_easy_269_job_760841_testq	"test
other
experiment"	ignore_this	no_relation	The sentence says vinorelbine was used in patients with lung carcinoma, but does not say whether vinorelbine is treating or causing the cancer.
