uniq_id	verify_relationship	conf_score	num_votes	percent_agree	pmid	unit_id	chemical_id	disease_id	relation_pair_id	sentence_id	in_gold
bcv_easy_1031	yes_direct	3.9162	5	1.0	9098464.0	769153038.0	D005473	D006966	9098464_D005473_D006966	9098464_0	1
bcv_easy_1032	yes_direct	0.7647	1	0.192643909812	9098464.0	769153039.0	D005473	D006966	9098464_D005473_D006966	9098464_1	1
bcv_easy_1032	no_relation	3.2048	4	0.807356090188	9098464.0	769153039.0	D005473	D006966	9098464_D005473_D006966	9098464_1	1
bcv_easy_1033	yes_direct	0.0	0	0.0	9098464.0	769153040.0	D005473	D062788	9098464_D005473_D062788	9098464_1	1
bcv_easy_1033	no_relation	3.974	5	1.0	9098464.0	769153040.0	D005473	D062788	9098464_D005473_D062788	9098464_1	1
bcv_easy_1034	yes_direct	3.9411	5	1.0	9098464.0	769153041.0	D005473	D006966	9098464_D005473_D006966	9098464_2	1
bcv_easy_1035	yes_direct	2.3462	3	0.603337876411	9098464.0	769153042.0	D012701	D006966	9098464_D012701_D006966	9098464_2	0
bcv_easy_1035	no_relation	1.5425	2	0.396662123589	9098464.0	769153042.0	D012701	D006966	9098464_D012701_D006966	9098464_2	0
bcv_easy_1036	yes_direct	4.1165	5	1.0	9098464.0	769153043.0	D005473	D062788	9098464_D005473_D062788	9098464_8	1
bcv_easy_1037	yes_direct	3.974	5	1.0	6892185.0	769153044.0	D002217	D014202	6892185_D002217_D014202	6892185_1	1
bcv_easy_1038	yes_direct	4.1233	5	1.0	6892185.0	769153045.0	D002217	D004830	6892185_D002217_D004830	6892185_1	1
bcv_easy_1039	yes_direct	0.7941	1	0.199512587307	6892185.0	769153046.0	D002122	D015878	6892185_D002122_D015878	6892185_1	0
bcv_easy_1039	no_relation	3.1861	4	0.800487412693	6892185.0	769153046.0	D002122	D015878	6892185_D002122_D015878	6892185_1	0
bcv_easy_104	yes_direct	0.0	0	0.0	458486.0	769152111.0	D008787	D004409	458486_D008787_D004409	458486_1	0
bcv_easy_104	no_relation	3.8823	5	1.0	458486.0	769152111.0	D008787	D004409	458486_D008787_D004409	458486_1	0
bcv_easy_1041	yes_direct	4.06	5	1.0	6892185.0	769153048.0	D010830	D014202	6892185_D010830_D014202	6892185_1	1
bcv_easy_1042	yes_direct	3.9411	5	1.0	6892185.0	769153049.0	D002217	D015878	6892185_D002217_D015878	6892185_1	1
bcv_easy_1043	yes_direct	2.2986	3	0.721129411765	6892185.0	769153050.0	D010830	D004830	6892185_D010830_D004830	6892185_1	1
bcv_easy_1043	no_relation	0.8889	1	0.278870588235	6892185.0	769153050.0	D010830	D004830	6892185_D010830_D004830	6892185_1	1
bcv_easy_1044	yes_direct	0.7647	1	0.18545824946	6892185.0	769153051.0	D002122	D014202	6892185_D002122_D014202	6892185_1	0
bcv_easy_1044	no_relation	3.3586	4	0.81454175054	6892185.0	769153051.0	D002122	D014202	6892185_D002122_D014202	6892185_1	0
bcv_easy_1045	yes_direct	0.7941	1	0.204543698323	6892185.0	769153052.0	D002122	D004830	6892185_D002122_D004830	6892185_1	0
bcv_easy_1045	no_relation	3.0882	4	0.795456301677	6892185.0	769153052.0	D002122	D004830	6892185_D002122_D004830	6892185_1	0
bcv_easy_1046	yes_direct	0.0	0	0.0	6892185.0	769153053.0	D002122	D014202	6892185_D002122_D014202	6892185_3	0
bcv_easy_1046	no_relation	3.7647	5	1.0	6892185.0	769153053.0	D002122	D014202	6892185_D002122_D014202	6892185_3	0
bcv_easy_1047	yes_direct	3.8801	5	1.0	6892185.0	769153054.0	D002217	D014202	6892185_D002217_D014202	6892185_3	1
bcv_easy_1048	yes_direct	3.8823	5	1.0	6892185.0	769153055.0	D002217	D004830	6892185_D002217_D004830	6892185_3	1
bcv_easy_1049	yes_direct	0.0	0	0.0	6892185.0	769153056.0	D002122	D015878	6892185_D002122_D015878	6892185_3	0
bcv_easy_1049	no_relation	3.8868	5	1.0	6892185.0	769153056.0	D002122	D015878	6892185_D002122_D015878	6892185_3	0
bcv_easy_105	yes_direct	0.0	0	0.0	458486.0	769152112.0	D008787	D010300	458486_D008787_D010300	458486_1	0
bcv_easy_105	no_relation	4.1764	5	1.0	458486.0	769152112.0	D008787	D010300	458486_D008787_D010300	458486_1	0
bcv_easy_1050	yes_direct	3.0	4	0.790701352099	6892185.0	769153057.0	D010830	D015878	6892185_D010830_D015878	6892185_3	1
bcv_easy_1050	no_relation	0.7941	1	0.209298647901	6892185.0	769153057.0	D010830	D015878	6892185_D010830_D015878	6892185_3	1
bcv_easy_1051	yes_direct	3.8823	5	1.0	6892185.0	769153058.0	D010830	D014202	6892185_D010830_D014202	6892185_3	1
bcv_easy_1052	yes_direct	4.0235	5	1.0	6892185.0	769153059.0	D002217	D015878	6892185_D002217_D015878	6892185_3	1
bcv_easy_1053	yes_direct	2.3529	3	0.597016061506	6892185.0	769153060.0	D010830	D004830	6892185_D010830_D004830	6892185_3	1
bcv_easy_1053	no_relation	1.5882	2	0.402983938494	6892185.0	769153060.0	D010830	D004830	6892185_D010830_D004830	6892185_3	1
bcv_easy_1054	yes_direct	0.7941	1	0.205656126175	6892185.0	769153061.0	D002122	D004830	6892185_D002122_D004830	6892185_3	0
bcv_easy_1054	no_relation	3.0672	4	0.794343873825	6892185.0	769153061.0	D002122	D004830	6892185_D002122_D004830	6892185_3	0
bcv_easy_1055	yes_direct	4.0363	5	1.0	6892185.0	769153062.0	D002217	D014202	6892185_D002217_D014202	6892185_4	1
bcv_easy_1056	yes_direct	4.3836	5	1.0	6892185.0	769153063.0	D002217	D004830	6892185_D002217_D004830	6892185_4	1
bcv_easy_1057	yes_direct	0.7353	1	0.185190782017	6892185.0	769153064.0	D002122	D015878	6892185_D002122_D015878	6892185_4	0
bcv_easy_1057	no_relation	3.2352	4	0.814809217983	6892185.0	769153064.0	D002122	D015878	6892185_D002122_D015878	6892185_4	0
bcv_easy_1058	yes_direct	4.0881	5	1.0	6892185.0	769153065.0	D010830	D015878	6892185_D010830_D015878	6892185_4	1
bcv_easy_1059	yes_direct	4.1294	5	1.0	6892185.0	769153066.0	D010830	D014202	6892185_D010830_D014202	6892185_4	1
bcv_easy_106	yes_direct	0.0	0	0.0	458486.0	769152113.0	D063325	D010300	458486_D063325_D010300	458486_1	0
bcv_easy_106	no_relation	4.0294	5	1.0	458486.0	769152113.0	D063325	D010300	458486_D063325_D010300	458486_1	0
bcv_easy_1060	yes_direct	3.8274	5	1.0	6892185.0	769153067.0	D002217	D015878	6892185_D002217_D015878	6892185_4	1
bcv_easy_1061	yes_direct	3.2285	4	0.796767028628	6892185.0	769153068.0	D010830	D004830	6892185_D010830_D004830	6892185_4	1
bcv_easy_1061	no_relation	0.8235	1	0.203232971372	6892185.0	769153068.0	D010830	D004830	6892185_D010830_D004830	6892185_4	1
bcv_easy_1062	yes_direct	0.7647	1	0.189780116146	6892185.0	769153069.0	D002122	D014202	6892185_D002122_D014202	6892185_4	0
bcv_easy_1062	no_relation	3.2647	4	0.810219883854	6892185.0	769153069.0	D002122	D014202	6892185_D002122_D014202	6892185_4	0
bcv_easy_1063	yes_direct	0.7941	1	0.198049680766	6892185.0	769153070.0	D002122	D004830	6892185_D002122_D004830	6892185_4	0
bcv_easy_1063	no_relation	3.2155	4	0.801950319234	6892185.0	769153070.0	D002122	D004830	6892185_D002122_D004830	6892185_4	0
bcv_easy_1064	yes_direct	0.0	0	0.0	15867025.0	769153071.0	D006514	D012409	15867025_D006514_D012409	15867025_3	0
bcv_easy_1064	no_relation	3.9118	5	1.0	15867025.0	769153071.0	D006514	D012409	15867025_D006514_D012409	15867025_3	0
bcv_easy_1065	yes_direct	0.0	0	0.0	15867025.0	769153072.0	D006514	D006509	15867025_D006514_D006509	15867025_3	1
bcv_easy_1065	no_relation	3.9107	5	1.0	15867025.0	769153072.0	D006514	D006509	15867025_D006514_D006509	15867025_3	1
bcv_easy_1066	yes_direct	0.0	0	0.0	15867025.0	769153073.0	D006514	D006509	15867025_D006514_D006509	15867025_6	1
bcv_easy_1066	no_relation	3.9705	5	1.0	15867025.0	769153073.0	D006514	D006509	15867025_D006514_D006509	15867025_6	1
bcv_easy_1069	yes_direct	1.5294	2	0.402209072978	1355091.0	769153076.0	D011224	D007024	1355091_D011224_D007024	1355091_0	1
bcv_easy_1069	no_relation	2.2731	3	0.597790927022	1355091.0	769153076.0	D011224	D007024	1355091_D011224_D007024	1355091_0	1
bcv_easy_107	yes_direct	0.8529	1	0.205666747046	458486.0	769152114.0	C037689	D004409	458486_C037689_D004409	458486_1	0
bcv_easy_107	no_relation	3.2941	4	0.794333252954	458486.0	769152114.0	C037689	D004409	458486_C037689_D004409	458486_1	0
bcv_easy_1070	yes_direct	0.0	0	0.0	1355091.0	769153077.0	D011224	D006973	1355091_D011224_D006973	1355091_2	0
bcv_easy_1070	no_relation	4.0044	5	1.0	1355091.0	769153077.0	D011224	D006973	1355091_D011224_D006973	1355091_2	0
bcv_easy_1071	yes_direct	0.0	0	0.0	1355091.0	769153078.0	D015016	D007024	1355091_D015016_D007024	1355091_7	0
bcv_easy_1071	no_relation	3.9989	5	1.0	1355091.0	769153078.0	D015016	D007024	1355091_D015016_D007024	1355091_7	0
bcv_easy_1072	yes_direct	2.3529	3	0.597016061506	1355091.0	769153079.0	D011224	D007024	1355091_D011224_D007024	1355091_7	1
bcv_easy_1072	no_relation	1.5882	2	0.402983938494	1355091.0	769153079.0	D011224	D007024	1355091_D011224_D007024	1355091_7	1
bcv_easy_1073	yes_direct	0.0	0	0.0	1355091.0	769153080.0	D011224	D007024	1355091_D011224_D007024	1355091_11	1
bcv_easy_1073	no_relation	3.974	5	1.0	1355091.0	769153080.0	D011224	D007024	1355091_D011224_D007024	1355091_11	1
bcv_easy_1074	yes_direct	3.2701	4	0.798832323627	1355091.0	769153081.0	C056299	D001919	1355091_C056299_D001919	1355091_14	1
bcv_easy_1074	no_relation	0.8235	1	0.201167676373	1355091.0	769153081.0	C056299	D001919	1355091_C056299_D001919	1355091_14	1
bcv_easy_1075	yes_direct	0.0	0	0.0	1355091.0	769153082.0	D011224	D001919	1355091_D011224_D001919	1355091_14	0
bcv_easy_1075	no_relation	4.0226	5	1.0	1355091.0	769153082.0	D011224	D001919	1355091_D011224_D001919	1355091_14	0
bcv_easy_1076	yes_direct	2.4163	3	0.611087225917	1355091.0	769153083.0	D009638	D001919	1355091_D009638_D001919	1355091_14	1
bcv_easy_1076	no_relation	1.5378	2	0.388912774083	1355091.0	769153083.0	D009638	D001919	1355091_D009638_D001919	1355091_14	1
bcv_easy_1077	yes_direct	3.2058	4	0.801670459376	1355091.0	769153084.0	C014282	D001919	1355091_C014282_D001919	1355091_14	1
bcv_easy_1077	no_relation	0.7931	1	0.198329540624	1355091.0	769153084.0	C014282	D001919	1355091_C014282_D001919	1355091_14	1
bcv_easy_1079	yes_direct	3.9107	5	1.0	1355091.0	769153086.0	C014282	D001919	1355091_C014282_D001919	1355091_15	1
bcv_easy_108	yes_direct	0.0	0	0.0	458486.0	769152115.0	D063325	D004409	458486_D063325_D004409	458486_1	0
bcv_easy_108	no_relation	3.8529	5	1.0	458486.0	769152115.0	D063325	D004409	458486_D063325_D004409	458486_1	0
bcv_easy_1080	yes_direct	2.3529	3	0.601503182759	1355091.0	769153087.0	D011224	D001919	1355091_D011224_D001919	1355091_16	0
bcv_easy_1080	no_relation	1.5588	2	0.398496817241	1355091.0	769153087.0	D011224	D001919	1355091_D011224_D001919	1355091_16	0
bcv_easy_1081	yes_direct	3.0927	4	0.795693115159	1355091.0	769153088.0	C056299	D001919	1355091_C056299_D001919	1355091_16	1
bcv_easy_1081	no_relation	0.7941	1	0.204306884841	1355091.0	769153088.0	C056299	D001919	1355091_C056299_D001919	1355091_16	1
bcv_easy_1082	yes_direct	0.7059	1	0.181872053178	1355091.0	769153089.0	D011224	D001919	1355091_D011224_D001919	1355091_17	0
bcv_easy_1082	no_relation	3.1754	4	0.818127946822	1355091.0	769153089.0	D011224	D001919	1355091_D011224_D001919	1355091_17	0
bcv_easy_1083	yes_direct	3.2647	4	0.806019158602	1355091.0	769153090.0	D009638	D001919	1355091_D009638_D001919	1355091_17	1
bcv_easy_1083	no_relation	0.7857	1	0.193980841398	1355091.0	769153090.0	D009638	D001919	1355091_D009638_D001919	1355091_17	1
bcv_easy_1085	yes_direct	3.8823	5	1.0	10074612.0	769153092.0	D008775	D006323	10074612_D008775_D006323	10074612_0	1
bcv_easy_1087	yes_direct	4.0578	5	1.0	10074612.0	769153094.0	D008775	D007022	10074612_D008775_D007022	10074612_1	1
bcv_easy_1088	yes_direct	3.9401	5	1.0	10074612.0	769153095.0	D008775	D006323	10074612_D008775_D006323	10074612_1	1
bcv_easy_1089	yes_direct	4.0226	5	1.0	10074612.0	769153096.0	D008775	D001919	10074612_D008775_D001919	10074612_1	1
bcv_easy_109	yes_direct	0.7941	1	0.207689289918	458486.0	769152116.0	D007980	D010300	458486_D007980_D010300	458486_1	0
bcv_easy_109	no_relation	3.0294	4	0.792310710082	458486.0	769152116.0	D007980	D010300	458486_D007980_D010300	458486_1	0
bcv_easy_1090	yes_direct	2.4411	3	0.601448739744	10074612.0	769153097.0	D008775	D003645	10074612_D008775_D003645	10074612_6	0
bcv_easy_1090	no_relation	1.6176	2	0.398551260256	10074612.0	769153097.0	D008775	D003645	10074612_D008775_D003645	10074612_6	0
bcv_easy_1093	yes_direct	1.5588	2	0.403698236345	15075188.0	769153100.0	D011692	D011507	15075188_D011692_D011507	15075188_5	1
bcv_easy_1093	no_relation	2.3025	3	0.596301763655	15075188.0	769153100.0	D011692	D011507	15075188_D011692_D011507	15075188_5	1
bcv_easy_1094	yes_direct	3.9751	5	1.0	15075188.0	769153101.0	D011692	D034141	15075188_D011692_D034141	15075188_5	1
bcv_easy_1096	yes_direct	0.0	0	0.0	15075188.0	769153103.0	D012964	D011507	15075188_D012964_D011507	15075188_5	0
bcv_easy_1096	no_relation	3.9999	5	1.0	15075188.0	769153103.0	D012964	D011507	15075188_D012964_D011507	15075188_5	0
bcv_easy_1097	yes_direct	0.0	0	0.0	15075188.0	769153104.0	D012964	D034141	15075188_D012964_D034141	15075188_5	0
bcv_easy_1097	no_relation	3.9802	5	1.0	15075188.0	769153104.0	D012964	D034141	15075188_D012964_D034141	15075188_5	0
bcv_easy_1098	yes_direct	0.0	0	0.0	15075188.0	769153105.0	D012964	D001201	15075188_D012964_D001201	15075188_5	0
bcv_easy_1098	no_relation	3.8823	5	1.0	15075188.0	769153105.0	D012964	D001201	15075188_D012964_D001201	15075188_5	0
bcv_easy_1099	yes_direct	0.0	0	0.0	15075188.0	769153106.0	D012964	D009404	15075188_D012964_D009404	15075188_12	0
bcv_easy_1099	no_relation	3.9167	5	1.0	15075188.0	769153106.0	D012964	D009404	15075188_D012964_D009404	15075188_12	0
bcv_easy_110	yes_direct	3.9999	5	1.0	458486.0	769152117.0	D007980	D004421	458486_D007980_D004421	458486_3	0
bcv_easy_1100	yes_direct	4.0226	5	1.0	8888541.0	769153107.0	D014191	D020230	8888541_D014191_D020230	8888541_0	1
bcv_easy_1101	yes_direct	3.1764	4	0.788325515598	8888541.0	769153108.0	C047426	D020230	8888541_C047426_D020230	8888541_0	1
bcv_easy_1101	no_relation	0.8529	1	0.211674484402	8888541.0	769153108.0	C047426	D020230	8888541_C047426_D020230	8888541_0	1
bcv_easy_1103	yes_direct	2.5222	3	0.604945674334	8888541.0	769153110.0	D012701	D012798	8888541_D012701_D012798	8888541_1	0
bcv_easy_1103	no_relation	1.6471	2	0.395054325666	8888541.0	769153110.0	D012701	D012798	8888541_D012701_D012798	8888541_1	0
bcv_easy_1104	yes_direct	3.8868	5	1.0	8888541.0	769153111.0	D012701	D005334	8888541_D012701_D005334	8888541_1	0
bcv_easy_1105	yes_direct	2.4424	3	0.754642360575	8888541.0	769153112.0	D012701	D009127	8888541_D012701_D009127	8888541_1	0
bcv_easy_1105	no_relation	0.7941	1	0.245357639425	8888541.0	769153112.0	D012701	D009127	8888541_D012701_D009127	8888541_1	0
bcv_easy_1106	yes_direct	2.3452	3	0.587445518762	8888541.0	769153113.0	D012701	D011595	8888541_D012701_D011595	8888541_1	0
bcv_easy_1106	no_relation	1.647	2	0.412554481238	8888541.0	769153113.0	D012701	D011595	8888541_D012701_D011595	8888541_1	0
bcv_easy_1107	yes_direct	0.0	0	0.0	8888541.0	769153114.0	D014191	D003866	8888541_D014191_D003866	8888541_4	0
bcv_easy_1107	no_relation	4.1178	5	1.0	8888541.0	769153114.0	D014191	D003866	8888541_D014191_D003866	8888541_4	0
bcv_easy_1108	yes_direct	1.5882	2	0.406012731038	8888541.0	769153115.0	C047426	D003866	8888541_C047426_D003866	8888541_4	0
bcv_easy_1108	no_relation	2.3235	3	0.593987268962	8888541.0	769153115.0	C047426	D003866	8888541_C047426_D003866	8888541_4	0
bcv_easy_1109	yes_direct	3.9695	5	1.0	8888541.0	769153116.0	D014191	D020230	8888541_D014191_D020230	8888541_4	1
bcv_easy_1110	yes_direct	3.9755	5	1.0	8888541.0	769153117.0	C047426	D020230	8888541_C047426_D020230	8888541_4	1
bcv_easy_1111	yes_direct	1.5294	2	0.502678718159	8888541.0	769153118.0	D003975	D009127	8888541_D003975_D009127	8888541_10	0
bcv_easy_1111	no_relation	1.5131	2	0.497321281841	8888541.0	769153118.0	D003975	D009127	8888541_D003975_D009127	8888541_10	0
bcv_easy_1112	yes_direct	0.7059	1	0.178908150852	8106150.0	769153119.0	D015632	D004409	8106150_D015632_D004409	8106150_0	0
bcv_easy_1112	no_relation	3.2397	4	0.821091849148	8106150.0	769153119.0	D015632	D004409	8106150_D015632_D004409	8106150_0	0
bcv_easy_1113	yes_direct	3.0882	4	0.795456301677	8106150.0	769153120.0	D015632	D020734	8106150_D015632_D020734	8106150_1	1
bcv_easy_1113	no_relation	0.7941	1	0.204543698323	8106150.0	769153120.0	D015632	D020734	8106150_D015632_D020734	8106150_1	1
bcv_easy_1114	yes_direct	0.7941	1	0.201491969247	8106150.0	769153121.0	D004298	D004409	8106150_D004298_D004409	8106150_4	0
bcv_easy_1114	no_relation	3.147	4	0.798508030753	8106150.0	769153121.0	D004298	D004409	8106150_D004298_D004409	8106150_4	0
bcv_easy_1115	yes_direct	3.9401	5	1.0	8106150.0	769153122.0	D008784	D020734	8106150_D008784_D020734	8106150_5	0
bcv_easy_1116	yes_direct	0.0	0	0.0	8106150.0	769153123.0	D008784	D004409	8106150_D008784_D004409	8106150_5	0
bcv_easy_1116	no_relation	4.0096	5	1.0	8106150.0	769153123.0	D008784	D004409	8106150_D008784_D004409	8106150_5	0
bcv_easy_1117	yes_direct	0.0	0	0.0	8106150.0	769153124.0	D011433	D004409	8106150_D011433_D004409	8106150_5	0
bcv_easy_1117	no_relation	4.0881	5	1.0	8106150.0	769153124.0	D011433	D004409	8106150_D011433_D004409	8106150_5	0
