_unit_id	_created_at	_golden	_id	_missed	_started_at	_tainted	_channel	_trust	_worker_id	_country	_region	_city	_ip	broad_rel_type	comments_box	deep_semantics	broad_rel_type_gold	deep_semantics_gold	form_object	form_subject	formatted_sentence	gold_std_association_type	num_sentence	object_end	object_start	object_text	object_type	original_sentence	pub_rel_id	pubmed_id	subject_end	subject_start	subject_text	subject_type
706124679	4/21/2015 23:01:02	false	1618857710		4/21/2015 22:53:04	false	neodev	0.9091	11358679	ITA	16	Florence	79.52.133.24	false					"&quot;<span class=""form_object"">fluconazole</span>&quot;"	"&quot;<span class=""form_subject"">aspergillosis</span>&quot;"	"<div class=""formatted_sentence"">Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and <span class=""subject_text"">aspergillosis</span> incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving <span class=""object_text"">fluconazole</span>.</div>"	positive	7	285	274	fluconazole	drug	Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole.	drug_disease_114	18713852	144	131	aspergillosis	disease
706124679	4/21/2015 23:31:00	false	1618868996		4/21/2015 23:23:02	true	clixsense	0.6923	32219881	RUS	66	Saint Petersburg	5.18.43.38	positive		used_to_treat			"&quot;<span class=""form_object"">fluconazole</span>&quot;"	"&quot;<span class=""form_subject"">aspergillosis</span>&quot;"	"<div class=""formatted_sentence"">Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and <span class=""subject_text"">aspergillosis</span> incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving <span class=""object_text"">fluconazole</span>.</div>"	positive	7	285	274	fluconazole	drug	Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole.	drug_disease_114	18713852	144	131	aspergillosis	disease
706124679	4/21/2015 23:36:46	false	1618871114		4/21/2015 23:31:12	false	neodev	0.9333	15151080	EST			83.187.130.118	positive		used_to_treat			"&quot;<span class=""form_object"">fluconazole</span>&quot;"	"&quot;<span class=""form_subject"">aspergillosis</span>&quot;"	"<div class=""formatted_sentence"">Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and <span class=""subject_text"">aspergillosis</span> incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving <span class=""object_text"">fluconazole</span>.</div>"	positive	7	285	274	fluconazole	drug	Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole.	drug_disease_114	18713852	144	131	aspergillosis	disease
706124679	4/21/2015 23:52:54	false	1618876815		4/21/2015 23:48:58	false	neodev	0.8	31851061	EGY	11	Cairo	193.227.44.13	false					"&quot;<span class=""form_object"">fluconazole</span>&quot;"	"&quot;<span class=""form_subject"">aspergillosis</span>&quot;"	"<div class=""formatted_sentence"">Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and <span class=""subject_text"">aspergillosis</span> incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving <span class=""object_text"">fluconazole</span>.</div>"	positive	7	285	274	fluconazole	drug	Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole.	drug_disease_114	18713852	144	131	aspergillosis	disease
706124679	4/21/2015 23:54:06	false	1618877249		4/21/2015 23:53:11	false	gifthunterclub	1	31775124	ESP			37.133.185.72	positive		used_to_treat			"&quot;<span class=""form_object"">fluconazole</span>&quot;"	"&quot;<span class=""form_subject"">aspergillosis</span>&quot;"	"<div class=""formatted_sentence"">Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and <span class=""subject_text"">aspergillosis</span> incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving <span class=""object_text"">fluconazole</span>.</div>"	positive	7	285	274	fluconazole	drug	Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole.	drug_disease_114	18713852	144	131	aspergillosis	disease
706124679	4/21/2015 23:55:34	false	1618877587		4/21/2015 23:54:20	true	clixsense	0.6667	28000865	UKR	12	Kiev	94.244.167.131	negative					"&quot;<span class=""form_object"">fluconazole</span>&quot;"	"&quot;<span class=""form_subject"">aspergillosis</span>&quot;"	"<div class=""formatted_sentence"">Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and <span class=""subject_text"">aspergillosis</span> incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving <span class=""object_text"">fluconazole</span>.</div>"	positive	7	285	274	fluconazole	drug	Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole.	drug_disease_114	18713852	144	131	aspergillosis	disease
706124679	4/21/2015 23:57:48	false	1618878477		4/21/2015 23:56:38	false	clixsense	0.8421	9834199	ROU	14	Constanta	5.14.143.185	false					"&quot;<span class=""form_object"">fluconazole</span>&quot;"	"&quot;<span class=""form_subject"">aspergillosis</span>&quot;"	"<div class=""formatted_sentence"">Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and <span class=""subject_text"">aspergillosis</span> incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving <span class=""object_text"">fluconazole</span>.</div>"	positive	7	285	274	fluconazole	drug	Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole.	drug_disease_114	18713852	144	131	aspergillosis	disease
706124679	4/22/2015 00:02:27	false	1618880043		4/21/2015 23:58:08	true	neodev	0.6667	32450442	VNM	44	Hanoi	42.117.138.126	false					"&quot;<span class=""form_object"">fluconazole</span>&quot;"	"&quot;<span class=""form_subject"">aspergillosis</span>&quot;"	"<div class=""formatted_sentence"">Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and <span class=""subject_text"">aspergillosis</span> incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving <span class=""object_text"">fluconazole</span>.</div>"	positive	7	285	274	fluconazole	drug	Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole.	drug_disease_114	18713852	144	131	aspergillosis	disease
706124679	4/22/2015 00:06:35	false	1618881566		4/22/2015 00:04:22	false	neodev	0.9444	16323114	MEX	22	Querétaro	189.234.235.14	false					"&quot;<span class=""form_object"">fluconazole</span>&quot;"	"&quot;<span class=""form_subject"">aspergillosis</span>&quot;"	"<div class=""formatted_sentence"">Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and <span class=""subject_text"">aspergillosis</span> incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving <span class=""object_text"">fluconazole</span>.</div>"	positive	7	285	274	fluconazole	drug	Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole.	drug_disease_114	18713852	144	131	aspergillosis	disease
706124679	4/22/2015 00:06:38	false	1618881586		4/22/2015 00:02:39	true	neodev	0.6364	32424428	VEN			190.75.188.235	positive		used_to_treat			"&quot;<span class=""form_object"">fluconazole</span>&quot;"	"&quot;<span class=""form_subject"">aspergillosis</span>&quot;"	"<div class=""formatted_sentence"">Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and <span class=""subject_text"">aspergillosis</span> incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving <span class=""object_text"">fluconazole</span>.</div>"	positive	7	285	274	fluconazole	drug	Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole.	drug_disease_114	18713852	144	131	aspergillosis	disease
706124679	4/22/2015 00:12:16	false	1618883878		4/22/2015 00:06:44	true	clixsense	0.6364	31682632	BIH	1	Sarajevo	109.175.96.42	false					"&quot;<span class=""form_object"">fluconazole</span>&quot;"	"&quot;<span class=""form_subject"">aspergillosis</span>&quot;"	"<div class=""formatted_sentence"">Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and <span class=""subject_text"">aspergillosis</span> incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving <span class=""object_text"">fluconazole</span>.</div>"	positive	7	285	274	fluconazole	drug	Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole.	drug_disease_114	18713852	144	131	aspergillosis	disease
706124679	4/22/2015 00:13:33	false	1618884268		4/22/2015 00:12:17	false	neodev	0.8462	31839548	GRC			79.166.30.49	positive		used_to_treat			"&quot;<span class=""form_object"">fluconazole</span>&quot;"	"&quot;<span class=""form_subject"">aspergillosis</span>&quot;"	"<div class=""formatted_sentence"">Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and <span class=""subject_text"">aspergillosis</span> incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving <span class=""object_text"">fluconazole</span>.</div>"	positive	7	285	274	fluconazole	drug	Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole.	drug_disease_114	18713852	144	131	aspergillosis	disease
706124679	4/22/2015 01:15:59	false	1618906779		4/22/2015 01:11:17	false	neodev	0.9231	20043657	USA	PA	Coopersburg	70.15.32.175	positive		used_to_treat			"&quot;<span class=""form_object"">fluconazole</span>&quot;"	"&quot;<span class=""form_subject"">aspergillosis</span>&quot;"	"<div class=""formatted_sentence"">Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and <span class=""subject_text"">aspergillosis</span> incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving <span class=""object_text"">fluconazole</span>.</div>"	positive	7	285	274	fluconazole	drug	Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole.	drug_disease_114	18713852	144	131	aspergillosis	disease
706124680	4/21/2015 22:55:01	false	1618854795		4/21/2015 22:52:13	false	neodev	0.9231	20045399	GBR	M2	Solihull	82.36.155.235	positive		may_cause			"&quot;<span class=""form_object"">Zidovudine</span>&quot;"	"&quot;<span class=""form_subject"">anaemia</span>&quot;"	"<div class=""formatted_sentence""><span class=""object_text"">Zidovudine</span> discontinuation could help to avoid <span class=""subject_text"">anaemia</span> associated with anti-HCV therapy.</div>"	positive	8	10	0	Zidovudine	drug	Zidovudine discontinuation could help to avoid anaemia associated with anti-HCV therapy.	drug_disease_190	17697016	54	47	anaemia	disease
706124680	4/21/2015 23:01:02	false	1618857712		4/21/2015 22:53:04	false	neodev	0.9091	11358679	ITA	16	Florence	79.52.133.24	positive		may_cause			"&quot;<span class=""form_object"">Zidovudine</span>&quot;"	"&quot;<span class=""form_subject"">anaemia</span>&quot;"	"<div class=""formatted_sentence""><span class=""object_text"">Zidovudine</span> discontinuation could help to avoid <span class=""subject_text"">anaemia</span> associated with anti-HCV therapy.</div>"	positive	8	10	0	Zidovudine	drug	Zidovudine discontinuation could help to avoid anaemia associated with anti-HCV therapy.	drug_disease_190	17697016	54	47	anaemia	disease
706124680	4/21/2015 23:31:00	false	1618869001		4/21/2015 23:23:02	true	clixsense	0.6923	32219881	RUS	66	Saint Petersburg	5.18.43.38	speculative		may_cause			"&quot;<span class=""form_object"">Zidovudine</span>&quot;"	"&quot;<span class=""form_subject"">anaemia</span>&quot;"	"<div class=""formatted_sentence""><span class=""object_text"">Zidovudine</span> discontinuation could help to avoid <span class=""subject_text"">anaemia</span> associated with anti-HCV therapy.</div>"	positive	8	10	0	Zidovudine	drug	Zidovudine discontinuation could help to avoid anaemia associated with anti-HCV therapy.	drug_disease_190	17697016	54	47	anaemia	disease
706124680	4/21/2015 23:52:54	false	1618876819		4/21/2015 23:48:58	false	neodev	0.8	31851061	EGY	11	Cairo	193.227.44.13	speculative		used_to_treat			"&quot;<span class=""form_object"">Zidovudine</span>&quot;"	"&quot;<span class=""form_subject"">anaemia</span>&quot;"	"<div class=""formatted_sentence""><span class=""object_text"">Zidovudine</span> discontinuation could help to avoid <span class=""subject_text"">anaemia</span> associated with anti-HCV therapy.</div>"	positive	8	10	0	Zidovudine	drug	Zidovudine discontinuation could help to avoid anaemia associated with anti-HCV therapy.	drug_disease_190	17697016	54	47	anaemia	disease
706124680	4/21/2015 23:57:53	false	1618878551		4/21/2015 23:53:11	false	neodev	0.9333	15151080	EST			83.187.130.118	speculative		may_cause			"&quot;<span class=""form_object"">Zidovudine</span>&quot;"	"&quot;<span class=""form_subject"">anaemia</span>&quot;"	"<div class=""formatted_sentence""><span class=""object_text"">Zidovudine</span> discontinuation could help to avoid <span class=""subject_text"">anaemia</span> associated with anti-HCV therapy.</div>"	positive	8	10	0	Zidovudine	drug	Zidovudine discontinuation could help to avoid anaemia associated with anti-HCV therapy.	drug_disease_190	17697016	54	47	anaemia	disease
706124680	4/22/2015 00:02:27	false	1618880053		4/21/2015 23:58:08	true	neodev	0.6667	32450442	VNM	44	Hanoi	42.117.138.126	positive		may_cause			"&quot;<span class=""form_object"">Zidovudine</span>&quot;"	"&quot;<span class=""form_subject"">anaemia</span>&quot;"	"<div class=""formatted_sentence""><span class=""object_text"">Zidovudine</span> discontinuation could help to avoid <span class=""subject_text"">anaemia</span> associated with anti-HCV therapy.</div>"	positive	8	10	0	Zidovudine	drug	Zidovudine discontinuation could help to avoid anaemia associated with anti-HCV therapy.	drug_disease_190	17697016	54	47	anaemia	disease
706124680	4/22/2015 00:06:35	false	1618881568		4/22/2015 00:04:22	false	neodev	0.9444	16323114	MEX	22	Querétaro	189.234.235.14	speculative		may_cause			"&quot;<span class=""form_object"">Zidovudine</span>&quot;"	"&quot;<span class=""form_subject"">anaemia</span>&quot;"	"<div class=""formatted_sentence""><span class=""object_text"">Zidovudine</span> discontinuation could help to avoid <span class=""subject_text"">anaemia</span> associated with anti-HCV therapy.</div>"	positive	8	10	0	Zidovudine	drug	Zidovudine discontinuation could help to avoid anaemia associated with anti-HCV therapy.	drug_disease_190	17697016	54	47	anaemia	disease
706124680	4/22/2015 00:06:38	false	1618881584		4/22/2015 00:02:39	true	neodev	0.6364	32424428	VEN			190.75.188.235	speculative		used_to_treat			"&quot;<span class=""form_object"">Zidovudine</span>&quot;"	"&quot;<span class=""form_subject"">anaemia</span>&quot;"	"<div class=""formatted_sentence""><span class=""object_text"">Zidovudine</span> discontinuation could help to avoid <span class=""subject_text"">anaemia</span> associated with anti-HCV therapy.</div>"	positive	8	10	0	Zidovudine	drug	Zidovudine discontinuation could help to avoid anaemia associated with anti-HCV therapy.	drug_disease_190	17697016	54	47	anaemia	disease
706124680	4/22/2015 00:09:04	false	1618882636		4/22/2015 00:06:51	true	clixsense	0.6667	28000865	UKR	12	Kiev	94.244.167.131	speculative		used_to_treat			"&quot;<span class=""form_object"">Zidovudine</span>&quot;"	"&quot;<span class=""form_subject"">anaemia</span>&quot;"	"<div class=""formatted_sentence""><span class=""object_text"">Zidovudine</span> discontinuation could help to avoid <span class=""subject_text"">anaemia</span> associated with anti-HCV therapy.</div>"	positive	8	10	0	Zidovudine	drug	Zidovudine discontinuation could help to avoid anaemia associated with anti-HCV therapy.	drug_disease_190	17697016	54	47	anaemia	disease
706124680	4/22/2015 00:16:47	false	1618885434		4/22/2015 00:09:19	false	neodev	0.8333	20306047	GBR			80.41.0.252	speculative	I would suggest a speculative link being stated, but difficult to answer the second question because of the double negative - 'discontinuation' helps 'avoid' - does application of the drug therefore make it happen?!?	other			"&quot;<span class=""form_object"">Zidovudine</span>&quot;"	"&quot;<span class=""form_subject"">anaemia</span>&quot;"	"<div class=""formatted_sentence""><span class=""object_text"">Zidovudine</span> discontinuation could help to avoid <span class=""subject_text"">anaemia</span> associated with anti-HCV therapy.</div>"	positive	8	10	0	Zidovudine	drug	Zidovudine discontinuation could help to avoid anaemia associated with anti-HCV therapy.	drug_disease_190	17697016	54	47	anaemia	disease
706124680	4/22/2015 01:15:59	false	1618906778		4/22/2015 01:11:17	false	neodev	0.9231	20043657	USA	PA	Coopersburg	70.15.32.175	speculative		may_cause			"&quot;<span class=""form_object"">Zidovudine</span>&quot;"	"&quot;<span class=""form_subject"">anaemia</span>&quot;"	"<div class=""formatted_sentence""><span class=""object_text"">Zidovudine</span> discontinuation could help to avoid <span class=""subject_text"">anaemia</span> associated with anti-HCV therapy.</div>"	positive	8	10	0	Zidovudine	drug	Zidovudine discontinuation could help to avoid anaemia associated with anti-HCV therapy.	drug_disease_190	17697016	54	47	anaemia	disease
