uniq_id	verify_relationship	conf_score	num_votes	percent_agree	pmid	unit_id	chemical_id	disease_id	relation_pair_id	sentence_id
bcv_sentence_task_befree_1007	no_relation	4.58	5	1.0	9816328.0	770956934.0	D019290	D009369	9816328_D019290_D009369	9816328_0
bcv_sentence_task_befree_1008	no_relation	3.7335	4	0.793888747129	9816328.0	770956935.0	D006854	D009369	9816328_D006854_D009369	9816328_1
bcv_sentence_task_befree_1008	yes_direct	0.9693	1	0.206111252871	9816328.0	770956935.0	D006854	D009369	9816328_D006854_D009369	9816328_1
bcv_sentence_task_befree_1009	no_relation	4.5322	5	1.0	9816328.0	770956936.0	D004967	D009369	9816328_D004967_D009369	9816328_1
bcv_sentence_task_befree_101	no_relation	4.5236	5	1.0	1653780.0	770956027.0	D004295	D001943	1653780_D004295_D001943	1653780_1
bcv_sentence_task_befree_1010	no_relation	3.7236	4	0.810129887083	9816328.0	770956937.0	D000728	D009369	9816328_D000728_D009369	9816328_1
bcv_sentence_task_befree_1010	yes_direct	0.8727	1	0.189870112917	9816328.0	770956937.0	D000728	D009369	9816328_D000728_D009369	9816328_1
bcv_sentence_task_befree_1011	no_relation	4.4668	5	1.0	9816328.0	770956938.0	D019290	D009369	9816328_D019290_D009369	9816328_1
bcv_sentence_task_befree_1012	no_relation	4.5286	5	1.0	9816328.0	770956939.0	D000728	D009369	9816328_D000728_D009369	9816328_6
bcv_sentence_task_befree_1013	no_relation	4.3021	5	1.0	9816328.0	770956940.0	D013256	D009369	9816328_D013256_D009369	9816328_6
bcv_sentence_task_befree_1014	no_relation	4.5276	5	1.0	9816328.0	770956941.0	D004967	D009369	9816328_D004967_D009369	9816328_7
bcv_sentence_task_befree_1015	no_relation	4.3619	5	1.0	9823441.0	770956942.0	D008274	D018476	9823441_D008274_D018476	9823441_1
bcv_sentence_task_befree_1016	no_relation	4.4157	5	1.0	9823441.0	770956943.0	D008274	D014717	9823441_D008274_D014717	9823441_12
bcv_sentence_task_befree_1017	no_relation	4.5122	5	1.0	9823441.0	770956944.0	D008274	C536231	9823441_D008274_C536231	9823441_14
bcv_sentence_task_befree_1018	no_relation	4.4126	5	1.0	9823441.0	770956945.0	D008274	D014717	9823441_D008274_D014717	9823441_16
bcv_sentence_task_befree_1019	no_relation	4.4972	5	1.0	9823441.0	770956946.0	D008274	D014717	9823441_D008274_D014717	9823441_17
bcv_sentence_task_befree_102	no_relation	4.6176	5	1.0	1653780.0	770956028.0	D007980	D001943	1653780_D007980_D001943	1653780_1
bcv_sentence_task_befree_1020	no_relation	4.4142	5	1.0	9823441.0	770956947.0	D008274	D014717	9823441_D008274_D014717	9823441_18
bcv_sentence_task_befree_1021	no_relation	3.7142	4	0.820726991493	9823441.0	770956948.0	D008274	D018476	9823441_D008274_D018476	9823441_19
bcv_sentence_task_befree_1021	yes_direct	0.8113	1	0.179273008507	9823441.0	770956948.0	D008274	D018476	9823441_D008274_D018476	9823441_19
bcv_sentence_task_befree_1022	yes_direct	3.7013	4	0.81499504569	9825088.0	770956949.0	D017367	D012735	9825088_D017367_D012735	9825088_0
bcv_sentence_task_befree_1022	yes_indirect	0.8402	1	0.18500495431	9825088.0	770956949.0	D017367	D012735	9825088_D017367_D012735	9825088_0
bcv_sentence_task_befree_1023	yes_direct	2.7094	3	0.596810432178	9825088.0	770956950.0	D012701	D012735	9825088_D012701_D012735	9825088_1
bcv_sentence_task_befree_1023	yes_indirect	1.8304	2	0.403189567822	9825088.0	770956950.0	D012701	D012735	9825088_D012701_D012735	9825088_1
bcv_sentence_task_befree_1024	yes_direct	3.5658	4	0.799417105706	9825088.0	770956951.0	D017367	D012735	9825088_D017367_D012735	9825088_1
bcv_sentence_task_befree_1024	yes_indirect	0.8947	1	0.200582894294	9825088.0	770956951.0	D017367	D012735	9825088_D017367_D012735	9825088_1
bcv_sentence_task_befree_1025	no_relation	3.622	4	0.789743366112	9825088.0	770956952.0	C051752	D012735	9825088_C051752_D012735	9825088_3
bcv_sentence_task_befree_1025	yes_direct	0.9643	1	0.210256633888	9825088.0	770956952.0	C051752	D012735	9825088_C051752_D012735	9825088_3
bcv_sentence_task_befree_1026	no_relation	4.4154	5	1.0	9825088.0	770956953.0	D005473	D012735	9825088_D005473_D012735	9825088_3
bcv_sentence_task_befree_1027	no_relation	3.625	4	0.78988080971	9825088.0	770956954.0	D016642	D012735	9825088_D016642_D012735	9825088_3
bcv_sentence_task_befree_1027	yes_direct	0.9643	1	0.21011919029	9825088.0	770956954.0	D016642	D012735	9825088_D016642_D012735	9825088_3
bcv_sentence_task_befree_1028	no_relation	4.4292	5	1.0	9825088.0	770956955.0	D003533	D012735	9825088_D003533_D012735	9825088_3
bcv_sentence_task_befree_1029	no_relation	3.4095	4	0.793830034924	9825088.0	770956956.0	D015016	D012735	9825088_D015016_D012735	9825088_3
bcv_sentence_task_befree_1029	yes_direct	0.8855	1	0.206169965076	9825088.0	770956956.0	D015016	D012735	9825088_D015016_D012735	9825088_3
bcv_sentence_task_befree_103	no_relation	4.5555	5	1.0	1653780.0	770956029.0	D007980	D009447	1653780_D007980_D009447	1653780_1
bcv_sentence_task_befree_1030	no_relation	4.5933	5	1.0	9825088.0	770956957.0	D002997	D012735	9825088_D002997_D012735	9825088_3
bcv_sentence_task_befree_1031	no_relation	4.4139	5	1.0	9825088.0	770956958.0	D020280	D012735	9825088_D020280_D012735	9825088_3
bcv_sentence_task_befree_1032	no_relation	4.3742	5	1.0	9825088.0	770956959.0	D000547	D012735	9825088_D000547_D012735	9825088_3
bcv_sentence_task_befree_1033	no_relation	4.3694	5	1.0	9825088.0	770956960.0	D002065	D012735	9825088_D002065_D012735	9825088_3
bcv_sentence_task_befree_1034	no_relation	3.5344	4	0.799656100817	9825088.0	770956961.0	D017374	D012735	9825088_D017374_D012735	9825088_3
bcv_sentence_task_befree_1034	yes_direct	0.8855	1	0.200343899183	9825088.0	770956961.0	D017374	D012735	9825088_D017374_D012735	9825088_3
bcv_sentence_task_befree_1035	no_relation	3.6259	4	0.789922007756	9825088.0	770956962.0	D016666	D012735	9825088_D016666_D012735	9825088_3
bcv_sentence_task_befree_1035	yes_direct	0.9643	1	0.210077992244	9825088.0	770956962.0	D016666	D012735	9825088_D016666_D012735	9825088_3
bcv_sentence_task_befree_1036	no_relation	2.5152	3	0.581495353031	9825088.0	770956963.0	D017367	D012735	9825088_D017367_D012735	9825088_4
bcv_sentence_task_befree_1036	yes_direct	1.8102	2	0.418504646969	9825088.0	770956963.0	D017367	D012735	9825088_D017367_D012735	9825088_4
bcv_sentence_task_befree_1037	yes_direct	3.678	4	0.81059637678	9825088.0	770956964.0	D005473	D012735	9825088_D005473_D012735	9825088_6
bcv_sentence_task_befree_1037	no_relation	0.8594	1	0.18940362322	9825088.0	770956964.0	D005473	D012735	9825088_D005473_D012735	9825088_6
bcv_sentence_task_befree_1038	yes_direct	3.5803	4	0.790597535662	9825088.0	770956965.0	D017374	D012735	9825088_D017374_D012735	9825088_6
bcv_sentence_task_befree_1038	no_relation	0.9483	1	0.209402464338	9825088.0	770956965.0	D017374	D012735	9825088_D017374_D012735	9825088_6
bcv_sentence_task_befree_1039	no_relation	2.5766	3	0.588479809976	9825088.0	770956966.0	D016666	D012735	9825088_D016666_D012735	9825088_6
bcv_sentence_task_befree_1039	yes_direct	1.8018	2	0.411520190024	9825088.0	770956966.0	D016666	D012735	9825088_D016666_D012735	9825088_6
bcv_sentence_task_befree_104	no_relation	2.539	3	0.574876601911	1653780.0	770956030.0	D007980	D064420	1653780_D007980_D064420	1653780_1
bcv_sentence_task_befree_104	yes_direct	1.8776	2	0.425123398089	1653780.0	770956030.0	D007980	D064420	1653780_D007980_D064420	1653780_1
bcv_sentence_task_befree_1040	yes_direct	3.4981	4	0.799657103669	9825088.0	770956967.0	D020280	D012735	9825088_D020280_D012735	9825088_6
bcv_sentence_task_befree_1040	no_relation	0.8764	1	0.200342896331	9825088.0	770956967.0	D020280	D012735	9825088_D020280_D012735	9825088_6
bcv_sentence_task_befree_1041	yes_direct	4.7088	5	1.0	9825088.0	770956968.0	D017367	D012735	9825088_D017367_D012735	9825088_6
bcv_sentence_task_befree_1042	no_relation	2.6981	3	0.608447591557	9829022.0	770956969.0	D012701	D009771	9829022_D012701_D009771	9829022_0
bcv_sentence_task_befree_1042	yes_direct	1.7363	2	0.391552408443	9829022.0	770956969.0	D012701	D009771	9829022_D012701_D009771	9829022_0
bcv_sentence_task_befree_1043	yes_direct	1.8828	2	0.410017421603	9829022.0	770956970.0	D012701	D009771	9829022_D012701_D009771	9829022_1
bcv_sentence_task_befree_1043	no_relation	1.7399	2	0.378898083624	9829022.0	770956970.0	D012701	D009771	9829022_D012701_D009771	9829022_1
bcv_sentence_task_befree_1043	yes_indirect	0.9693	1	0.211084494774	9829022.0	770956970.0	D012701	D009771	9829022_D012701_D009771	9829022_1
bcv_sentence_task_befree_1044	no_relation	4.4136	5	1.0	9829022.0	770956971.0	D006719	D009771	9829022_D006719_D009771	9829022_3
bcv_sentence_task_befree_1045	no_relation	3.5265	4	0.786638411778	9829022.0	770956972.0	D013004	D009771	9829022_D013004_D009771	9829022_5
bcv_sentence_task_befree_1045	yes_direct	0.9565	1	0.213361588222	9829022.0	770956972.0	D013004	D009771	9829022_D013004_D009771	9829022_5
bcv_sentence_task_befree_1046	no_relation	3.7314	4	0.810293159609	9829022.0	770956973.0	D001127	D009771	9829022_D001127_D009771	9829022_5
bcv_sentence_task_befree_1046	yes_direct	0.8736	1	0.189706840391	9829022.0	770956973.0	D001127	D009771	9829022_D001127_D009771	9829022_5
bcv_sentence_task_befree_1047	no_relation	4.3511	5	1.0	9829022.0	770956974.0	D010121	D009771	9829022_D010121_D009771	9829022_5
bcv_sentence_task_befree_1048	no_relation	4.4413	5	1.0	9829022.0	770956975.0	D002997	D002869	9829022_D002997_D002869	9829022_6
bcv_sentence_task_befree_1049	no_relation	4.5138	5	1.0	9829022.0	770956976.0	D005473	D002869	9829022_D005473_D002869	9829022_6
bcv_sentence_task_befree_105	no_relation	4.6979	5	1.0	1653780.0	770956031.0	D013629	D009447	1653780_D013629_D009447	1653780_1
bcv_sentence_task_befree_1050	no_relation	4.6799	5	1.0	9829022.0	770956977.0	D016666	D002869	9829022_D016666_D002869	9829022_6
bcv_sentence_task_befree_1051	no_relation	3.6661	4	0.820872797295	9829022.0	770956978.0	D012701	D009771	9829022_D012701_D009771	9829022_7
bcv_sentence_task_befree_1051	yes_direct	0.8	1	0.179127202705	9829022.0	770956978.0	D012701	D009771	9829022_D012701_D009771	9829022_7
bcv_sentence_task_befree_1052	no_relation	4.3237	5	1.0	9848632.0	770956979.0	D007501	D007676	9848632_D007501_D007676	9848632_4
bcv_sentence_task_befree_1053	no_relation	4.4579	5	1.0	9848632.0	770956980.0	D007501	D018798	9848632_D007501_D018798	9848632_4
bcv_sentence_task_befree_1054	no_relation	4.5632	5	1.0	9848632.0	770956981.0	D007501	D007676	9848632_D007501_D007676	9848632_18
bcv_sentence_task_befree_1055	no_relation	4.3219	5	1.0	9867898.0	770956982.0	D008751	D008708	9867898_D008751_D008708	9867898_0
bcv_sentence_task_befree_1056	no_relation	4.6622	5	1.0	9867898.0	770956983.0	D008751	D008708	9867898_D008751_D008708	9867898_11
bcv_sentence_task_befree_1057	no_relation	4.4092	5	1.0	9914550.0	770956984.0	D010406	D000039	9914550_D010406_D000039	9914550_9
bcv_sentence_task_befree_1058	no_relation	2.606	3	0.587744423645	9921434.0	770956985.0	D002725	D006177	9921434_D002725_D006177	9921434_4
bcv_sentence_task_befree_1058	yes_direct	1.8279	2	0.412255576355	9921434.0	770956985.0	D002725	D006177	9921434_D002725_D006177	9921434_4
bcv_sentence_task_befree_1059	no_relation	2.6974	3	0.596809522756	9921434.0	770956986.0	D002725	D006505	9921434_D002725_D006505	9921434_4
bcv_sentence_task_befree_1059	yes_indirect	0.9556	1	0.211429962166	9921434.0	770956986.0	D002725	D006505	9921434_D002725_D006505	9921434_4
bcv_sentence_task_befree_1059	yes_direct	0.8667	1	0.191760515078	9921434.0	770956986.0	D002725	D006505	9921434_D002725_D006505	9921434_4
bcv_sentence_task_befree_106	no_relation	4.3372	5	1.0	1653780.0	770956032.0	D013629	D001943	1653780_D013629_D001943	1653780_1
bcv_sentence_task_befree_1060	yes_direct	3.6636	4	0.807209271582	9921434.0	770956987.0	D002725	D011041	9921434_D002725_D011041	9921434_5
bcv_sentence_task_befree_1060	no_relation	0.875	1	0.192790728418	9921434.0	770956987.0	D002725	D011041	9921434_D002725_D011041	9921434_5
bcv_sentence_task_befree_1061	no_relation	3.3801	4	0.777141674714	9921434.0	770956988.0	D002725	D009336	9921434_D002725_D009336	9921434_8
bcv_sentence_task_befree_1061	yes_direct	0.9693	1	0.222858325286	9921434.0	770956988.0	D002725	D009336	9921434_D002725_D009336	9921434_8
bcv_sentence_task_befree_1062	no_relation	3.3749	4	0.779332640573	9921434.0	770956989.0	D006221	D006505	9921434_D006221_D006505	9921434_18
bcv_sentence_task_befree_1062	yes_direct	0.9556	1	0.220667359427	9921434.0	770956989.0	D006221	D006505	9921434_D006221_D006505	9921434_18
bcv_sentence_task_befree_1063	no_relation	3.413	4	0.798063882524	9925253.0	770956990.0	D017239	D009369	9925253_D017239_D009369	9925253_0
bcv_sentence_task_befree_1063	yes_direct	0.8636	1	0.201936117477	9925253.0	770956990.0	D017239	D009369	9925253_D017239_D009369	9925253_0
bcv_sentence_task_befree_1064	no_relation	2.704	3	0.606795027153	9925253.0	770956991.0	D017239	D009369	9925253_D017239_D009369	9925253_1
bcv_sentence_task_befree_1064	yes_direct	1.7522	2	0.393204972847	9925253.0	770956991.0	D017239	D009369	9925253_D017239_D009369	9925253_1
bcv_sentence_task_befree_1065	no_relation	4.2909	5	1.0	9925253.0	770956992.0	D017239	D009369	9925253_D017239_D009369	9925253_2
bcv_sentence_task_befree_1066	no_relation	3.5886	4	0.792868032081	9925253.0	770956993.0	D017239	D009369	9925253_D017239_D009369	9925253_3
bcv_sentence_task_befree_1066	yes_direct	0.9375	1	0.207131967919	9925253.0	770956993.0	D017239	D009369	9925253_D017239_D009369	9925253_3
bcv_sentence_task_befree_1067	no_relation	4.3866	5	1.0	9925253.0	770956994.0	D017239	D009369	9925253_D017239_D009369	9925253_4
bcv_sentence_task_befree_1068	no_relation	4.4582	5	1.0	9925253.0	770956995.0	D017239	D009369	9925253_D017239_D009369	9925253_6
bcv_sentence_task_befree_1069	yes_direct	4.3388	5	1.0	9925253.0	770956996.0	D017239	D004487	9925253_D017239_D004487	9925253_6
bcv_sentence_task_befree_107	no_relation	4.6747	5	1.0	1653780.0	770956033.0	D004295	D009447	1653780_D004295_D009447	1653780_1
bcv_sentence_task_befree_1070	no_relation	3.457	4	0.789341492374	9925253.0	770956997.0	D017239	D009369	9925253_D017239_D009369	9925253_7
bcv_sentence_task_befree_1070	yes_direct	0.9226	1	0.210658507626	9925253.0	770956997.0	D017239	D009369	9925253_D017239_D009369	9925253_7
bcv_sentence_task_befree_1071	no_relation	3.453	4	0.797478001801	9925253.0	770956998.0	D017239	D004487	9925253_D017239_D004487	9925253_7
bcv_sentence_task_befree_1071	yes_direct	0.8769	1	0.202521998199	9925253.0	770956998.0	D017239	D004487	9925253_D017239_D004487	9925253_7
bcv_sentence_task_befree_1072	no_relation	4.3396	5	1.0	9925253.0	770956999.0	D017239	D065309	9925253_D017239_D065309	9925253_8
bcv_sentence_task_befree_1073	no_relation	4.4075	5	1.0	9925253.0	770957000.0	D017239	D009369	9925253_D017239_D009369	9925253_9
bcv_sentence_task_befree_1074	no_relation	4.3616	5	1.0	9988757.0	770957001.0	D005978	D009369	9988757_D005978_D009369	9988757_0
bcv_sentence_task_befree_1075	no_relation	4.3299	5	1.0	9988757.0	770957002.0	D003907	D009336	9988757_D003907_D009336	9988757_0
bcv_sentence_task_befree_1076	no_relation	4.3435	5	1.0	9988757.0	770957003.0	D005978	D009336	9988757_D005978_D009336	9988757_0
bcv_sentence_task_befree_1077	no_relation	4.5569	5	1.0	9988757.0	770957004.0	D003907	D009369	9988757_D003907_D009369	9988757_0
bcv_sentence_task_befree_1078	no_relation	3.8277	4	0.830249658374	9988757.0	770957005.0	D005978	D009369	9988757_D005978_D009369	9988757_2
bcv_sentence_task_befree_1078	yes_direct	0.7826	1	0.169750341626	9988757.0	770957005.0	D005978	D009369	9988757_D005978_D009369	9988757_2
bcv_sentence_task_befree_1079	no_relation	4.5511	5	1.0	9988757.0	770957006.0	D003907	D009336	9988757_D003907_D009336	9988757_2
bcv_sentence_task_befree_108	no_relation	3.5942	4	0.804629608901	1653780.0	770956034.0	D004295	D008545	1653780_D004295_D008545	1653780_1
bcv_sentence_task_befree_108	yes_direct	0.8727	1	0.195370391099	1653780.0	770956034.0	D004295	D008545	1653780_D004295_D008545	1653780_1
bcv_sentence_task_befree_1080	no_relation	3.5344	4	0.799656100817	9988757.0	770957007.0	D005978	D009336	9988757_D005978_D009336	9988757_2
bcv_sentence_task_befree_1080	yes_direct	0.8855	1	0.200343899183	9988757.0	770957007.0	D005978	D009336	9988757_D005978_D009336	9988757_2
bcv_sentence_task_befree_1081	no_relation	4.7797	5	1.0	9988757.0	770957008.0	D003907	D009369	9988757_D003907_D009369	9988757_2
bcv_sentence_task_befree_1082	no_relation	4.2853	5	1.0	10077512.0	770957009.0	D011241	D006333	10077512_D011241_D006333	10077512_6
bcv_sentence_task_befree_1083	no_relation	4.4073	5	1.0	10077512.0	770957010.0	D001379	D006333	10077512_D001379_D006333	10077512_6
bcv_sentence_task_befree_1084	no_relation	4.486	5	1.0	10077512.0	770957011.0	D011241	D007249	10077512_D011241_D007249	10077512_6
bcv_sentence_task_befree_1085	no_relation	4.2808	5	1.0	10077512.0	770957012.0	D001379	D007249	10077512_D001379_D007249	10077512_6
bcv_sentence_task_befree_1086	no_relation	4.4624	5	1.0	10197087.0	770957013.0	D019797	D009369	10197087_D019797_D009369	10197087_0
bcv_sentence_task_befree_1087	no_relation	4.634	5	1.0	10197087.0	770957014.0	C081788	D009369	10197087_C081788_D009369	10197087_0
bcv_sentence_task_befree_1088	no_relation	4.5235	5	1.0	10197511.0	770957015.0	D019793	D001237	10197511_D019793_D001237	10197511_4
bcv_sentence_task_befree_1089	no_relation	4.3922	5	1.0	10202608.0	770957016.0	D013134	D012559	10202608_D013134_D012559	10202608_0
bcv_sentence_task_befree_109	no_relation	4.4998	5	1.0	1653780.0	770956035.0	D004298	D009369	1653780_D004298_D009369	1653780_5
bcv_sentence_task_befree_1090	no_relation	2.5742	3	0.587153870718	10202608.0	770957017.0	D013134	D012559	10202608_D013134_D012559	10202608_1
bcv_sentence_task_befree_1090	yes_indirect	0.9693	1	0.221089366361	10202608.0	770957017.0	D013134	D012559	10202608_D013134_D012559	10202608_1
bcv_sentence_task_befree_1090	yes_direct	0.8407	1	0.191756762921	10202608.0	770957017.0	D013134	D012559	10202608_D013134_D012559	10202608_1
bcv_sentence_task_befree_1091	no_relation	4.434	5	1.0	10202608.0	770957018.0	D013134	D012569	10202608_D013134_D012569	10202608_2
bcv_sentence_task_befree_1092	no_relation	3.7132	4	0.812054411057	10202608.0	770957019.0	D013134	D012559	10202608_D013134_D012559	10202608_2
bcv_sentence_task_befree_1092	yes_direct	0.8594	1	0.187945588943	10202608.0	770957019.0	D013134	D012559	10202608_D013134_D012559	10202608_2
bcv_sentence_task_befree_1093	no_relation	4.4664	5	1.0	10212915.0	770957020.0	D003609	D004828	10212915_D003609_D004828	10212915_6
bcv_sentence_task_befree_1094	no_relation	4.5197	5	1.0	10212915.0	770957021.0	D014750	D004828	10212915_D014750_D004828	10212915_6
bcv_sentence_task_befree_1095	yes_direct	2.7074	3	0.622476663448	10332937.0	770957022.0	D000109	D000544	10332937_D000109_D000544	10332937_1
bcv_sentence_task_befree_1095	no_relation	1.642	2	0.377523336552	10332937.0	770957022.0	D000109	D000544	10332937_D000109_D000544	10332937_1
bcv_sentence_task_befree_1096	no_relation	2.809	3	0.598665842586	10332937.0	770957023.0	D000109	D004108	10332937_D000109_D004108	10332937_1
bcv_sentence_task_befree_1096	yes_indirect	0.9545	1	0.203427036934	10332937.0	770957023.0	D000109	D004108	10332937_D000109_D004108	10332937_1
bcv_sentence_task_befree_1096	yes_direct	0.9286	1	0.197907120479	10332937.0	770957023.0	D000109	D004108	10332937_D000109_D004108	10332937_1
bcv_sentence_task_befree_1097	no_relation	1.8744	2	0.405740632509	10332937.0	770957024.0	D000109	D003072	10332937_D000109_D003072	10332937_1
bcv_sentence_task_befree_1097	yes_direct	1.7953	2	0.388618308548	10332937.0	770957024.0	D000109	D003072	10332937_D000109_D003072	10332937_1
bcv_sentence_task_befree_1097	yes_indirect	0.95	1	0.205641058943	10332937.0	770957024.0	D000109	D003072	10332937_D000109_D003072	10332937_1
bcv_sentence_task_befree_1098	no_relation	4.4153	5	1.0	10332937.0	770957025.0	C076946	C535860	10332937_C076946_C535860	10332937_4
bcv_sentence_task_befree_1099	no_relation	4.4684	5	1.0	10332937.0	770957026.0	D010880	C535860	10332937_D010880_C535860	10332937_4
bcv_sentence_task_befree_11	no_relation	4.3706	5	1.0	1326224.0	770955937.0	D005047	D009369	1326224_D005047_D009369	1326224_2
bcv_sentence_task_befree_110	no_relation	4.3506	5	1.0	1653780.0	770956036.0	D005978	D009369	1653780_D005978_D009369	1653780_5
bcv_sentence_task_befree_1100	no_relation	4.2955	5	1.0	10332937.0	770957027.0	C076946	D000544	10332937_C076946_D000544	10332937_5
bcv_sentence_task_befree_1101	no_relation	4.478	5	1.0	10332937.0	770957028.0	C076946	D000544	10332937_C076946_D000544	10332937_6
bcv_sentence_task_befree_1102	no_relation	4.4611	5	1.0	10337657.0	770957029.0	D000728	D011471	10337657_D000728_D011471	10337657_0
bcv_sentence_task_befree_1103	no_relation	4.2793	5	1.0	10337657.0	770957030.0	D000728	D011471	10337657_D000728_D011471	10337657_6
bcv_sentence_task_befree_1104	no_relation	3.7596	4	0.813942411777	10337657.0	770957031.0	D000728	D009369	10337657_D000728_D009369	10337657_12
bcv_sentence_task_befree_1104	yes_direct	0.8594	1	0.186057588223	10337657.0	770957031.0	D000728	D009369	10337657_D000728_D009369	10337657_12
bcv_sentence_task_befree_1105	no_relation	4.6048	5	1.0	10359528.0	770957032.0	D014443	D009369	10359528_D014443_D009369	10359528_5
bcv_sentence_task_befree_1106	no_relation	4.3421	5	1.0	10382555.0	770957033.0	D002857	D003872	10382555_D002857_D003872	10382555_0
bcv_sentence_task_befree_1107	yes_direct	2.7658	3	0.601980629013	10382555.0	770957034.0	D002857	D011041	10382555_D002857_D011041	10382555_0
bcv_sentence_task_befree_1107	no_relation	1.8287	2	0.398019370987	10382555.0	770957034.0	D002857	D011041	10382555_D002857_D011041	10382555_0
bcv_sentence_task_befree_1108	no_relation	3.6248	4	0.805296365414	10382555.0	770957035.0	D001205	D003872	10382555_D001205_D003872	10382555_0
bcv_sentence_task_befree_1108	yes_direct	0.8764	1	0.194703634586	10382555.0	770957035.0	D001205	D003872	10382555_D001205_D003872	10382555_0
bcv_sentence_task_befree_1109	no_relation	4.604	5	1.0	10382555.0	770957036.0	D001205	D011041	10382555_D001205_D011041	10382555_0
bcv_sentence_task_befree_111	no_relation	3.4547	4	0.797557484532	1653780.0	770956037.0	D000242	D009369	1653780_D000242_D009369	1653780_5
bcv_sentence_task_befree_111	yes_direct	0.8769	1	0.202442515468	1653780.0	770956037.0	D000242	D009369	1653780_D000242_D009369	1653780_5
bcv_sentence_task_befree_1110	yes_direct	4.5236	5	1.0	10382555.0	770957037.0	C074702	D014456	10382555_C074702_D014456	10382555_1
bcv_sentence_task_befree_1111	yes_direct	4.453	5	1.0	10382555.0	770957038.0	C074702	D011695	10382555_C074702_D011695	10382555_1
bcv_sentence_task_befree_1112	yes_direct	4.4953	5	1.0	10382555.0	770957039.0	C074702	D003872	10382555_C074702_D003872	10382555_1
bcv_sentence_task_befree_1113	yes_direct	4.2538	5	1.0	10382555.0	770957040.0	C074702	D002056	10382555_C074702_D002056	10382555_2
bcv_sentence_task_befree_1114	yes_direct	4.6799	5	1.0	10382555.0	770957041.0	C074702	D064420	10382555_C074702_D064420	10382555_2
bcv_sentence_task_befree_1115	no_relation	2.7445	3	0.597539734378	10382555.0	770957042.0	C074702	D011041	10382555_C074702_D011041	10382555_5
bcv_sentence_task_befree_1115	yes_direct	1.8485	2	0.402460265622	10382555.0	770957042.0	C074702	D011041	10382555_C074702_D011041	10382555_5
bcv_sentence_task_befree_1116	no_relation	4.5421	5	1.0	10382555.0	770957043.0	D001205	D003872	10382555_D001205_D003872	10382555_5
bcv_sentence_task_befree_1117	no_relation	4.366	5	1.0	10382555.0	770957044.0	D001205	D011041	10382555_D001205_D011041	10382555_5
bcv_sentence_task_befree_1118	no_relation	2.7512	3	0.609859904238	10382555.0	770957045.0	D002857	D003872	10382555_D002857_D003872	10382555_5
bcv_sentence_task_befree_1118	yes_direct	1.76	2	0.390140095762	10382555.0	770957045.0	D002857	D003872	10382555_D002857_D003872	10382555_5
bcv_sentence_task_befree_1119	no_relation	2.6221	3	0.591442233951	10382555.0	770957046.0	D002857	D011041	10382555_D002857_D011041	10382555_5
bcv_sentence_task_befree_1119	yes_direct	1.8113	2	0.408557766049	10382555.0	770957046.0	D002857	D011041	10382555_D002857_D011041	10382555_5
bcv_sentence_task_befree_112	no_relation	4.4904	5	1.0	1653780.0	770956038.0	D007980	D009369	1653780_D007980_D009369	1653780_5
