worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate,level_2_contributors
24204845,6221368,6,3,6,0,clixsense,GBR,L3,Rotherham,86.162.168.253,,,0,,0.5,360,1.0
24296157,6227136,6,3,6,0,clixsense,HRV,21,Zagreb,89.164.210.34,,,0,,0.5,360,1.0
24341069,E4F9B8D7EFCEDB34DD6A67EA287D2489,126,3,26,0,neodev,GRC,13,Thessaloníki,46.12.116.134,,,0,,0.8846,360,1.0
24449707,418242,366,10,66,0,tremorgames,CAN,QC,Laval,96.20.14.148,,,0,,0.8485,129,1.0
25411252,613,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
25413555,629,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
25437208,739,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
26024737,United976,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0
26232429,6344579,6,2,6,0,clixsense,PHL,"","",121.54.54.172,,,0,,0.6667,360,1.0
26232919,0287EA6FC4DF7F0CDD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
26414540,B740327BE4BC44010FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
26471797,338E85B9BB9566DD0DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
26559865,22049,0,0,0,0,surveymad,,,,,,,0,,1.0,0,1.0
26854674,104869,6,2,6,0,gifthunterclub,ESP,58,A Coruña,84.79.9.11,,,0,,0.6667,0,1.0
26942828,105816,42,1,12,0,gifthunterclub,ESP,07,Palma De Mallorca,88.1.83.162,8/14/2015 22:19:06,8/14/2015 22:19:06,0,Triggered judgment distribution rule 'acceptable_distribution' on field 'verify_relationship',0.9167,360,1.0
27026688,6416610,54,1,14,0,clixsense,TWN,03,Taipei,220.136.86.224,,,0,,0.9286,360,1.0
27165514,BBD7A5E95C9058E824750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27316712,08ABE06654AC73A2BD9CE4BD64DFB8C1,48,1,13,0,neodev,ARE,01,Abu Dhabi,37.245.183.122,8/14/2015 21:36:06,8/14/2015 21:36:06,0,Triggered judgment distribution rule 'acceptable_distribution' on field 'verify_relationship',0.9231,504,1.0
27423910,6440903,6,4,5,0,clixsense,PHL,"","",180.191.147.25,,,0,,0.2,0,1.0
27555842,87C8DA85ECF2F21F24750D543524A854,168,4,33,0,neodev,ARG,"","",181.10.47.77,,,0,,0.8788,360,1.0
27597779,0CD66CFF70DC76F824750D543524A854,294,8,54,0,neodev,CAN,AB,Calgary,72.29.251.209,,,0,,0.8519,430,1.0
27604243,6457609,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
27770607,dancee15,66,2,16,0,instagc,USA,TX,El Paso,70.120.227.200,,,0,,0.875,400,1.0
27790533,EA43CD70F276ACEB6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27807666,F14A61AB4CD920D00FA9E28369487118,168,4,33,0,neodev,PRT,14,Loures,81.84.52.103,,,0,,0.8788,46,1.0
27829625,41BFEFA7423B731DBD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27848251,D29095DD5A9981842BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27879471,35CE7CCC6AF7246D0FA9E28369487118,516,10,91,0,neodev,VEN,"","",190.37.209.54,,,0,,0.8901,86,1.0
27885443,6489389,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
27891443,6490817,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
27955425,7EAF772074A71C74DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27966005,10474,6,5,6,0,elite,IND,02,Hyderabad,49.204.248.24,,,0,,0.1667,360,1.0
28072952,A65AE9F5413CE96C41A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
28114172,119327,0,0,0,0,gifthunterclub,,,,,,,0,,1.0,0,1.0
28202027,12452,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
28203300,4A94BF0B26E4BFA7BD9CE4BD64DFB8C1,1506,36,256,0,neodev,IND,16,Mumbai,183.87.33.1,,,0,,0.8594,266,1.0
28245184,7DBF1ADA37662FB793CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
28249279,6539596,126,2,26,0,clixsense,ROU,36,Timisoara,89.123.25.131,,,0,,0.9231,360,1.0
28375885,A371173AF7A08CC893CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
28510741,106DCB73110ACC5FBD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
28524232,mr3cho,90,3,20,0,instagc,CAN,ON,Scarborough,99.244.116.246,8/14/2015 23:34:06,8/14/2015 23:34:06,0,Triggered judgment distribution rule 'acceptable_distribution' on field 'verify_relationship',0.85,360,1.0
28535762,A8C166BD8BD704992BFA95FAD8D0CB36,84,2,19,0,neodev,SRB,00,Nis,94.228.232.158,,,0,,0.8947,360,1.0
28539034,699015,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0
28553957,F6C37214BF874CFB2BFA95FAD8D0CB36,186,2,36,0,neodev,ESP,55,Burgos,212.183.236.157,,,0,,0.9444,360,1.0
28584099,E1A9CF3720AF586F0FA9E28369487118,240,2,45,0,neodev,VEN,07,Valencia,181.208.165.149,,,0,,0.9556,80,1.0
28599665,6585254,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
28720189,6602809,90,1,20,0,clixsense,ITA,16,Altopascio,79.36.200.235,,,0,,0.95,386,1.0
28724172,17101,96,1,21,0,elite,IDN,08,Malang,114.79.29.132,,,0,,0.9524,360,1.0
28736988,6605058,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
28739399,131149,114,3,24,0,gifthunterclub,ESP,29,Madrid,181.199.201.61,,,0,,0.875,570,1.0
28780891,F87E728BC748FEB8BD9CE4BD64DFB8C1,6,3,6,0,neodev,PHL,K1,Las Piñas,119.95.172.252,,,0,,0.5,0,1.0
28834831,18008,6,2,6,0,elite,IND,02,Hyderabad,49.204.175.120,,,0,,0.6667,360,1.0
28835210,6619097,6,3,6,0,clixsense,IND,"","",180.215.121.195,,,0,,0.5,360,1.0
28853816,5781410,0,0,0,0,prizerebel,,,,,,,0,,1.0,0,1.0
28884030,kateyes1966,6,2,5,0,pocketmoneygpt,USA,WI,Minocqua,75.143.134.247,,,0,,0.6,360,1.0
28885250,AB249ABA5D261E392BFA95FAD8D0CB36,18,3,8,0,neodev,BIH,02,Banja Luka,217.23.200.254,,,0,,0.625,360,1.0
28899188,18570,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
28936398,700022E6B6A5E6D30FA9E28369487118,486,12,86,0,neodev,SRB,"","",178.220.197.48,,,0,,0.8605,101,1.0
28959546,19174,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
28981319,6616548,6,3,6,0,clixsense,MEX,22,Querétaro,177.232.49.166,,,0,,0.5,360,1.0
29029129,6EB5C9E2C9DC8E0A044935D48A84480F,342,5,62,0,neodev,SRB,00,Kragujevac,109.92.40.98,,,0,,0.9194,144,1.0
29066058,6650192,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
29102581,6656284,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
29114061,6658318,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
29123162,E5370162CEB06CD4DD6A67EA287D2489,42,2,12,0,neodev,RUS,13,Ufa,145.255.1.48,,,0,,0.8333,36,1.0
29224065,32947E1FE4381CF72BFA95FAD8D0CB36,42,2,12,0,neodev,IND,"","",106.79.193.236,,,0,,0.8333,360,1.0
29226888,E555FC31E10E2F79044935D48A84480F,6,2,6,0,neodev,IND,02,Hyderabad,115.98.16.186,,,0,,0.6667,360,1.0
29278519,6679629,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
29314245,AAF4868420B9C41893CA06397A287A80,150,2,30,0,neodev,BIH,02,Bijeljina,31.223.130.228,,,0,,0.9333,360,1.0
29325954,6689393,6,4,6,0,clixsense,PHL,F2,Quezon City,121.97.142.109,,,0,,0.3333,360,1.0
29372337,6696843,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
29403070,6701697,36,2,11,0,clixsense,FIN,13,Helsinki,89.27.11.209,,,0,,0.8182,360,1.0
29454527,5B783094F6AC936DBD9CE4BD64DFB8C1,102,7,22,0,neodev,SRB,00,Zemun,5.134.107.130,,,0,,0.6818,383,1.0
29458649,BF4244297D4D52D06964A2442E880D82,6,3,6,0,neodev,IDN,08,Surabaya,202.67.41.19,,,0,,0.5,0,1.0
29472223,FF84EA80AB88DDB8044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
29484592,6651235,6,2,6,0,clixsense,ITA,04,Salerno,79.55.159.225,,,0,,0.6667,0,1.0
29506198,6718559,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
29523309,6721196,60,5,15,0,clixsense,JPN,"","",43.249.226.114,,,0,,0.6667,360,1.0
29621433,3419437,6,4,6,0,clixsense,IDN,"","",202.67.44.20,,,0,,0.3333,0,1.0
29704416,856994,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0
29710319,F554F34615DD029341A29D4352C72707,6,0,6,0,neodev,IND,07,Delhi,27.97.250.113,,,0,,1.0,0,1.0
29742529,5A294039FBE8FCB7044935D48A84480F,36,4,11,0,neodev,COL,34,Bogotá,190.68.204.122,,,0,,0.6364,360,1.0
29746131,A629DE39EE2508620DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
29755440,6752552,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
29764965,29622,6,2,6,0,elite,BIH,01,Sarajevo,77.77.237.77,,,0,,0.6667,0,1.0
29809625,E26073BA12B45F67044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
29841820,CD3B1DC4CB7BF32424750D543524A854,84,6,19,0,neodev,VEN,"","",186.91.85.132,,,0,,0.6842,360,1.0
29881713,5854937,6,3,6,0,prizerebel,GBR,H9,London,82.0.199.43,,,0,,0.5,360,1.0
29896328,B54BBAB35CA798510FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
29922299,31333,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
29926960,6796191,360,8,65,0,clixsense,ITA,18,Milan,151.35.75.197,,,0,,0.8769,366,1.0
29933198,24406E1D9CDB4B1A044935D48A84480F,6,3,6,0,neodev,VEN,"","",186.88.221.99,,,0,,0.5,360,1.0
29965133,31754,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
29969742,9BC6DEAD94C7234E044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
29974182,6806348,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
30006870,3323229,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
30011021,32583,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
30030223,32989,6,2,6,0,elite,VNM,52,Dong Nai,113.185.18.106,,,0,,0.6667,0,1.0
30051877,EC38045A6641BFC10FA9E28369487118,24,3,9,0,neodev,IDN,04,Jakarta,36.71.182.228,,,0,,0.6667,360,1.0
30057720,6D55AA7AED159AB02BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30064988,33485,948,5,163,0,elite,GBR,G8,Dewsbury,92.22.168.226,,,0,,0.9693,316,1.0
30073888,5848088,6,0,6,0,clixsense,KGZ,01,Bishkek,37.218.136.0,,,0,,1.0,0,1.0
30128662,34440,600,8,105,0,elite,IND,16,Mumbai,203.115.64.56,,,0,,0.9238,149,1.0
30150071,07F5B11E9C2E477741A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30201104,F0B702DB9DA64886BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30211044,6991,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
30248842,4969712,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
30264023,211D2D64EB95E446044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30270750,6870745,6,4,6,0,clixsense,ESP,"","",89.130.179.117,,,0,,0.3333,360,1.0
30275561,6871753,6,2,6,0,clixsense,IDN,04,Jakarta,139.193.239.42,,,0,,0.6667,0,1.0
30312592,37000,270,10,50,0,elite,CAN,ON,Sudbury,66.103.55.12,,,0,,0.8,377,1.0
30339681,60951,6,2,6,0,gifthunterclub,ESP,"","",46.222.178.59,,,0,,0.6667,0,1.0
30380942,6899325,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
30390656,A010FB8F902A1EE10FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
